gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
CTNNBIP1|56998	769.6113	CTNNBIP1|56998	1378.6929
CTNNBL1|56259	1236.8754	CTNNBL1|56259	1206.4168
CTNND1|1500	4693.6297	CTNND1|1500	4692.5887
lowly_expressed	lowly_expressed	CTNND2|1501	47.9082
CTNS|1497	467.9387	CTNS|1497	579.6801
CTPS2|56474	549.2226	CTPS2|56474	434.5617
CTPS|1503	1328.3292	CTPS|1503	391.4927
CTR9|9646	1279.8537	CTR9|9646	1118.3431
CTRL|1506	6.4967	CTRL|1506	16.9373
CTSA|5476	3445.6649	CTSA|5476	6182.8208
CTSB|1508	30860.9152	CTSB|1508	87828.8853
CTSC|1075	5864.0387	CTSC|1075	5504.1254
CTSD|1509	29249.7289	CTSD|1509	77418.2777
CTSF|8722	381.8072	CTSF|8722	3963.3187
lowly_expressed	lowly_expressed	CTSG|1511	373.5876
CTSH|1512	2394.2909	CTSH|1512	4557.5746
CTSK|1513	3326.3202	CTSK|1513	7181.882
CTSL1|1514	4360.298	CTSL1|1514	7347.8671
CTSL2|1515	598.1979	CTSL2|1515	98.2361
CTSO|1519	1596.1939	CTSO|1519	1208.3525
CTSS|1520	5489.7277	CTSS|1520	9143.7005
CTSW|1521	358.8188	CTSW|1521	262.2856
CTSZ|1522	8164.3769999999995	CTSZ|1522	18612.5965
CTTNBP2NL|55917	1180.9036	CTTNBP2NL|55917	613.1288
CTTNBP2|83992	59.9697	CTTNBP2|83992	105.9789
CTTN|2017	4367.7943	CTTN|2017	4366.4255
CTU1|90353	31.4841	CTU1|90353	47.4243
CTU2|348180	407.2493	CTU2|348180	280.3455
CTXN1|404217	145.9263	CTXN1|404217	108.8824
CUBN|8029	24.4876	CUBN|8029	77.9114
CUEDC1|404093	195.9011	CUEDC1|404093	532.7978
CUEDC2|79004	715.1389	CUEDC2|79004	1264.4874
CUL1|8454	2214.3817	CUL1|8454	1309.4921
CUL2|8453	682.6553	CUL2|8453	620.3876
CUL3|8452	1372.8067	CUL3|8452	1385.9518
CUL4A|8451	1901.5397	CUL4A|8451	1545.6459
CUL4B|8450	1742.1202	CUL4B|8450	1327.3972
CUL5|8065	942.5239999999999	CUL5|8065	586.997
CUL7|9820	1587.6632	CUL7|9820	1058.7723
CUL9|23113	815.5881	CUL9|23113	739.9163
CUTA|51596	3117.4257	CUTA|51596	2360.0861
CUTC|51076	118.4752	CUTC|51076	608.1154
CUX1|1523	1413.2863	CUX1|1523	1425.1494
lowly_expressed	lowly_expressed	CUX2|23316	43.068999999999996
CUZD1|50624	10.9495	CUZD1|50624	32.626
CWC15|51503	937.0268	CWC15|51503	845.8951
CWC22|57703	978.0061	CWC22|57703	586.5131
CWC25|54883	365.8153	CWC25|54883	481.986
CWC27|10283	376.8097	CWC27|10283	382.2981
CWF19L1|55280	570.7118	CWF19L1|55280	580.2221
CWF19L2|143884	297.3498	CWF19L2|143884	441.3366
CWH43|80157	271.363	CWH43|80157	11.1302
CX3CL1|6376	2574.2	CX3CL1|6376	6789.4215
CX3CR1|1524	84.9571	CX3CR1|1524	292.7726
CXADR|1525	569.2125	CXADR|1525	40.6494
CXCL10|3627	8074.4224	CXCL10|3627	105.01100000000001
CXCL11|6373	2241.8679	CXCL11|6373	19.8408
CXCL12|6387	850.5705	CXCL12|6387	12655.0364
CXCL13|10563	1676.1535	lowly_expressed	lowly_expressed
CXCL14|9547	431.2822	CXCL14|9547	11857.0495
CXCL16|58191	3810.5757	CXCL16|58191	3167.7515
CXCL17|284340	3325.8205	CXCL17|284340	42.5851
CXCL1|2919	1366.8098	CXCL1|2919	64.3616
CXCL2|2920	338.3291	CXCL2|2920	251.1554
CXCL3|2921	60.4695	CXCL3|2921	31.4549
CXCL5|6374	820.0859	CXCL5|6374	15.9694
CXCL6|6372	191.4033	CXCL6|6372	12.097999999999999
CXCL9|4283	7648.6374	CXCL9|4283	396.8158
CXCR1|3577	16.4917	lowly_expressed	lowly_expressed
CXCR2P1|3580	179.9091	CXCR2P1|3580	15.9694
CXCR2|3579	20.4897	CXCR2|3579	31.4549
CXCR3|2833	261.368	CXCR3|2833	77.4275
CXCR4|7852	876.0576	CXCR4|7852	920.903
CXCR5|643	26.4966	lowly_expressed	lowly_expressed
CXCR6|10663	528.2332	CXCR6|10663	88.5577
CXCR7|57007	219.889	CXCR7|57007	3373.4182
CXXC1|30827	682.1555	CXXC1|30827	1086.8881
CXXC5|51523	391.3024	CXXC5|51523	694.9116
CXorf21|80231	132.9329	CXorf21|80231	153.4032
CXorf23|256643	258.8693	CXorf23|256643	153.4032
CXorf26|51260	742.625	CXorf26|51260	681.3618
CXorf36|79742	212.8925	CXorf36|79742	2090.0578
CXorf38|159013	273.8617	CXorf38|159013	174.6957
CXorf40A|91966	612.6906	CXorf40A|91966	408.4299
CXorf40B|541578	913.0389	CXorf40B|541578	537.1531
CXorf42|158801	13.9929	CXorf42|158801	26.6157
CXorf50B|653687	7.996	lowly_expressed	lowly_expressed
CXorf56|63932	320.83799999999997	CXorf56|63932	186.3099
CXorf57|55086	8.9955	CXorf57|55086	31.4549
CYB561D1|284613	452.2716	CYB561D1|284613	449.0793
CYB561D2|11068	583.3154	CYB561D2|11068	483.491
CYB561|1534	3073.4479	CYB561|1534	1797.7691
CYB5A|1528	793.0995	CYB5A|1528	1835.0311
CYB5B|80777	936.0273	CYB5B|80777	1339.0113
CYB5D1|124637	292.3524	CYB5D1|124637	466.5005
CYB5D2|124936	121.9384	CYB5D2|124936	793.6316
CYB5R1|51706	739.6265	CYB5R1|51706	1496.2859
CYB5R2|51700	205.3963	CYB5R2|51700	287.9334
CYB5R3|1727	3095.4368	CYB5R3|1727	10121.2224
CYB5R4|51167	311.3428	CYB5R4|51167	311.1617
CYB5RL|606495	47.9758	CYB5RL|606495	43.068999999999996
CYBASC3|220002	895.048	CYBASC3|220002	1672.9173
CYBA|1535	1553.2156	CYBA|1535	2976.1185
CYBB|1536	3566.1991	CYBB|1536	3018.2197
CYBRD1|79901	2343.8164	CYBRD1|79901	10442.5464
CYC1|1537	1578.7028	CYC1|1537	1801.6405
CYCS|54205	3028.9704	CYCS|54205	1360.3039
CYFIP1|23191	3766.5979	CYFIP1|23191	4357.7149
CYFIP2|26999	911.5397	CYFIP2|26999	367.2966
CYGB|114757	101.4488	CYGB|114757	1752.7644
CYHR1|50626	586.7037	CYHR1|50626	884.6089
CYLD|1540	1760.6109	CYLD|1540	841.5398
lowly_expressed	lowly_expressed	CYP11A1|1583	101.1396
CYP19A1|1588	9.995	CYP19A1|1588	22.7443
lowly_expressed	lowly_expressed	CYP1A1|1543	21.2926
CYP1B1|1545	40118.74	CYP1B1|1545	1139.6356
CYP20A1|57404	230.3837	CYP20A1|57404	566.6723
CYP21A2|1589	49.3601	CYP21A2|1589	297.336
CYP24A1|1591	43.9778	lowly_expressed	lowly_expressed
CYP26A1|1592	7.996	lowly_expressed	lowly_expressed
CYP26B1|56603	192.9026	CYP26B1|56603	612.6449
CYP27A1|1593	2008.4857	CYP27A1|1593	4942.7763
CYP27B1|1594	152.9228	CYP27B1|1594	22.7443
lowly_expressed	lowly_expressed	CYP27C1|339761	17.9051
lowly_expressed	lowly_expressed	CYP2A6|1548	37.7459
lowly_expressed	lowly_expressed	CYP2B7P1|1556	29.0353
lowly_expressed	lowly_expressed	CYP2C8|1558	5.8071
lowly_expressed	lowly_expressed	CYP2D6|1565	5.3231
CYP2D7P1|1564	7.996	CYP2D7P1|1564	30.4871
lowly_expressed	lowly_expressed	CYP2E1|1571	38.3847
CYP2J2|1573	540.2272	CYP2J2|1573	101.1396
CYP2R1|120227	146.9258	CYP2R1|120227	218.2487
CYP2S1|29785	134.4321	CYP2S1|29785	196.4722
CYP2U1|113612	151.4235	CYP2U1|113612	378.4268
CYP39A1|51302	134.9319	CYP39A1|51302	97.7522
lowly_expressed	lowly_expressed	CYP3A5|1577	77.4275
CYP46A1|10858	12.9934	CYP46A1|10858	39.6816
CYP4B1|1580	265.8657	CYP4B1|1580	1060.2724
CYP4F11|57834	180.4089	CYP4F11|57834	33.8745
CYP4F12|66002	10.4947	CYP4F12|66002	133.5624
CYP4F22|126410	220.3887	CYP4F22|126410	284.062
CYP4F2|8529	15.4922	lowly_expressed	lowly_expressed
CYP4F3|4051	15.4922	lowly_expressed	lowly_expressed
CYP4F8|11283	21.9889	CYP4F8|11283	59.5224
CYP4V2|285440	495.2499	CYP4V2|285440	815.8919999999999
CYP4X1|260293	211.3932	CYP4X1|260293	322.2919
CYP4Z1|199974	74.9621	CYP4Z1|199974	177.5993
CYP4Z2P|163720	63.9677	CYP4Z2P|163720	22.7443
CYP51A1|1595	2502.7361	CYP51A1|1595	804.2779
CYP7B1|9420	47.9758	CYP7B1|9420	53.2314
CYP8B1|1582	79.4599	CYP8B1|1582	11.6141
CYR61|3491	1734.1243	CYR61|3491	6913.3054
CYS1|192668	68.9652	CYS1|192668	385.2017
CYSLTR1|10800	28.4856	CYSLTR1|10800	42.1012
CYSLTR2|57105	24.9874	CYSLTR2|57105	12.097999999999999
CYTH1|9267	1514.7351	CYTH1|9267	1494.8341
CYTH2|9266	1070.4594	CYTH2|9266	1339.0113
CYTH3|9265	939.0258	CYTH3|9265	1624.0412
CYTH4|27128	1203.3923	CYTH4|27128	1905.6837
CYTIP|9595	368.314	CYTIP|9595	195.9883
CYTL1|54360	7.996	CYTL1|54360	80.8149
CYTSA|23384	1134.9269	CYTSA|23384	1352.5612
CYTSB|92521	997.4963	CYTSB|92521	538.1209
CYYR1|116159	210.3938	CYYR1|116159	1074.7901
D2HGDH|728294	268.3645	D2HGDH|728294	644.0998
D4S234E|27065	27.4861	D4S234E|27065	203.731
DAAM1|23002	503.7456	DAAM1|23002	406.0103
DAAM2|23500	257.495	DAAM2|23500	1547.3106
DAB2IP|153090	1217.3852	DAB2IP|153090	2419.1246
DAB2|1601	1902.0395	DAB2|1601	5652.6894
DACH1|1602	10.9944	DACH1|1602	132.5945
DACT1|51339	197.4003	DACT1|51339	230.8307
lowly_expressed	lowly_expressed	DACT2|168002	250.1875
DACT3|147906	33.9828	DACT3|147906	134.5302
DAD1|1603	2256.8603	DAD1|1603	2641.7286
DAG1|1605	5043.4531	DAG1|1605	2907.4016
DAGLA|747	122.4382	DAGLA|747	343.1005
DAGLB|221955	780.1060000000001	DAGLB|221955	606.8378
DAK|26007	360.31800000000004	DAK|26007	903.9657
DALRD3|55152	316.9949	DALRD3|55152	917.5785
lowly_expressed	lowly_expressed	DAND5|199699	5.3231
DAP3|7818	2450.7624	DAP3|7818	1889.7142
DAPK1|1612	629.682	DAPK1|1612	804.7618
DAPK2|23604	642.6754	DAPK2|23604	733.6253
DAPK3|1613	1001.4942	DAPK3|1613	1007.525
lowly_expressed	lowly_expressed	DAPL1|92196	16.9373
DAPP1|27071	612.6906	DAPP1|27071	185.342
DAP|1611	1125.4317	DAP|1611	3131.9413
DARC|2532	45.477	DARC|2532	2882.2377
DARS2|55157	875.5578	lowly_expressed	lowly_expressed
DARS|1615	2532.2212	DARS|1615	1319.6545
DAXX|1616	2577.1985	DAXX|1616	1698.5652
DAZAP1|26528	1347.3196	DAZAP1|26528	1430.4725
DAZAP2|9802	5120.9139	DAZAP2|9802	5956.1083
DAZL|1618	22.4886	lowly_expressed	lowly_expressed
DBC1|1620	1507.7386	DBC1|1620	148.564
DBF4B|80174	135.9314	DBF4B|80174	128.2393
DBF4|10926	507.2438	DBF4|10926	125.8196
DBI|1622	3190.8886	DBI|1622	4729.3668
DBN1|1627	1795.0935	DBN1|1627	3205.9813
DBNDD1|79007	399.2984	DBNDD1|79007	248.2518
DBNDD2|55861	320.5431	DBNDD2|55861	1262.1452
DBNL|28988	3839.0613	DBNL|28988	3188.0762
DBP|1628	248.8693	DBP|1628	526.0229
DBR1|51163	477.7587	DBR1|51163	347.9397
DBT|1629	602.1959	DBT|1629	462.1452
lowly_expressed	lowly_expressed	DBX2|440097	26.1318
DCAF10|79269	1132.9279	DCAF10|79269	616.0323
DCAF11|80344	1874.2385	DCAF11|80344	1746.4734
lowly_expressed	lowly_expressed	DCAF12L2|340578	10.1624
DCAF12|25853	1604.1899	DCAF12|25853	1038.012
DCAF13|25879	1045.0722	DCAF13|25879	562.8929
DCAF15|90379	509.2428	DCAF15|90379	558.4456
DCAF16|54876	620.6866	DCAF16|54876	527.9586
DCAF17|80067	549.2226	DCAF17|80067	225.0236
DCAF4L1|285429	8.4957	lowly_expressed	lowly_expressed
DCAF4|26094	799.0965	DCAF4|26094	315.5169
DCAF5|8816	2071.9537	DCAF5|8816	1519.9981
DCAF6|55827	1465.26	DCAF6|55827	1811.3189
DCAF7|10238	3002.9835	DCAF7|10238	1847.1291
DCAF8|50717	1800.4208	DCAF8|50717	2379.9656
DCAKD|79877	600.6966	DCAKD|79877	946.5508
DCBLD1|285761	736.1283	DCBLD1|285761	305.8385
DCBLD2|131566	1382.8017	DCBLD2|131566	744.7555
DCDC2|51473	8.9955	DCDC2|51473	146.6283
DCHS1|8642	397.2994	DCHS1|8642	1527.2569
DCHS2|54798	295.8506	DCHS2|54798	15.9694
DCI|1632	416.7895	DCI|1632	887.5124
DCK|1633	519.2378	DCK|1633	391.0087
DCLK1|9201	204.3968	DCLK1|9201	1161.4121
DCLK2|166614	52.4735	DCLK2|166614	154.371
DCLK3|85443	7.996	DCLK3|85443	6.7749
DCLRE1A|9937	241.3781	DCLRE1A|9937	190.6652
DCLRE1B|64858	425.2852	DCLRE1B|64858	303.4189
DCLRE1C|64421	290.8531	DCLRE1C|64421	310.1938
DCN|1634	8537.1887	DCN|1634	80965.9077
DCP1A|55802	743.6245	DCP1A|55802	598.6111
DCP1B|196513	348.8238	DCP1B|196513	425.3672
DCP2|167227	836.0778	DCP2|167227	733.6253
DCPS|28960	557.7184	DCPS|28960	331.4864
DCST2|127579	11.4942	DCST2|127579	31.4549
DCTD|1635	1759.6114	DCTD|1635	1728.5683
DCTN1|1639	3269.2690000000002	DCTN1|1639	4943.2021
DCTN2|10540	2298.3393	DCTN2|10540	3392.2911
DCTN3|11258	1095.4468	DCTN3|11258	1145.9266
DCTN4|51164	1169.4094	DCTN4|51164	1220.9345
DCTN5|84516	1057.9657	DCTN5|84516	929.6136
DCTN6|10671	399.2984	DCTN6|10671	595.2237
DCTPP1|79077	597.6982	DCTPP1|79077	781.5335
DCUN1D1|54165	568.7128	DCUN1D1|54165	275.3514
DCUN1D2|55208	278.3594	DCUN1D2|55208	284.546
DCUN1D3|123879	159.4195	DCUN1D3|123879	325.1954
DCUN1D4|23142	609.1924	DCUN1D4|23142	622.8072
DCUN1D5|84259	566.2141	DCUN1D5|84259	310.1938
DCXR|51181	1184.9016	DCXR|51181	1123.1823
lowly_expressed	lowly_expressed	DCX|1641	16.4533
DDA1|79016	692.1505	DDA1|79016	701.6865
DDAH1|23576	470.2625	DDAH1|23576	696.8473
DDAH2|23564	678.1575	DDAH2|23564	4162.6945
DDB1|1642	4669.6418	DDB1|1642	5161.5089
DDB2|1643	288.8541	DDB2|1643	726.3665
lowly_expressed	lowly_expressed	DDC|1644	9.1945
DDHD1|80821	357.3196	DDHD1|80821	350.8432
DDHD2|23259	634.1797	DDHD2|23259	855.0896
DDI2|84301	96.2364	DDI2|84301	30.8161
DDIT3|1649	305.5257	DDIT3|1649	368.1289
DDIT4L|115265	18.9904	DDIT4L|115265	74.5239
DDIT4|54541	4628.6625	DDIT4|54541	3690.8708
DDN|23109	7.6062	lowly_expressed	lowly_expressed
DDOST|1650	5046.9513	DDOST|1650	5104.4061
DDO|8528	99.9495	DDO|8528	125.3357
DDR1|780	9319.7935	DDR1|780	3627.4771
DDR2|4921	397.2994	DDR2|4921	238.0895
DDRGK1|65992	1125.9314	DDRGK1|65992	1050.594
DDTL|100037417	176.5658	DDTL|100037417	214.4547
DDT|1652	685.4738	DDT|1652	698.7442
DDX10|1662	682.6553	DDX10|1662	501.8268
DDX11L2|84771	26.4866	DDX11L2|84771	40.1655
DDX11|1663	597.6982	DDX11|1663	406.0103
DDX12|440081	102.948	DDX12|440081	44.5208
DDX17|10521	5521.2118	DDX17|10521	8340.3905
DDX18|8886	1966.0072	DDX18|8886	1195.2866
DDX19A|55308	938.2812	DDX19A|55308	1016.7195
DDX19B|11269	601.936	DDX19B|11269	912.6763
DDX1|1653	2230.8734	DDX1|1653	2057.1512
DDX20|11218	662.1656	DDX20|11218	364.87699999999995
DDX21|9188	1659.1621	DDX21|9188	738.9484
DDX23|9416	2783.0945	DDX23|9416	2263.3018
DDX24|57062	4310.3233	DDX24|57062	3428.1013
DDX26B|203522	322.837	DDX26B|203522	250.6714
DDX27|55661	1466.7593	DDX27|55661	1084.4685
DDX28|55794	315.8405	DDX28|55794	397.7836
DDX31|64794	332.3322	DDX31|64794	275.3514
DDX39|10212	1163.4125	DDX39|10212	724.9147
DDX3X|1654	9542.1812	DDX3X|1654	5554.9372
DDX41|51428	1800.0910000000001	DDX41|51428	1342.8827
DDX42|11325	2729.1218	DDX42|11325	2846.9114
lowly_expressed	lowly_expressed	DDX43|55510	38.6605
DDX46|9879	1377.8042	DDX46|9879	985.2646
DDX47|51202	1205.891	DDX47|51202	915.5799
DDX49|54555	1363.3115	DDX49|54555	1024.9462
DDX50|79009	759.1166	DDX50|79009	1042.8513
DDX51|317781	405.2953	DDX51|317781	635.8731
DDX52|11056	698.1474	DDX52|11056	363.9091
DDX54|79039	1989.3354	DDX54|79039	1714.3749
DDX55|57696	593.2004	DDX55|57696	411.8174
DDX56|54606	2107.9355	DDX56|54606	1393.6945
DDX58|23586	3497.2339	DDX58|23586	555.0582
DDX59|83479	202.8975	DDX59|83479	274.3836
DDX5|1655	11930.4751	DDX5|1655	10913.4022
DDX60L|91351	1543.7204	DDX60L|91351	550.219
DDX60|55601	3340.8129	DDX60|55601	438.917
DDX6|1656	3691.136	DDX6|1656	2297.1763
DEAF1|10522	601.6961	DEAF1|10522	988.1681
DECR1|1666	1482.2515	DECR1|1666	1943.4296
DECR2|26063	304.8461	DECR2|26063	630.55
DEDD2|162989	512.7411	DEDD2|162989	691.5241
DEDD|9191	1124.1123	DEDD|9191	991.8653
DEF6|50619	618.1878	DEF6|50619	526.9907
DEF8|54849	868.5614	DEF8|54849	1467.2506
DEFB103B|414325	45.9768	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DEFB132|400830	240.0252
DEFB1|1672	1453.7658	DEFB1|1672	137.9177
DEFB4A|1673	389.8031	lowly_expressed	lowly_expressed
DEGS1|8560	1594.1949	DEGS1|8560	2576.3991
DEGS2|123099	195.9011	DEGS2|123099	208.0863
DEK|7913	4341.3076	DEK|7913	2001.5002
DEM1|64789	343.3266	DEM1|64789	215.3452
DENND1A|57706	939.0258	DENND1A|57706	861.3806
DENND1B|163486	170.9137	DENND1B|163486	7.7427
DENND1C|79958	372.8117	DENND1C|79958	282.1264
DENND2A|27147	46.9763	DENND2A|27147	933.485
DENND2C|163259	106.961	DENND2C|163259	22.0717
DENND2D|79961	1435.7749	DENND2D|79961	749.5947
DENND3|22898	579.7072	DENND3|22898	591.3523
DENND4A|10260	323.8365	DENND4A|10260	274.1126
DENND4B|9909	1027.9059	DENND4B|9909	1391.2507
DENND4C|55667	1175.9062	DENND4C|55667	1294.4906
DENND5A|23258	1353.8163	DENND5A|23258	2019.8892
DENND5B|160518	54.4725	DENND5B|160518	221.6361
DENR|8562	1720.1313	DENR|8562	1168.6709
DEPDC1B|55789	208.8945	DEPDC1B|55789	28.5514
DEPDC1|55635	501.2469	DEPDC1|55635	46.4565
DEPDC4|120863	9.995	lowly_expressed	lowly_expressed
DEPDC5|9681	230.8834	DEPDC5|9681	255.5107
DEPDC6|64798	101.9485	DEPDC6|64798	730.2378
DEPDC7|91614	30.4846	DEPDC7|91614	37.7459
DERA|51071	672.1606	DERA|51071	545.3798
DERL1|79139	1608.6876	DERL1|79139	1648.7212
DERL2|51009	580.7067	DERL2|51009	648.4551
DERL3|91319	332.3322	DERL3|91319	329.5507
lowly_expressed	lowly_expressed	DES|1674	2374.6038
DET1|55070	38.4806	DET1|55070	165.5012
DEXI|28955	428.2837	DEXI|28955	1193.8348
DFFA|1676	482.2565	DFFA|1676	372.6197
DFFB|1677	125.4367	DFFB|1677	147.5961
DFNA5|1687	220.8885	DFNA5|1687	815.4081
DFNB31|25861	162.418	DFNB31|25861	195.9883
DFNB59|494513	20.4897	DFNB59|494513	55.651
DGAT1|8694	519.7725	DGAT1|8694	1835.0843
DGAT2|84649	1020.9844	DGAT2|84649	8147.7897
DGCR11|25786	30.9844	DGCR11|25786	58.0706
DGCR14|8220	386.3049	DGCR14|8220	552.6386
DGCR2|9993	3322.822	DGCR2|9993	3164.364
DGCR5|26220	50.4745	DGCR5|26220	14.0337
DGCR6L|85359	537.7284	DGCR6L|85359	984.7807
DGCR6|8214	212.8925	DGCR6|8214	591.8362
DGCR8|54487	810.0909	DGCR8|54487	808.1492
DGCR9|25787	6.4967	lowly_expressed	lowly_expressed
DGKA|1606	356.3201	DGKA|1606	512.4731
DGKD|8527	280.3584	lowly_expressed	lowly_expressed
DGKE|8526	137.4306	DGKE|8526	170.3404
DGKG|1608	62.4685	DGKG|1608	35.8102
DGKH|160851	37.9808	DGKH|160851	6.291
DGKQ|1609	446.7744	DGKQ|1609	428.7546
DGKZ|8525	737.6275	DGKZ|8525	1203.5133
DGUOK|1716	886.0525	DGUOK|1716	741.852
DHCR24|1718	22362.2071	DHCR24|1718	4559.5103
DHCR7|1717	4022.4687	DHCR7|1717	314.5491
DHDDS|79947	855.5679	DHDDS|79947	1737.2789
DHDH|27294	40.9793	DHDH|27294	31.4549
lowly_expressed	lowly_expressed	DHDPSL|112817	63.3937
DHFRL1|200895	236.8804	DHFRL1|200895	201.7953
DHFR|1719	349.9233	DHFR|1719	307.8807
lowly_expressed	lowly_expressed	DHH|50846	14.5177
DHODH|1723	125.4367	DHODH|1723	163.5655
DHPS|1725	737.1278	DHPS|1725	871.4365
DHRS11|79154	318.839	DHRS11|79154	344.0683
DHRS12|79758	172.4129	DHRS12|79758	510.5374
DHRS13|147015	163.5324	DHRS13|147015	154.8017
DHRS1|115817	509.7426	DHRS1|115817	834.7649
lowly_expressed	lowly_expressed	DHRS2|10202	75.9757
DHRS3|9249	1027.9809	DHRS3|9249	4075.1046
DHRS4L1|728635	7.996	DHRS4L1|728635	25.1639
DHRS4L2|317749	310.3533	DHRS4L2|317749	606.8378
DHRS4|10901	828.2317	DHRS4|10901	1343.4634
DHRS7B|25979	419.788	DHRS7B|25979	840.572
DHRS7|51635	1484.7502	DHRS7|51635	1337.0757
DHRS9|10170	232.8824	DHRS9|10170	1306.5886
DHRSX|207063	532.731	DHRSX|207063	431.6582
DHTKD1|55526	947.0218	DHTKD1|55526	449.0793
DHX15|1665	2453.2611	DHX15|1665	1682.1118
DHX16|8449	1259.364	DHX16|8449	946.0669
DHX29|54505	1017.4862	DHX29|54505	713.7845
DHX30|22907	1611.6861	DHX30|22907	1641.4624
DHX32|55760	819.7510000000001	DHX32|55760	794.9672
DHX33|56919	259.369	DHX33|56919	127.2714
DHX34|9704	550.7219	DHX34|9704	438.917
DHX35|60625	244.3766	DHX35|60625	259.382
DHX36|170506	1855.5629	DHX36|170506	661.0369999999999
DHX37|57647	865.0631	DHX37|57647	479.5664
DHX38|9785	1108.94	DHX38|9785	1451.7651
DHX40|79665	1399.7931	DHX40|79665	958.165
DHX57|90957	737.1278	DHX57|90957	448.5954
DHX58|79132	591.2014	DHX58|79132	623.7751
DHX8|1659	1157.4155	DHX8|1659	854.6057
DHX9|1660	4298.3293	DHX9|1660	2751.5788
DIABLO|56616	1175.5364	DIABLO|56616	805.2699
DIAPH1|1729	3992.4838	DIAPH1|1729	2437.9975
DIAPH2|1730	296.8501	DIAPH2|1730	208.5703
DIAPH3|81624	377.8092	DIAPH3|81624	41.6173
DICER1|23405	2179.3994	DICER1|23405	1359.3361
DIDO1|11083	1166.411	DIDO1|11083	1464.8310000000001
DIMT1L|27292	605.1944	DIMT1L|27292	413.7531
DIO2|1734	1951.5145	DIO2|1734	141.3051
lowly_expressed	lowly_expressed	DIO3OS|64150	7.2588
lowly_expressed	lowly_expressed	DIO3|1735	79.3632
DIP2A|23181	472.2615	DIP2A|23181	690.0723
DIP2B|57609	1123.4327	DIP2B|57609	825.0865
DIP2C|22982	316.3402	DIP2C|22982	1041.3995
DIRAS1|148252	849.571	DIRAS1|148252	186.7938
lowly_expressed	lowly_expressed	DIRAS2|54769	16.9373
DIRAS3|9077	57.9707	DIRAS3|9077	37.7459
DIRC2|84925	226.8704	DIRC2|84925	350.5626
DIRC3|729582	13.9929	DIRC3|729582	48.3922
DIS3L2|129563	252.8723	DIS3L2|129563	400.2032
DIS3L|115752	595.6992	DIS3L|115752	763.1445
DIS3|22894	1564.9897	DIS3|22894	712.8747
DISC1|27185	160.314	DISC1|27185	204.215
DISP1|84976	100.949	DISP1|84976	284.062
DISP2|85455	31.4841	DISP2|85455	103.5592
DIXDC1|85458	239.8789	DIXDC1|85458	923.8065
DKC1|1736	3047.9608	DKC1|1736	1036.0764
DKFZP586I1420|222161	134.9319	DKFZP586I1420|222161	203.2471
DKFZP686I15217|401232	34.4826	DKFZP686I15217|401232	60.4902
DKFZp686O24166|374383	16.9914	lowly_expressed	lowly_expressed
DKFZp761E198|91056	1155.4165	DKFZp761E198|91056	536.1852
lowly_expressed	lowly_expressed	DKFZp779M0652|374387	20.8086
DKK1|22943	139.9293	DKK1|22943	32.9067
DKK2|27123	105.9465	DKK2|27123	129.691
DKK3|27122	344.3261	DKK3|27122	3422.7782
lowly_expressed	lowly_expressed	DKKL1|27120	5.3231
DLAT|1737	1049.47	DLAT|1737	590.549
DLC1|10395	352.8218	DLC1|10395	1725.1809
DLD|1738	2727.6226	DLD|1738	1765.3464
DLEC1|9940	9.4952	DLEC1|9940	25.6479
DLEU1|10301	47.9758	DLEU1|10301	38.7137
DLEU2|8847	50.5944	DLEU2|8847	19.4537
DLEU7|220107	5.997000000000001	lowly_expressed	lowly_expressed
DLG1|1739	1433.2762	DLG1|1739	772.3389999999999
DLG2|1740	9.4952	DLG2|1740	46.9404
DLG3|1741	1596.6937	DLG3|1741	580.2221
DLG4|1742	160.41899999999998	DLG4|1742	417.1502
DLG5|9231	2249.3641	DLG5|9231	1248.0341
lowly_expressed	lowly_expressed	DLGAP1|9229	18.389
lowly_expressed	lowly_expressed	DLGAP2|9228	17.9051
DLGAP3|58512	11.9939	DLGAP3|58512	10.1624
DLGAP4|22839	2392.7916	DLGAP4|22839	2318.9528
DLGAP5|9787	709.6416	DLGAP5|9787	95.3326
lowly_expressed	lowly_expressed	DLK1|8788	12.582
lowly_expressed	lowly_expressed	DLK2|65989	115.6573
DLL1|28514	43.478	DLL1|28514	214.3773
DLL4|54567	188.4049	DLL4|54567	458.7578
DLST|1743	2259.8588	DLST|1743	3073.3867
DLX3|1747	25.9869	DLX3|1747	26.1318
DLX4|1748	18.9904	DLX4|1748	7.7427
lowly_expressed	lowly_expressed	DLX5|1749	9.1945
DMAP1|55929	764.1141	DMAP1|55929	929.1297
lowly_expressed	lowly_expressed	DMBT1|1755	28.5514
DMBX1|127343	34.9823	DMBX1|127343	5.8071
lowly_expressed	lowly_expressed	DMC1|11144	9.6784
DMD|1756	204.8965	DMD|1756	952.3579
DMGDH|29958	15.9919	DMGDH|29958	140.3373
DMKN|93099	2338.8189	DMKN|93099	335.3577
DMPK|1760	644.1747	DMPK|1760	901.5461
lowly_expressed	lowly_expressed	DMRT2|10655	116.6251
DMRT3|58524	8.4957	DMRT3|58524	57.1028
DMRTA1|63951	27.4861	DMRTA1|63951	19.8408
