gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
C6orf134|79969	145.2145	C6orf134|79969	235.6389
C6orf136|221545	276.2848	C6orf136|221545	189.3318
C6orf138|442213	27.8171	C6orf138|442213	233.5873
C6orf141|135398	16.0302	C6orf141|135398	44.8417
C6orf142|90523	17.4446	C6orf142|90523	11.1372
C6orf145|221749	1367.2796	C6orf145|221749	1227.7257
C6orf150|115004	140.9712	C6orf150|115004	98.7691
C6orf153|88745	902.8760000000001	C6orf153|88745	508.7925
C6orf154|221424	18.859	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C6orf155|79940	95.2521
C6orf15|29113	181.0467	C6orf15|29113	18.4642
C6orf162|57150	80.3112	C6orf162|57150	167.2685
lowly_expressed	lowly_expressed	C6orf163|206412	10.8441
C6orf164|63914	7.3833	C6orf164|63914	12.6846
C6orf165|154313	14.6157	C6orf165|154313	22.1424
C6orf167|253714	375.7661	C6orf167|253714	300.4103
C6orf168|84553	364.9222	C6orf168|84553	216.2954
C6orf170|221322	49.505	C6orf170|221322	142.4385
C6orf174|387104	29.6134	C6orf174|387104	247.2655
C6orf176|90632	18.529	C6orf176|90632	9.6219
C6orf182|285753	185.29	C6orf182|285753	206.3306
lowly_expressed	lowly_expressed	C6orf186|728464	15.8265
C6orf192|116843	331.9189	C6orf192|116843	680.5393
C6orf1|221491	432.3432	C6orf1|221491	193.1419
lowly_expressed	lowly_expressed	C6orf201|404220	22.2773
C6orf203|51250	392.7393	C6orf203|51250	221.2778
C6orf204|387119	23.1023	C6orf204|387119	123.6811
lowly_expressed	lowly_expressed	C6orf208|80069	7.6026
C6orf211|79624	417.256	C6orf211|79624	1042.204
lowly_expressed	lowly_expressed	C6orf217|100131814	6.4478
C6orf218|221718	28.76	lowly_expressed	lowly_expressed
C6orf223|221416	42.4328	lowly_expressed	lowly_expressed
C6orf225|619208	74.0217	C6orf225|619208	230.9496
C6orf226|441150	38.661	C6orf226|441150	44.2556
C6orf26|401251	19.802	C6orf26|401251	16.9988
C6orf27|80737	47.1476	C6orf27|80737	29.8945
C6orf35|729515	167.8454	C6orf35|729515	495.6038
C6orf41|100133205	5.1862	lowly_expressed	lowly_expressed
C6orf47|57827	568.1282	C6orf47|57827	226.2603
C6orf48|50854	2892.0321	C6orf48|50854	1229.7773
C6orf52|347744	19.802	C6orf52|347744	8.7925
C6orf57|135154	120.6978	C6orf57|135154	134.2321
lowly_expressed	lowly_expressed	C6orf59|79992	24.3259
C6orf62|81688	4665.4503	C6orf62|81688	4187.9338
C6orf64|55776	598.7742	C6orf64|55776	677.6084
C6orf70|55780	289.0146	C6orf70|55780	417.0574
C6orf72|116254	546.4404	C6orf72|116254	1231.5358
C6orf89|221477	2303.1589	C6orf89|221477	3703.1067
C6orf97|80129	21.6879	C6orf97|80129	496.483
C6|729	19.802	C6|729	289.8593
C7orf10|79783	237.1523	C7orf10|79783	49.5311
C7orf11|136647	421.4993	C7orf11|136647	269.0504
C7orf13|129790	321.075	C7orf13|129790	83.2356
C7orf23|79161	260.198	C7orf23|79161	342.9191
C7orf25|79020	332.3904	C7orf25|79020	362.1424
C7orf26|79034	627.5342	C7orf26|79034	416.4713
C7orf27|221927	975.4833	C7orf27|221927	311.8406
C7orf28A|51622	1905.2334	C7orf28A|51622	1189.0387
C7orf28B|221960	969.3541	C7orf28B|221960	295.721
C7orf29|113763	202.2631	C7orf29|113763	96.1313
C7orf30|115416	700.6129	C7orf30|115416	262.0164
C7orf31|136895	56.5771	C7orf31|136895	179.0739
C7orf33|202865	14.1443	lowly_expressed	lowly_expressed
C7orf36|57002	173.5031	C7orf36|57002	169.109
C7orf40|285958	926.9213	C7orf40|285958	242.6729
C7orf41|222166	880.7166	C7orf41|222166	5347.5967
C7orf42|55069	3396.5111	C7orf42|55069	3977.4326
C7orf43|55262	329.5615	C7orf43|55262	138.0422
C7orf44|55744	706.7421	C7orf44|55744	637.456
C7orf46|340277	59.8774	C7orf46|340277	140.0938
C7orf47|221908	331.9189	C7orf47|221908	60.3751
C7orf49|78996	500.6884	C7orf49|78996	405.0088
C7orf50|84310	844.413	C7orf50|84310	238.5698
C7orf51|222950	8.4866	C7orf51|222950	9.0856
C7orf53|286006	27.3456	C7orf53|286006	23.7397
C7orf55|154791	242.8524	C7orf55|154791	148.3851
C7orf58|79974	106.08200000000001	C7orf58|79974	2861.0785
C7orf59|389541	851.9566	C7orf59|389541	292.4971
C7orf60|154743	439.4154	C7orf60|154743	429.0739
C7orf63|79846	20.7449	C7orf63|79846	257.6202
C7orf64|84060	338.0481	C7orf64|84060	303.3411
C7orf68|29923	570.4856	C7orf68|29923	492.0868
C7orf70|84792	696.8411	C7orf70|84792	390.973
C7|730	169.7313	C7|730	1709.5545
C8ORFK29|340393	7.0721	lowly_expressed	lowly_expressed
C8orf30A|51236	1977.8406	C8orf30A|51236	250.2931
C8orf31|286122	7.0721	C8orf31|286122	12.3095
C8orf33|65265	2520.5092	C8orf33|65265	1207.5029
lowly_expressed	lowly_expressed	C8orf34|116328	58.6166
C8orf37|157657	36.3036	C8orf37|157657	109.6131
C8orf38|137682	366.8081	C8orf38|137682	194.0211
C8orf40|114926	781.7067	C8orf40|114926	723.9156
C8orf41|80185	278.0575	C8orf41|80185	224.2409
C8orf42|157695	273.4559	C8orf42|157695	467.1747
C8orf44|56260	18.3876	C8orf44|56260	40.2345
C8orf45|157777	51.8623	C8orf45|157777	41.6178
C8orf46|254778	311.6455	C8orf46|254778	41.0317
lowly_expressed	lowly_expressed	C8orf47|203111	7.6202
C8orf48|157773	23.1023	C8orf48|157773	37.8077
C8orf4|56892	216.4074	C8orf4|56892	479.1911
C8orf51|78998	233.3805	C8orf51|78998	25.4982
C8orf55|51337	2441.3013	C8orf55|51337	413.8335
C8orf58|541565	294.6723	C8orf58|541565	224.7948
C8orf59|401466	766.1292	C8orf59|401466	516.8259
C8orf73|642475	537.4823	C8orf73|642475	43.3763
C8orf76|84933	568.5997	C8orf76|84933	347.3447
C8orf77|286103	5.6577	lowly_expressed	lowly_expressed
C8orf79|57604	109.8538	C8orf79|57604	395.9555
C8orf80|389643	32.5318	C8orf80|389643	8.2063
C8orf83|286144	615.2758	C8orf83|286144	855.51
C8orf84|157869	18.859	C8orf84|157869	479.4842
C8orf85|441376	11526.1669	C8orf85|441376	200.762
C9orf100|84904	313.8284	C9orf100|84904	33.7427
C9orf102|375748	84.5309	C9orf102|375748	332.5498
C9orf103|414328	33.0033	C9orf103|414328	123.6811
C9orf109|286333	20.2735	C9orf109|286333	26.3775
C9orf110|100128385	72.1358	C9orf110|100128385	149.7655
C9orf114|51490	456.4922	C9orf114|51490	201.9168
C9orf116|138162	44.7902	C9orf116|138162	34.2907
C9orf117|286207	12.2584	lowly_expressed	lowly_expressed
C9orf119|375757	306.9307	C9orf119|375757	154.4549
C9orf122|158228	123.0552	C9orf122|158228	17.2919
C9orf123|90871	898.6327	C9orf123|90871	609.0269999999999
C9orf125|84302	16.5017	C9orf125|84302	169.9883
C9orf129|445577	72.7628	C9orf129|445577	84.8974
C9orf130|100128782	55.0118	C9orf130|100128782	194.9678
C9orf140|89958	798.6799	C9orf140|89958	36.3423
C9orf142|286257	429.9859	C9orf142|286257	58.0305
C9orf150|286343	130.5988	C9orf150|286343	787.2216
C9orf152|401546	13.2013	C9orf152|401546	191.0903
C9orf156|51531	156.0585	C9orf156|51531	288.1008
C9orf163|158055	5.6577	lowly_expressed	lowly_expressed
C9orf167|54863	115.0401	C9orf167|54863	77.9601
C9orf169|375791	7.0816	lowly_expressed	lowly_expressed
C9orf16|79095	1249.8821	C9orf16|79095	419.4021
C9orf172|389813	9.4295	lowly_expressed	lowly_expressed
C9orf21|195827	310.7025	C9orf21|195827	425.8499
C9orf23|138716	538.4253	C9orf23|138716	158.558
lowly_expressed	lowly_expressed	C9orf24|84688	10.2579
C9orf25|203259	998.5856	C9orf25|203259	412.9543
C9orf30|91283	267.355	C9orf30|91283	206.8523
C9orf37|85026	54.6912	C9orf37|85026	68.2884
C9orf3|84909	108.9062	C9orf3|84909	497.7286
C9orf40|55071	255.0684	C9orf40|55071	185.8148
C9orf41|138199	192.3621	C9orf41|138199	220.3986
C9orf43|257169	8.0151	C9orf43|257169	7.3271
lowly_expressed	lowly_expressed	C9orf44|158314	10.8441
C9orf45|81571	235.7379	C9orf45|81571	120.4572
C9orf46|55848	422.4422	C9orf46|55848	405.041
lowly_expressed	lowly_expressed	C9orf47|286223	17.8781
C9orf5|23731	1434.2291	C9orf5|23731	4414.4197
C9orf64|84267	238.5667	C9orf64|84267	378.6635
C9orf66|157983	21.2824	C9orf66|157983	32.2392
lowly_expressed	lowly_expressed	C9orf68|55064	74.7362
C9orf69|90120	790.1933	C9orf69|90120	224.5018
C9orf6|54942	331.9189	C9orf6|54942	501.4654
C9orf72|203228	414.8986	C9orf72|203228	480.3634
C9orf78|51759	1719.4719	C9orf78|51759	869.2849
C9orf7|11094	455.4455	C9orf7|11094	144.197
C9orf80|58493	190.9477	C9orf80|58493	329.4256
C9orf82|79886	685.5257	C9orf82|79886	414.4197
C9orf85|138241	244.6959	C9orf85|138241	164.4197
C9orf86|55684	1864.215	C9orf86|55684	449.2966
C9orf89|84270	415.3701	C9orf89|84270	141.2661
C9orf91|203197	652.0509	C9orf91|203197	752.9308
C9orf93|203238	64.1207	C9orf93|203238	84.1149
C9orf95|54981	223.951	C9orf95|54981	412.075
lowly_expressed	lowly_expressed	C9orf96|169436	6.4478
C9orf98|158067	30.6459	C9orf98|158067	39.5662
C9orf9|11092	175.8604	C9orf9|11092	163.2474
CA11|770	263.0787	CA11|770	148.007
CA12|771	360.6789	CA12|771	4294.2556
CA13|377677	115.3795	CA13|377677	138.7515
CA14|23632	6.6007	CA14|23632	5.5686
CA2|760	299.3871	CA2|760	495.3107
CA3|761	14.7478	CA3|761	513.3587
lowly_expressed	lowly_expressed	CA4|762	255.8617
CA5BP|340591	272.513	CA5BP|340591	195.4865
CA5B|11238	174.4743	CA5B|11238	809.789
CA6|765	261.66900000000004	CA6|765	70.34
CA8|767	240.4526	CA8|767	235.3458
CA9|768	316.992	lowly_expressed	lowly_expressed
CAB39L|81617	293.7294	CAB39L|81617	1860.7855
CAB39|51719	2239.9811	CAB39|51719	3167.0574
CABC1|56997	1733.6492	CABC1|56997	1497.1454
CABIN1|23523	1817.0674	CABIN1|23523	980.9496
CABLES1|91768	671.3814	CABLES1|91768	868.4056
CABLES2|81928	369.63699999999994	CABLES2|81928	162.9543
CABP1|9478	6.6007	CABP1|9478	7.9132
lowly_expressed	lowly_expressed	CABP4|57010	15.8265
CABP7|164633	6.1858	lowly_expressed	lowly_expressed
CABYR|26256	43.8472	CABYR|26256	175.5569
CACHD1|57685	105.6106	CACHD1|57685	1614.0094
CACNA1A|773	16.9731	CACNA1A|773	39.8593
CACNA1C|775	83.4512	CACNA1C|775	522.8517
CACNA1D|776	116.926	CACNA1D|776	170.2814
CACNA1E|777	5.6577	lowly_expressed	lowly_expressed
CACNA1F|778	18.3876	lowly_expressed	lowly_expressed
CACNA1G|8913	8.958	CACNA1G|8913	29.3083
CACNA1H|8912	27.3456	CACNA1H|8912	137.7491
lowly_expressed	lowly_expressed	CACNA1I|8911	9.6717
CACNA2D1|781	24.5167	CACNA2D1|781	721.5709
CACNA2D2|9254	21.2164	CACNA2D2|9254	111.3716
lowly_expressed	lowly_expressed	CACNA2D3|55799	12.6026
CACNA2D4|93589	44.3187	CACNA2D4|93589	79.4256
CACNB1|782	117.8689	CACNB1|782	88.8042
CACNB2|783	33.4748	CACNB2|783	83.5287
CACNB3|784	807.1664	CACNB3|784	169.6952
CACNB4|785	19.802	CACNB4|785	254.1032
CACNG1|786	27.3456	lowly_expressed	lowly_expressed
CACNG4|27092	1130.5988	CACNG4|27092	249.1208
CACYBP|27101	2073.0787	CACYBP|27101	1004.9824
CADM1|23705	1330.976	CADM1|23705	693.7280000000001
CADM2|253559	16.0302	CADM2|253559	45.721000000000004
CADM3|57863	270.0707	CADM3|57863	324.0445
CADM4|199731	236.2093	CADM4|199731	213.9508
CADPS2|93664	248.9392	CADPS2|93664	1470.1055
CADPS|8618	6.6007	CADPS|8618	6.7409
CAD|790	2302.6874	CAD|790	850.5275
CALB2|794	1041.0184	CALB2|794	1567.9953
CALCB|797	29.703000000000003	lowly_expressed	lowly_expressed
CALCOCO1|57658	661.9519	CALCOCO1|57658	2321.8054
CALCOCO2|10241	1357.3786	CALCOCO2|10241	3152.4033
CALCRL|10203	300.33	CALCRL|10203	1555.3927
lowly_expressed	lowly_expressed	CALCR|799	68.2884
CALD1|800	4561.0561	CALD1|800	17169.109
CALHM2|51063	285.7143	CALHM2|51063	786.3423
CALM1|801	6839.6983	CALM1|801	11480.6565
CALM2|805	20400.7544	CALM2|805	12531.3599
CALM3|808	4070.2499	CALM3|808	2847.8898
CALML3|810	23.1023	CALML3|810	90.8558
CALML4|91860	378.595	CALML4|91860	366.9402
CALML5|51806	1462.9892	CALML5|51806	13.1887
lowly_expressed	lowly_expressed	CALN1|83698	33.7046
CALR|811	16591.702	CALR|811	6679.3669
CALU|813	9439.8868	CALU|813	5555.6858
CAMK1D|57118	450.2593	CAMK1D|57118	152.6964
CAMK1|8536	116.7751	CAMK1|8536	408.1184
lowly_expressed	lowly_expressed	CAMK2B|816	19.3435
CAMK2D|817	385.6671	CAMK2D|817	1808.9097
CAMK2G|818	509.1938	CAMK2G|818	881.5944
CAMK2N1|55450	871.7586	CAMK2N1|55450	1208.6753
CAMK2N2|94032	11.7869	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CAMK4|814	6.4478
CAMKK1|84254	320.6035	CAMKK1|84254	99.0621
CAMKK2|10645	1242.3385	CAMKK2|10645	1756.1547
CAMKV|79012	158.8873	lowly_expressed	lowly_expressed
CAMLG|819	669.4955	CAMLG|819	802.4619
CAMSAP1L1|23271	1288.5431	CAMSAP1L1|23271	2399.7655
CAMSAP1|157922	1319.6605	CAMSAP1|157922	843.4936
CAMTA1|23261	768.5054	CAMTA1|23261	430.5393
CAMTA2|23125	1055.6341	CAMTA2|23125	1096.7175
CAND1|55832	4669.024	CAND1|55832	3462.4853
CAND2|23066	21.2164	CAND2|23066	119.57799999999999
CANT1|124583	1230.0802	CANT1|124583	1172.9191
CANX|821	21988.6846	CANX|821	15766.7057
CAP1|10487	8889.2032	CAP1|10487	7849.9414
CAP2|10486	396.9826	CAP2|10486	1172.626
CAPG|822	2684.1113	CAPG|822	842.3212
CAPN10|11132	160.9618	CAPN10|11132	48.9244
lowly_expressed	lowly_expressed	CAPN11|11131	113.7163
CAPN12|147968	284.347	CAPN12|147968	91.2075
lowly_expressed	lowly_expressed	CAPN13|92291	77.0809
CAPN14|440854	8.958	lowly_expressed	lowly_expressed
CAPN1|823	6261.1975	CAPN1|823	2116.061
CAPN2|824	6092.8807	CAPN2|824	4460.1407
CAPN3|825	21.405	CAPN3|825	234.2585
CAPN5|726	165.9595	CAPN5|726	449.5897
CAPN6|827	134.3706	CAPN6|827	773.4467
CAPN7|23473	770.8628	CAPN7|23473	1344.0797
CAPN8|388743	6.1292	CAPN8|388743	144.49
CAPN9|10753	5.1862	CAPN9|10753	10.2579
CAPNS1|826	29498.3498	CAPNS1|826	7589.9766
CAPRIN1|4076	7961.8105	CAPRIN1|4076	7252.9308
CAPRIN2|65981	176.8034	CAPRIN2|65981	576.7878
CAPS2|84698	5.6577	CAPS2|84698	101.4068
CAPS|828	59.8774	CAPS|828	41.9109
CAPZA1|829	2101.8388	CAPZA1|829	3422.6259999999997
CAPZA2|830	2858.5573	CAPZA2|830	3951.9343
CAPZB|832	4628.4771	CAPZB|832	3571.2192
CARD10|29775	143.8001	CARD10|29775	370.7151
CARD11|84433	93.8237	CARD11|84433	23.1536
CARD14|79092	137.6709	CARD14|79092	59.4959
CARD16|114769	127.7699	CARD16|114769	189.6249
CARD6|84674	186.2329	CARD6|84674	593.4936
CARD8|22900	266.8553	CARD8|22900	1006.7409
CARD9|64170	137.1994	CARD9|64170	15.2403
CARHSP1|23589	981.9755	CARHSP1|23589	716.3658
CARKD|55739	653.4653	CARKD|55739	740.9144
CARM1|10498	2080.6223	CARM1|10498	679.0739
CARNS1|57571	10.8439	CARNS1|57571	30.1876
CARS2|79587	902.8524	CARS2|79587	403.9801
CARS|833	1878.8307	CARS|833	694.3142
lowly_expressed	lowly_expressed	CASC1|55259	46.0141
CASC2|255082	19.802	CASC2|255082	63.306000000000004
CASC3|22794	1887.7888	CASC3|22794	3075.0293
CASC4|113201	1801.9802	CASC4|113201	4403.8687
CASC5|57082	339.4625	CASC5|57082	26.6706
CASD1|64921	338.991	CASD1|64921	1031.9461
CASKIN1|57524	33.0552	lowly_expressed	lowly_expressed
CASKIN2|57513	446.5252	CASKIN2|57513	771.1518
CASK|8573	1499.7643	CASK|8573	1422.626
CASP10|843	208.8637	CASP10|843	712.1923
lowly_expressed	lowly_expressed	CASP12|120329	9.0856
CASP1|834	470.5328	CASP1|834	701.3482
CASP2|835	1709.5710000000001	CASP2|835	1063.8921
CASP3|836	858.0858	CASP3|836	769.3435
CASP4|837	479.4908	CASP4|837	1108.7339
CASP5|838	8.958	lowly_expressed	lowly_expressed
CASP6|839	136.2565	CASP6|839	270.8089
CASP7|840	418.199	CASP7|840	1054.5135
CASP8AP2|9994	563.4135	CASP8AP2|9994	727.7257
CASP8|841	205.5634	CASP8|841	577.374
CASP9|842	219.2362	CASP9|842	301.5826
lowly_expressed	lowly_expressed	CASQ1|844	23.7397
CASQ2|845	8.958	CASQ2|845	483.0012
CASS4|57091	32.0603	CASS4|57091	31.3599
CAST|831	4042.5365	CAST|831	8487.4209
CASZ1|54897	954.7383	CASZ1|54897	593.2005
CATSPER2P1|440278	15.2145	CATSPER2P1|440278	29.4109
CATSPER2|117155	18.3876	CATSPER2|117155	51.2808
CATSPER3|347732	6.1292	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CATSPERB|79820	51.5826
CATSPERG|57828	25.9312	CATSPERG|57828	10.2579
CAT|847	973.5974	CAT|847	8847.8898
CAV1|857	810.4668	CAV1|857	28658.2649
CAV2|858	507.3079	CAV2|858	8887.163
CBARA1|10367	723.2438	CBARA1|10367	1524.3259
CBFA2T2|9139	865.6294	CBFA2T2|9139	799.5311
CBFA2T3|863	81.5653	CBFA2T3|863	190.21099999999998
CBFB|865	1538.4253	CBFB|865	949.0035
CBLB|868	286.1858	CBLB|868	660.6096
CBLC|23624	531.8246	CBLC|23624	52.4619
CBLL1|79872	1197.0769	CBLL1|79872	815.9437
lowly_expressed	lowly_expressed	CBLN1|869	50.7034
CBLN2|147381	9.901	lowly_expressed	lowly_expressed
CBLN3|643866	23.1023	CBLN3|643866	50.9965
lowly_expressed	lowly_expressed	CBLN4|140689	48.3587
CBL|867	1183.8755	CBL|867	1798.0657
CBR1|873	881.3484	CBR1|873	548.0393
CBR3|874	143.3286	CBR3|874	134.5252
CBR4|84869	382.3668	CBR4|84869	696.6589
CBS|875	259.3116	CBS|875	42.4971
CBWD1|55871	2511.0797	CBWD1|55871	452.5205
CBWD2|150472	616.6902	CBWD2|150472	542.7902
CBWD3|445571	545.1909	CBWD3|445571	516.0229
CBWD5|220869	16.3366	lowly_expressed	lowly_expressed
CBWD6|644019	248.9392	CBWD6|644019	122.5088
CBX1|10951	1230.5516	CBX1|10951	1098.476
CBX2|84733	523.8095	CBX2|84733	45.1348
CBX3|11335	5752.9467	CBX3|11335	2965.4162
CBX4|8535	402.1688	CBX4|8535	215.4162
CBX5|23468	1558.6987	CBX5|23468	4401.8171
CBX6|23466	621.8765	CBX6|23466	522.8605
CBX7|23492	359.2645	CBX7|23492	1021.3951
CBX8|57332	86.7515	CBX8|57332	21.3951
CBY1|25776	843.0127	CBY1|25776	420.2638
CC2D1A|54862	709.0995	CC2D1A|54862	377.1981
CC2D1B|200014	1027.3456	CC2D1B|200014	546.0141
CC2D2A|57545	171.1457	CC2D2A|57545	626.612
lowly_expressed	lowly_expressed	CC2D2B|387707	18.7573
CCAR1|55749	1224.4224	CCAR1|55749	1405.9203
CCBE1|147372	5.6577	CCBE1|147372	62.7198
CCBL1|883	37.7181	CCBL1|883	74.4431
CCBL2|56267	622.5083	CCBL2|56267	728.9830000000001
CCBP2|1238	58.9345	CCBP2|1238	291.0317
CCDC101|112869	313.5314	CCDC101|112869	182.8839
CCDC102A|92922	139.0853	CCDC102A|92922	69.1676
CCDC102B|79839	48.0905	CCDC102B|79839	122.2157
CCDC103|388389	56.1056	CCDC103|388389	66.5299
CCDC104|112942	509.6653	CCDC104|112942	673.7984
CCDC106|29903	173.9745	CCDC106|29903	94.0797
CCDC107|203260	755.3182	CCDC107|203260	330.8529
CCDC109A|90550	341.3484	CCDC109A|90550	617.2333
CCDC109B|55013	361.1504	CCDC109B|55013	375.4396
CCDC110|256309	70.2499	CCDC110|256309	70.0469
CCDC111|201973	167.12400000000002	CCDC111|201973	352.9894
CCDC112|153733	325.3182	CCDC112|153733	181.7116
CCDC113|29070	245.1674	CCDC113|29070	293.6694
CCDC114|93233	6.6007	lowly_expressed	lowly_expressed
CCDC115|84317	700.6129	CCDC115|84317	763.7749
CCDC117|150275	930.2216	CCDC117|150275	841.1489
CCDC11|220136	5.1862	CCDC11|220136	9.0856
CCDC120|90060	899.1042	CCDC120|90060	232.1219
CCDC121|79635	118.8119	CCDC121|79635	169.9883
CCDC122|160857	46.2046	CCDC122|160857	97.0106
CCDC123|84902	1089.5804	CCDC123|84902	300.7034
CCDC124|115098	983.4983	CCDC124|115098	174.6776
CCDC125|202243	192.8336	CCDC125|202243	440.7972
CCDC126|90693	142.8571	CCDC126|90693	384.8183
CCDC127|133957	367.7511	CCDC127|133957	297.4795
CCDC129|223075	57.0486	CCDC129|223075	11.4302
CCDC12|151903	332.8619	CCDC12|151903	145.6624
CCDC130|81576	305.5163	CCDC130|81576	179.3669
CCDC132|55610	695.8982	CCDC132|55610	709.2614
CCDC134|79879	54.2197	CCDC134|79879	35.4631
CCDC136|64753	7.0721	CCDC136|64753	43.9625
CCDC137|339230	331.9189	CCDC137|339230	88.5111
CCDC138|165055	66.4781	CCDC138|165055	51.2896
lowly_expressed	lowly_expressed	CCDC141|285025	68.8746
CCDC142|84865	220.2122	CCDC142|84865	79.8388
CCDC144A|9720	8.9298	CCDC144A|9720	118.9039
CCDC144B|284047	11.0938	CCDC144B|284047	174.5369
lowly_expressed	lowly_expressed	CCDC144C|348254	7.034
CCDC146|57639	79.6794	CCDC146|57639	251.7585
lowly_expressed	lowly_expressed	CCDC147|159686	10.2579
lowly_expressed	lowly_expressed	CCDC148|130940	21.101999999999997
CCDC149|91050	441.7727	CCDC149|91050	437.8664
CCDC14|64770	2106.5535	CCDC14|64770	1240.6213
CCDC150|284992	28.76	CCDC150|284992	11.7233
CCDC151|115948	5.6577	lowly_expressed	lowly_expressed
CCDC152|100129792	32.8477	CCDC152|100129792	265.2491
CCDC155|147872	7.0721	lowly_expressed	lowly_expressed
CCDC157|550631	7.5625	CCDC157|550631	12.034
lowly_expressed	lowly_expressed	CCDC158|339965	71.8054
CCDC159|126075	68.8355	CCDC159|126075	96.7175
CCDC15|80071	72.6073	CCDC15|80071	70.34
lowly_expressed	lowly_expressed	CCDC160|347475	37.2216
CCDC163P|126661	23.1023	CCDC163P|126661	21.6882
CCDC17|149483	70.7214	CCDC17|149483	12.0164
CCDC18|343099	101.8388	CCDC18|343099	92.9132
lowly_expressed	lowly_expressed	CCDC19|25790	7.6202
CCDC21|64793	729.3729	CCDC21|64793	180.8324
CCDC22|28952	521.405	CCDC22|28952	193.3734
CCDC23|374969	366.8081	CCDC23|374969	218.0539
CCDC24|149473	145.0354	CCDC24|149473	72.6846
CCDC25|55246	1000.943	CCDC25|55246	1276.0844
CCDC28A|25901	303.1589	CCDC28A|25901	459.8476
CCDC28B|79140	95.2381	CCDC28B|79140	21.101999999999997
CCDC30|728621	66.9496	CCDC30|728621	87.0457
CCDC34|91057	253.6539	CCDC34|91057	317.7022
CCDC36|339834	8.4866	CCDC36|339834	92.0281
lowly_expressed	lowly_expressed	CCDC39|339829	45.9848
CCDC3|83643	217.3503	CCDC3|83643	2867.8195
CCDC40|55036	12.2584	CCDC40|55036	73.857
CCDC41|51134	229.1372	CCDC41|51134	214.83
CCDC43|124808	469.1183	CCDC43|124808	410.6096
CCDC45|90799	337.1051	CCDC45|90799	549.5311
CCDC46|201134	35.3607	CCDC46|201134	510.8441
CCDC47|57003	1999.5285	CCDC47|57003	3087.3388
CCDC48|79825	20.2735	CCDC48|79825	64.1852
CCDC50|152137	609.6181	CCDC50|152137	5175.5569
CCDC51|79714	362.0934	CCDC51|79714	109.32
CCDC52|152185	260.7261	CCDC52|152185	409.4373
CCDC53|51019	231.4946	CCDC53|51019	565.0645
CCDC55|84081	641.207	CCDC55|84081	756.7409
CCDC56|28958	579.571	CCDC56|28958	648.0129
CCDC57|284001	185.29	CCDC57|284001	192.8488
CCDC58|131076	246.5818	CCDC58|131076	145.3693
CCDC59|29080	573.786	CCDC59|29080	426.7292
CCDC61|729440	112.6827	CCDC61|729440	65.9437
lowly_expressed	lowly_expressed	CCDC62|84660	5.8617
CCDC64B|146439	372.4658	CCDC64B|146439	91.1489
CCDC64|92558	274.8703	CCDC64|92558	28.7222
lowly_expressed	lowly_expressed	CCDC65|85478	18.1712
CCDC66|285331	300.7166	CCDC66|285331	399.5574
CCDC68|80323	9.4295	CCDC68|80323	168.8159
CCDC69|26112	379.538	CCDC69|26112	4225.0879
CCDC6|8030	8338.5196	CCDC6|8030	3247.6553
CCDC71|64925	323.9038	CCDC71|64925	293.0832
CCDC72|51372	1148.0434	CCDC72|51372	540.7386
CCDC73|493860	20.8109	CCDC73|493860	40.8558
CCDC74A|90557	28.76	CCDC74A|90557	180.2462
lowly_expressed	lowly_expressed	CCDC74B|91409	42.20399999999999
CCDC75|253635	49.9764	CCDC75|253635	201.9343
CCDC76|54482	207.7652	CCDC76|54482	341.3746
CCDC77|84318	245.6388	CCDC77|84318	125.4396
CCDC78|124093	29.703000000000003	lowly_expressed	lowly_expressed
CCDC7|221016	37.2466	CCDC7|221016	47.1424
CCDC80|151887	2327.6756	CCDC80|151887	19832.6495
CCDC81|60494	7.0721	CCDC81|60494	8.2063
CCDC82|79780	417.256	CCDC82|79780	825.6155
CCDC84|338657	69.7784	CCDC84|338657	95.5451
CCDC85A|114800	57.7888	CCDC85A|114800	319.6249
CCDC85B|11007	287.1287	CCDC85B|11007	46.0141
CCDC85C|317762	764.5545	CCDC85C|317762	276.7497
CCDC86|79080	1139.0759	CCDC86|79080	286.8699
CCDC87|55231	18.3876	CCDC87|55231	10.550999999999998
CCDC88A|55704	612.447	CCDC88A|55704	1654.7479
CCDC88B|283234	114.5686	CCDC88B|283234	36.6354
CCDC88C|440193	867.0438	CCDC88C|440193	550.9965
CCDC89|220388	7.5436	CCDC89|220388	25.4982
CCDC8|83987	82.0368	CCDC8|83987	514.068
CCDC90A|63933	481.8482	CCDC90A|63933	395.3693
CCDC90B|60492	834.0123	CCDC90B|60492	894.7743
CCDC91|55297	328.1471	CCDC91|55297	647.4209
CCDC92|80212	784.0641	CCDC92|80212	1291.6178
CCDC93|54520	530.8817	CCDC93|54520	1098.1829
CCDC94|55702	227.2513	CCDC94|55702	135.1114
CCDC96|257236	19.802	CCDC96|257236	36.0492
CCDC97|90324	967.4682	CCDC97|90324	640.3869
CCDC99|54908	353.1353	CCDC99|54908	136.5768
CCDC9|26093	223.951	CCDC9|26093	67.4091
CCHCR1|54535	350.7779	CCHCR1|54535	92.6143
CCIN|881	16.5017	CCIN|881	14.6542
