gene_id	TCGA-BH-A0E0-01A-11R-A056-07	gene_id	TCGA-BH-A0E0-11A-13R-A089-07
ATP5J|522	2695.198	ATP5J|522	2580.8647
ATP5L|10632	4720.9019	ATP5L|10632	5115.2993
ATP5O|539	3971.3589	ATP5O|539	4296.6741
ATP5SL|55101	962.8275	ATP5SL|55101	1145.8980000000001
ATP5S|27109	105.4235	ATP5S|27109	88.6918
ATP6AP1L|92270	20.1097	ATP6AP1L|92270	41.2417
ATP6AP1|537	5836.0756	ATP6AP1|537	4330.8204
ATP6AP2|10159	4257.1603	ATP6AP2|10159	3660.3104
ATP6V0A1|535	1177.3309	ATP6V0A1|535	1765.4102
ATP6V0A2|23545	309.5673	ATP6V0A2|23545	478.0488
ATP6V0A4|50617	281.5356	ATP6V0A4|50617	30.5987
ATP6V0B|533	4507.6173	ATP6V0B|533	2568.071
ATP6V0C|527	4037.7818	ATP6V0C|527	2639.0244
ATP6V0D1|9114	2424.741	ATP6V0D1|9114	2711.7517
ATP6V0D2|245972	27.4223	ATP6V0D2|245972	11.0865
ATP6V0E1|8992	3493.6015	ATP6V0E1|8992	4724.612
ATP6V0E2|155066	4491.0725	ATP6V0E2|155066	2055.8004
ATP6V1A|523	1798.2937	ATP6V1A|523	1415.5211
ATP6V1B1|525	308.95799999999997	ATP6V1B1|525	245.6763
ATP6V1B2|526	3224.2535	ATP6V1B2|526	1556.9845
ATP6V1C1|528	1653.2602	ATP6V1C1|528	1203.9911
ATP6V1C2|245973	2231.3224	ATP6V1C2|245973	57.4812
ATP6V1D|51382	1435.7099	ATP6V1D|51382	1295.7871
ATP6V1E1|529	2182.206	ATP6V1E1|529	2512.6386
ATP6V1E2|90423	138.9397	ATP6V1E2|90423	98.4479
ATP6V1F|9296	4192.5289	ATP6V1F|9296	1691.3392
ATP6V1G1|9550	3235.8318	ATP6V1G1|9550	2890.0222
lowly_expressed	lowly_expressed	ATP6V1G2|534	66.0754
ATP6V1H|51606	1264.4729	ATP6V1H|51606	1283.3703
ATP7A|538	984.1560000000001	ATP7A|538	415.0776
ATP7B|540	57.2821	ATP7B|540	270.51
ATP8A1|10396	278.4887	ATP8A1|10396	112.6386
ATP8A2|51761	12.1877	ATP8A2|51761	11.5299
ATP8B1|5205	1455.0335	ATP8B1|5205	1082.2262
ATP8B2|57198	181.5966	ATP8B2|57198	377.3836
lowly_expressed	lowly_expressed	ATP8B3|148229	25.7206
ATP8B4|79895	9.1408	ATP8B4|79895	46.5632
ATP8B5P|158381	21.9378	ATP8B5P|158381	7.5388
ATP9A|10079	4051.7977	ATP9A|10079	2712.1951
ATP9B|374868	471.6636	ATP9B|374868	520.6208
ATPAF1|64756	1496.4717	ATPAF1|64756	1301.9956
ATPAF2|91647	216.3315	ATPAF2|91647	403.5477
ATPBD4|89978	93.8452	ATPBD4|89978	82.0399
ATPIF1|93974	2881.17	ATPIF1|93974	2197.3392
ATRIP|84126	227.8428	ATRIP|84126	235.4324
ATRNL1|26033	6.7032	ATRNL1|26033	71.8404
ATRN|8455	2463.1322	ATRN|8455	1927.7162
ATRX|546	1167.5807	ATRX|546	1078.4922
ATR|545	500.9141	ATR|545	662.5277
ATXN10|25814	1745.2773	ATXN10|25814	2809.7561
ATXN1L|342371	812.3096	ATXN1L|342371	1146.7849
ATXN1|6310	698.3547	ATXN1|6310	949.0022
ATXN2L|11273	1972.5777	ATXN2L|11273	2136.5854
ATXN2|6311	566.7276	ATXN2|6311	705.0998
ATXN3|4287	368.6776	ATXN3|4287	340.5765
ATXN7L1|222255	215.1127	ATXN7L1|222255	216.8514
ATXN7L2|127002	173.0652	ATXN7L2|127002	83.3703
ATXN7L3B|552889	3395.4906	ATXN7L3B|552889	3450.9978
ATXN7L3|56970	1711.1517	ATXN7L3|56970	1031.4856
ATXN7|6314	588.6654	ATXN7|6314	393.3481
AUH|549	185.2529	AUH|549	415.0776
AUP1|550	3919.0128	AUP1|550	2631.3392
AURKAIP1|54998	3104.8141	AURKAIP1|54998	1688.2483
AURKAPS1|6791	10.9689	lowly_expressed	lowly_expressed
AURKA|6790	1403.4126	AURKA|6790	71.8404
AURKB|9212	507.0079	AURKB|9212	23.0599
AURKC|6795	7.922000000000001	AURKC|6795	18.6253
AUTS2|26053	2397.3187	AUTS2|26053	1692.2395
AVEN|57099	281.5356	AVEN|57099	252.7716
lowly_expressed	lowly_expressed	AVIL|10677	28.3814
AVL9|23080	625.8379	AVL9|23080	234.1463
AVPI1|60370	864.1073	AVPI1|60370	254.102
AVPR1A|552	52.4071	AVPR1A|552	25.2772
AVPR2|554	9.1408	AVPR2|554	101.1086
AWAT1|158833	581.3528	lowly_expressed	lowly_expressed
AWAT2|158835	218.1597	lowly_expressed	lowly_expressed
AXIN1|8312	862.8885	AXIN1|8312	647.0067
AXIN2|8313	24.9848	AXIN2|8313	210.643
AXL|558	471.6636	AXL|558	915.7428
AZGP1|563	26552.1024	AZGP1|563	90936.5854
AZI1|22994	386.9592	AZI1|22994	424.8337
AZI2|64343	714.808	AZI2|64343	769.4013
AZIN1|51582	6100.5484	AZIN1|51582	4873.1707
B2M|567	9901.8891	B2M|567	25417.7384
B3GALNT1|8706	496.039	B3GALNT1|8706	487.8049
B3GALNT2|148789	421.6271	B3GALNT2|148789	700.2306
lowly_expressed	lowly_expressed	B3GALT1|8708	38.5809
B3GALT4|8705	374.1621	B3GALT4|8705	190.2439
B3GALT5|10317	12.1877	B3GALT5|10317	18.1818
B3GALT6|126792	1083.4857	B3GALT6|126792	695.7871
B3GALTL|145173	79.8294	B3GALTL|145173	274.0576
B3GAT1|27087	22.5472	B3GAT1|27087	92.6829
B3GAT2|135152	8.6533	B3GAT2|135152	5.796
B3GAT3|26229	631.3224	B3GAT3|26229	698.4479
B3GNT1|11041	485.6795	B3GNT1|11041	989.8004
B3GNT2|10678	591.1030000000001	B3GNT2|10678	1101.9956
B3GNT3|10331	84.0951	B3GNT3|10331	120.6208
B3GNT4|79369	21.3285	B3GNT4|79369	7.0953
B3GNT5|84002	1972.5777	B3GNT5|84002	246.5632
B3GNT7|93010	39.0006	B3GNT7|93010	94.4568
B3GNT8|374907	541.1335	B3GNT8|374907	140.5765
B3GNT9|84752	79.2687	B3GNT9|84752	369.8226
B3GNTL1|146712	34.4302	B3GNTL1|146712	73.969
B4GALNT1|2583	29.8598	B4GALNT1|2583	39.5743
B4GALNT2|124872	62.1572	lowly_expressed	lowly_expressed
B4GALNT3|283358	503.961	B4GALNT3|283358	121.0643
B4GALNT4|338707	429.6161	B4GALNT4|338707	353.8803
B4GALT1|2683	3581.3528	B4GALT1|2683	6080.7095
B4GALT2|8704	1982.9372	B4GALT2|8704	1003.9911
B4GALT3|8703	5280.9263	B4GALT3|8703	955.2106
B4GALT4|8702	671.5417	B4GALT4|8702	291.796
B4GALT5|9334	2956.1243	B4GALT5|9334	1285.5876
B4GALT6|9331	34.7349	B4GALT6|9331	65.1885
B4GALT7|11285	397.3187	B4GALT7|11285	500.2217
B9D1|27077	215.7221	B9D1|27077	235.2239
B9D2|80776	53.6258	B9D2|80776	125.4989
BAALC|79870	12.1877	BAALC|79870	189.8004
BACE1|23621	333.9427	BACE1|23621	964.9667
BACE2|25825	165.1432	BACE2|25825	831.929
BACH1|571	680.6825	BACH1|571	456.3193
BACH2|60468	19.5003	BACH2|60468	119.2905
BAD|572	1038.2023	BAD|572	1113.8714
BAG1|573	1482.3278	BAG1|573	2464.8559
BAG2|9532	25.5941	BAG2|9532	43.0155
BAG3|9531	3529.5551	BAG3|9531	1432.3725
BAG4|9530	149.2992	BAG4|9530	211.0865
BAG5|9529	890.3108	BAG5|9529	1131.2639
BAHCC1|57597	384.5216	BAHCC1|57597	486.918
BAHD1|22893	1495.4296	BAHD1|22893	856.3193
lowly_expressed	lowly_expressed	BAI1|575	169.4013
BAI2|576	123.7051	BAI2|576	412.8603
BAI3|577	6.0938	BAI3|577	9.3126
BAIAP2L1|55971	1886.0451	BAIAP2L1|55971	570.7317
BAIAP2L2|80115	148.6898	BAIAP2L2|80115	19.0687
BAIAP2|10458	1255.9415	BAIAP2|10458	1218.6253
BAIAP3|8938	32.3766	BAIAP3|8938	130.0266
BAK1|578	542.3522	BAK1|578	375.1663
BAMBI|25805	69.4698	BAMBI|25805	1678.9357
BANF1|8815	3182.2059999999997	BANF1|8815	2521.0643
BANK1|55024	17.0628	BANK1|55024	25.7206
BANP|54971	325.4113	BANP|54971	430.1552
BAP1|8314	1244.3632	BAP1|8314	1560.9756
BARD1|580	92.6264	BARD1|580	44.7894
BARX1|56033	7.3126	BARX1|56033	7.5388
BARX2|8538	2697.1359	BARX2|8538	534.3681
BASP1|10409	137.1115	BASP1|10409	277.1619
BAT1|7919	4471.0542	BAT1|7919	6078.9357
BAT2L1|84726	4837.2456	BAT2L1|84726	4636.0399
BAT2L2|23215	18807.4345	BAT2L2|23215	3548.5588
BAT2|7916	8496.6484	BAT2|7916	6442.1286
BAT3|7917	6870.2011	BAT3|7917	4399.1131
BAT4|7918	355.2712	BAT4|7918	587.5831
BAT5|7920	1027.4223	BAT5|7920	1042.1286
BATF2|116071	10.9689	BATF2|116071	62.0843
BATF3|55509	24.9848	BATF3|55509	18.6253
BATF|10538	91.4077	BATF|10538	1223.5033
BAX|581	785.4966	BAX|581	297.1175
BAZ1A|11177	1693.4796	BAZ1A|11177	930.8204
BAZ1B|9031	2709.3236	BAZ1B|9031	1730.3769
BAZ2A|11176	2201.0725	BAZ2A|11176	2278.2395
BAZ2B|29994	169.3906	BAZ2B|29994	625.3171
BBC3|27113	321.755	BBC3|27113	176.4967
BBOX1|8424	957.9525	BBOX1|8424	482.4834
BBS10|79738	158.44	BBS10|79738	343.6807
BBS12|166379	50.5789	BBS12|166379	220.8426
BBS1|582	249.8477	BBS1|582	1082.9268
BBS2|583	129.7989	BBS2|583	932.5942
BBS4|585	109.0798	BBS4|585	326.8293
BBS5|129880	87.14200000000001	BBS5|129880	177.8271
BBS7|55212	171.2371	BBS7|55212	219.9557
BBS9|27241	343.0835	BBS9|27241	283.3703
BBX|56987	873.248	BBX|56987	1125.9424
BCAM|4059	1145.0335	BCAM|4059	9417.2949
lowly_expressed	lowly_expressed	BCAN|63827	58.0931
BCAP29|55973	941.4991	BCAP29|55973	940.5765
BCAP31|10134	16772.6996	BCAP31|10134	7059.4235
BCAR1|9564	413.1627	BCAR1|9564	1138.3592
BCAR3|8412	297.3796	BCAR3|8412	834.1463
BCAR4|400500	5.4845	lowly_expressed	lowly_expressed
BCAS1|8537	55.45399999999999	BCAS1|8537	88.6918
BCAS2|10286	913.0104	BCAS2|10286	648.0532
BCAS3|54828	311.3955	BCAS3|54828	617.7384
BCAS4|55653	613.0408	BCAS4|55653	965.4102
BCAT1|586	59.7197	BCAT1|586	36.3636
BCAT2|587	1848.8726	BCAT2|587	911.7517
BCCIP|56647	2230.9567	BCCIP|56647	1088.7982
BCDIN3D|144233	164.7471	BCDIN3D|144233	276.0754
lowly_expressed	lowly_expressed	BCHE|590	16.408
BCKDHA|593	2140.8288	BCKDHA|593	1614.1907
BCKDHB|594	644.7288	BCKDHB|594	397.3392
BCKDK|10295	1141.3772	BCKDK|10295	1136.5854
BCL10|8915	411.3346	BCL10|8915	569.4013
BCL11A|53335	918.3425	BCL11A|53335	306.8736
BCL11B|64919	383.3029	BCL11B|64919	39.9113
BCL2A1|597	42.6569	BCL2A1|597	18.1818
BCL2L10|10017	7.3126	BCL2L10|10017	16.408
BCL2L11|10018	618.5253	BCL2L11|10018	1692.2395
BCL2L12|83596	1016.5692	BCL2L12|83596	280.1685
BCL2L13|23786	954.9055	BCL2L13|23786	1679.8226
BCL2L14|79370	6.0938	BCL2L14|79370	11.5299
BCL2L1|598	2079.8294	BCL2L1|598	2183.592
BCL2L2|599	590.9263	BCL2L2|599	1066.8027
BCL2|596	330.8958	BCL2|596	1401.3304
BCL3|602	577.0871	BCL3|602	443.0155
BCL6B|255877	229.738	BCL6B|255877	178.2705
BCL6|604	1053.6258	BCL6|604	1681.5965
BCL7A|605	1067.0323	BCL7A|605	602.2173
BCL7B|9275	1000.0	BCL7B|9275	822.6164
BCL7C|9274	893.9671	BCL7C|9274	985.3659
lowly_expressed	lowly_expressed	BCL8|606	9.7561
BCL9L|283149	2622.7909999999997	BCL9L|283149	1950.3326
BCL9|607	2945.7648	BCL9|607	500.6652
BCLAF1|9774	3085.3138	BCLAF1|9774	2856.3193
lowly_expressed	lowly_expressed	BCMO1|53630	8.8692
BCO2|83875	5.4845	BCO2|83875	19.5122
BCORL1|63035	284.5826	BCORL1|63035	506.8736
BCOR|54880	377.209	BCOR|54880	984.9224
BCR|613	2608.7751	BCR|613	1255.4324
BCS1L|617	317.4893	BCS1L|617	315.0377
BDH1|622	1391.8342	BDH1|622	942.3503
BDH2|56898	452.1633	BDH2|56898	1177.8271
lowly_expressed	lowly_expressed	BDKRB1|623	6.6519
BDKRB2|624	51.1883	BDKRB2|624	205.765
BDNFOS|497258	38.9275	BDNFOS|497258	96.6253
BDNF|627	6.7764	BDNF|627	16.4568
BDP1|55814	305.911	BDP1|55814	329.9335
BEAN|146227	40.2194	BEAN|146227	47.0067
BECN1|8678	752.0232	BECN1|8678	2352.8958
lowly_expressed	lowly_expressed	BEGAIN|57596	78.0488
BEND3|57673	421.0847	BEND3|57673	111.3082
BEND5|79656	20.7191	BEND5|79656	118.84700000000001
BEND6|221336	82.8763	BEND6|221336	19.9557
BEND7|222389	339.4272	BEND7|222389	253.2151
BEST1|7439	18.2815	BEST1|7439	22.6164
lowly_expressed	lowly_expressed	BEST3|144453	18.6253
lowly_expressed	lowly_expressed	BEST4|266675	16.8514
BET1L|51272	1964.0463	BET1L|51272	1658.5366
BET1|10282	575.8684	BET1|10282	320.6208
BEX1|55859	6.0938	BEX1|55859	33.7029
BEX2|84707	567.9464	BEX2|84707	490.0222
BEX4|56271	1397.9281	BEX4|56271	1105.5432
BEX5|340542	10.9689	BEX5|340542	121.9512
BFAR|51283	1001.8282	BFAR|51283	1361.8625
BFSP1|631	147.4711	BFSP1|631	96.2306
BGLAP|632	59.1651	BGLAP|632	46.7982
BGN|633	7634.9787	BGN|633	1714.4124
lowly_expressed	lowly_expressed	BHLHA15|168620	5.765
BHLHB9|80823	287.0201	BHLHB9|80823	125.9424
BHLHE22|27319	13.4065	BHLHE22|27319	11.5299
BHLHE40|8553	2449.7258	BHLHE40|8553	7715.7428
BHLHE41|79365	182.8154	BHLHE41|79365	2018.6253
BHMT2|23743	18.8909	BHMT2|23743	56.7627
BICC1|80114	17.0628	BICC1|80114	82.4834
BICD1|636	43.2663	BICD1|636	182.2616
BICD2|23299	1001.2188	BICD2|23299	724.612
BID|637	250.2925	BID|637	551.1796
BIK|638	17.0628	BIK|638	366.7406
BIN1|274	385.131	BIN1|274	686.4745
BIN2|51411	379.0372	BIN2|51411	71.8404
BIN3|55909	628.8848	BIN3|55909	421.286
BIRC2|329	1315.0518	BIRC2|329	1089.1353
BIRC3|330	212.0658	BIRC3|330	164.5233
BIRC5|332	428.1231	BIRC5|332	45.4235
BIRC6|57448	2157.2212	BIRC6|57448	1371.6186
BIRC7|79444	12.7971	lowly_expressed	lowly_expressed
BIVM|54841	303.4735	BIVM|54841	547.2284
BLCAP|10904	2101.7672	BLCAP|10904	2415.5211
BLMH|642	1230.3473	BLMH|642	588.0266
BLM|641	270.5667	BLM|641	46.5632
BLNK|29760	343.6929	BLNK|29760	179.1574
BLOC1S1|2647	461.3041	BLOC1S1|2647	1226.6075
BLOC1S2|282991	1498.4765	BLOC1S2|282991	546.3415
BLOC1S3|388552	1166.9714	BLOC1S3|388552	286.918
BLVRA|644	1533.2115	BLVRA|644	1146.3415
BLVRB|645	2431.4442	BLVRB|645	1345.898
BLZF1|8548	1137.1115	BLZF1|8548	443.0155
BMF|90427	7503.960999999999	BMF|90427	507.7605
BMI1|648	744.7349	BMI1|648	1102.7627
BMP1|649	357.7087	BMP1|649	686.4745
BMP2K|55589	131.0177	BMP2K|55589	332.5942
BMP2|650	7.3126	BMP2|650	21.7295
lowly_expressed	lowly_expressed	BMP3|651	10.1996
BMP4|652	25.5941	BMP4|652	391.5743
lowly_expressed	lowly_expressed	BMP5|653	111.3082
BMP6|654	12.9129	BMP6|654	149.5078
BMP7|655	32.2974	BMP7|655	392.9047
BMP8A|353500	60.9385	BMP8A|353500	42.5721
BMP8B|656	8.5314	BMP8B|656	69.6231
lowly_expressed	lowly_expressed	BMPER|168667	43.458999999999996
BMPR1A|657	1192.5655	BMPR1A|657	461.6408
BMPR1B|658	52.4071	BMPR1B|658	10.1996
BMPR2|659	1279.0981	BMPR2|659	1510.4213
BMS1P4|729096	11.6758	BMS1P4|729096	12.4169
BMS1P5|399761	48.1414	BMS1P5|399761	49.2239
BMS1|9790	2318.7081	BMS1|9790	1277.1619
lowly_expressed	lowly_expressed	BMX|660	15.9645
lowly_expressed	lowly_expressed	BNC1|646	65.1885
BNC2|54796	35.9537	BNC2|54796	81.153
BNIP1|662	181.5966	BNIP1|662	262.9712
BNIP2|663	611.2127	BNIP2|663	511.3082
BNIP3L|665	5414.3815	BNIP3L|665	3490.4656
BNIP3|664	3695.9171	BNIP3|664	729.49
BNIPL|149428	1555.1493	BNIPL|149428	258.98
BOC|91653	369.8964	BOC|91653	1546.3415
BOD1L|259282	639.2444	BOD1L|259282	1239.4678
BOD1|91272	717.2456	BOD1|91272	998.2262
BOK|666	1024.9848	BOK|666	2207.9823
BOLA1|51027	826.9348	BOLA1|51027	297.1175
BOLA2|552900	1565.3199	BOLA2|552900	729.3304
BOLA3|388962	514.9299	BOLA3|388962	231.0421
BOP1|23246	500.3047	BOP1|23246	319.2905
BPGM|669	433.8818	BPGM|669	384.9224
BPHL|670	796.4656	BPHL|670	656.3193
lowly_expressed	lowly_expressed	BPIL1|80341	380.0443
BPIL2|254240	6.0938	lowly_expressed	lowly_expressed
BPI|671	300.4266	BPI|671	9.7561
BPNT1|10380	565.5088	BPNT1|10380	356.9845
BPTF|2186	1166.362	BPTF|2186	1586.2528
BRAF|673	469.8355	BRAF|673	146.7849
BRAP|8315	604.5094	BRAP|8315	642.5721
BRCA1|672	316.2706	BRCA1|672	95.7871
BRCA2|675	56.0634	BRCA2|675	15.5211
BRCC3|79184	1038.3912	BRCC3|79184	640.7982
BRD1|23774	882.9982	BRD1|23774	1061.1973
BRD2|6046	3496.039	BRD2|6046	4125.4989
BRD3|8019	708.0622	BRD3|8019	1045.9557
BRD4|23476	1755.6368	BRD4|23476	1521.5078
BRD7|29117	1494.2108	BRD7|29117	1247.0067
BRD8|10902	592.3218	BRD8|10902	1278.9357
BRD9|65980	510.0548	BRD9|65980	688.2483
BRE|9577	846.4351	BRE|9577	807.0953
BRF1|2972	739.1834	BRF1|2972	607.5388
BRF2|55290	468.6167	BRF2|55290	341.9069
BRI3BP|140707	234.613	BRI3BP|140707	54.9889
BRI3|25798	2127.3614	BRI3|25798	962.306
BRIP1|83990	76.7824	BRIP1|83990	11.0865
BRIX1|55299	797.075	BRIX1|55299	663.8581
BRMS1L|84312	120.0488	BRMS1L|84312	139.2461
BRMS1|25855	1438.1475	BRMS1|25855	972.0621
BRP44L|51660	698.9639999999999	BRP44L|51660	495.7871
BRP44|25874	1691.6514	BRP44|25874	1256.7627
BRPF1|7862	437.5381	BRPF1|7862	512.6386
BRPF3|27154	1316.88	BRPF3|27154	858.5366
BRSK1|84446	37.7818	BRSK1|84446	43.9024
BRSK2|9024	35.3443	BRSK2|9024	16.408
BRWD1|54014	1498.4765	BRWD1|54014	909.0909
BRWD3|254065	368.6776	BRWD3|254065	89.5787
BSCL2|26580	4117.7697	BSCL2|26580	2695.4412
BSDC1|55108	2547.2273	BSDC1|55108	3003.9911
BSG|682	5578.9153	BSG|682	12072.7273
BSN|8927	31.688000000000002	BSN|8927	36.8071
BSPRY|54836	486.2888	BSPRY|54836	2134.3681
BST1|683	15.844000000000001	BST1|683	55.8758
BST2|684	512.4924	BST2|684	2468.2927
BTAF1|9044	683.12	BTAF1|9044	610.1996
BTBD10|84280	649.6039	BTBD10|84280	492.2395
BTBD11|121551	14.6252	BTBD11|121551	218.1818
BTBD12|84464	137.1115	BTBD12|84464	226.1641
BTBD19|149478	6.7032	lowly_expressed	lowly_expressed
BTBD1|53339	976.2339999999999	BTBD1|53339	954.7672
BTBD2|55643	1396.0999	BTBD2|55643	2097.1175
BTBD3|22903	800.7313	BTBD3|22903	753.4368
BTBD6|90135	1451.5539	BTBD6|90135	1028.3814
BTBD7|55727	583.181	BTBD7|55727	728.6031
BTBD8|284697	5.4845	lowly_expressed	lowly_expressed
BTBD9|114781	756.2462	BTBD9|114781	510.4213
BTC|685	27.4223	BTC|685	11.5299
BTD|686	283.3638	BTD|686	576.4967
BTF3L4|91408	1411.3346	BTF3L4|91408	826.1641
BTF3|689	9198.6594	BTF3|689	19785.8093
BTG1|694	1795.2468	BTG1|694	6666.9623
BTG2|7832	2190.1279999999997	BTG2|7832	7764.0798
BTG3|10950	751.3711	BTG3|10950	292.6829
BTK|695	101.7672	BTK|695	42.1286
BTLA|151888	7.922000000000001	BTLA|151888	9.3126
lowly_expressed	lowly_expressed	BTN1A1|696	6.2084
BTN2A1|11120	370.5058	BTN2A1|11120	457.2062
BTN2A2|10385	139.5491	BTN2A2|10385	301.9956
BTN2A3|54718	14.0158	BTN2A3|54718	10.642999999999999
BTN3A1|11119	173.6746	BTN3A1|11119	555.2106
BTN3A2|11118	383.9122	BTN3A2|11118	1141.4634
BTN3A3|10384	87.7514	BTN3A3|10384	411.5299
BTNL9|153579	25.5941	BTNL9|153579	1144.1242
BTRC|8945	1628.2754	BTRC|8945	884.2572
BUB1B|701	1163.833	BUB1B|701	23.9468
BUB1|699	873.248	BUB1|699	32.816
BUB3|9184	2546.0085	BUB3|9184	2037.2506
BUD13|84811	343.0835	BUD13|84811	484.2572
BUD31|8896	2192.1877	BUD31|8896	1643.5610000000001
BVES|11149	21.9378	BVES|11149	46.5632
BYSL|705	682.5107	BYSL|705	511.7517
BZRAP1|9256	14.0158	BZRAP1|9256	214.6341
BZW1|9689	2855.5759	BZW1|9689	5954.7672
BZW2|28969	5639.8537	BZW2|28969	1817.7384
lowly_expressed	lowly_expressed	C10orf105|414152	9.4767
lowly_expressed	lowly_expressed	C10orf107|219621	10.642999999999999
C10orf10|11067	996.3437	C10orf10|11067	2682.9268
C10orf110|55853	22.3644	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C10orf111|221060	8.4257
C10orf114|399726	801.95	C10orf114|399726	18.1818
C10orf116|10974	453.8391	C10orf116|10974	6405.1663
C10orf118|55088	992.6874	C10orf118|55088	284.2572
C10orf119|79892	2346.7398	C10orf119|79892	1048.7805
C10orf11|83938	90.7983	C10orf11|83938	43.0155
C10orf125|282969	333.9427	C10orf125|282969	65.1885
C10orf128|170371	13.4065	C10orf128|170371	13.7472
C10orf129|142827	9.1408	lowly_expressed	lowly_expressed
C10orf12|26148	133.7233	C10orf12|26148	72.3991
C10orf137|26098	651.4321	C10orf137|26098	242.1286
C10orf140|387640	280.3169	C10orf140|387640	46.5632
C10orf18|54906	1313.8329999999999	C10orf18|54906	815.0776
C10orf25|220979	32.2974	C10orf25|220979	45.6763
C10orf26|54838	2318.0987	C10orf26|54838	1961.8625
C10orf28|27291	368.6776	C10orf28|27291	225.2772
C10orf2|56652	609.3845	C10orf2|56652	404.87800000000004
C10orf32|119032	486.2888	C10orf32|119032	518.3858
C10orf35|219738	363.8026	C10orf35|219738	208.4257
C10orf41|100131213	89.1834	C10orf41|100131213	84.7007
C10orf46|143384	2669.1042	C10orf46|143384	1261.6408
C10orf47|254427	107.8611	C10orf47|254427	137.4723
C10orf4|118924	442.4132	C10orf4|118924	363.1929
C10orf54|64115	341.8647	C10orf54|64115	1111.7517
C10orf55|414236	12.8215	C10orf55|414236	17.7384
C10orf57|80195	3158.2815	C10orf57|80195	1770.3237
C10orf58|84293	7263.2541	C10orf58|84293	3100.6652
C10orf72|196740	96.8921	C10orf72|196740	802.2173
C10orf75|90271	105.4235	C10orf75|90271	116.1863
C10orf76|79591	917.7331	C10orf76|79591	610.643
C10orf78|119392	96.8921	C10orf78|119392	136.1419
C10orf79|80217	18.2815	C10orf79|80217	33.7029
lowly_expressed	lowly_expressed	C10orf81|79949	1457.6497
C10orf84|63877	729.4333	C10orf84|63877	610.643
C10orf88|80007	254.1133	C10orf88|80007	156.9845
C10orf90|118611	12.1877	C10orf90|118611	32.3725
C10orf91|170393	20.7191	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C10orf93|255352	23.9468
C10orf95|79946	48.05	C10orf95|79946	8.5898
C10orf99|387695	17.0628	lowly_expressed	lowly_expressed
C11orf10|746	1609.9939	C11orf10|746	1141.9069
C11orf17|56672	117.0018	C11orf17|56672	344.1242
C11orf1|64776	775.1371	C11orf1|64776	807.4767
C11orf20|25858	34.6009	lowly_expressed	lowly_expressed
C11orf24|53838	713.5893	C11orf24|53838	548.1153
C11orf2|738	3188.2998	C11orf2|738	3310.4213
C11orf30|56946	605.7282	C11orf30|56946	303.7694
C11orf31|280636	1601.4625	C11orf31|280636	1112.1951
C11orf35|256329	35.2529	C11orf35|256329	43.0776
C11orf41|25758	28.0317	C11orf41|25758	106.8736
C11orf45|219833	9.1408	C11orf45|219833	30.1552
C11orf46|120534	432.0536	C11orf46|120534	664.745
C11orf48|79081	1432.0353	C11orf48|79081	618.0532
C11orf49|79096	468.0073	C11orf49|79096	723.2816
C11orf51|25906	458.9945	C11orf51|25906	628.2882
C11orf52|91894	812.3096	C11orf52|91894	830.4302
C11orf53|341032	146.8617	C11orf53|341032	11.0865
C11orf54|28970	1734.3083	C11orf54|28970	746.7849
C11orf57|55216	1835.4662	C11orf57|55216	892.6829
C11orf58|10944	3403.4126	C11orf58|10944	2627.051
C11orf59|55004	2279.7075	C11orf59|55004	2558.3149
C11orf61|79684	51.7977	C11orf61|79684	205.765
C11orf63|79864	160.2681	C11orf63|79864	220.3991
C11orf65|160140	6.0938	C11orf65|160140	15.5211
lowly_expressed	lowly_expressed	C11orf66|220004	29.2683
C11orf67|28971	1381.3772	C11orf67|28971	405.3215
C11orf68|83638	789.153	C11orf68|83638	949.0022
C11orf70|85016	89.5795	C11orf70|85016	20.3991
C11orf71|54494	221.2066	C11orf71|54494	296.2306
C11orf73|51501	1477.1481	C11orf73|51501	571.6186
C11orf74|119710	303.4735	C11orf74|119710	259.867
C11orf75|56935	1110.9080000000001	C11orf75|56935	164.5233
C11orf80|79703	623.4004	C11orf80|79703	215.0776
C11orf82|220042	412.5533	C11orf82|220042	38.5809
C11orf83|790955	1142.596	C11orf83|790955	320.1774
C11orf84|144097	681.2919	C11orf84|144097	303.7694
C11orf86|254439	50.5789	lowly_expressed	lowly_expressed
C11orf90|387804	16.4534	lowly_expressed	lowly_expressed
C11orf92|399948	673.3699	C11orf92|399948	402.4834
C11orf93|120376	28.6411	C11orf93|120376	48.5144
C11orf95|65998	574.0402	C11orf95|65998	482.0399
C11orf9|745	9.1408	C11orf9|745	17.7384
C12orf10|60314	459.4759	C12orf10|60314	1247.8936
C12orf11|55726	1154.7837	C12orf11|55726	557.4279
C12orf23|90488	316.88	C12orf23|90488	754.7672
C12orf24|29902	7.922000000000001	C12orf24|29902	82.4834
C12orf26|84190	26.2035	C12orf26|84190	170.2882
C12orf29|91298	325.5149	C12orf29|91298	334.7805
C12orf32|83695	957.3431	C12orf32|83695	574.7228
C12orf34|84915	87.7514	C12orf34|84915	89.5787
C12orf35|55196	1001.8282	C12orf35|55196	720.1774
lowly_expressed	lowly_expressed	C12orf39|80763	23.5033
C12orf41|54934	401.5844	C12orf41|54934	528.6031
