gene_id	TCGA-BH-A0H7-01A-13R-A056-07	gene_id	TCGA-BH-A0H7-11A-13R-A089-07
DDX19A|55308	926.7892	DDX19A|55308	1064.9536
DDX19B|11269	1099.4616	DDX19B|11269	1163.1787
DDX1|1653	2012.1471	DDX1|1653	2415.3132
DDX20|11218	444.8457	DDX20|11218	583.14
DDX21|9188	1694.025	DDX21|9188	1556.8445
DDX23|9416	2699.2777	DDX23|9416	3097.4478
DDX24|57062	2385.0952	DDX24|57062	3495.7463
DDX26B|203522	64.3467	DDX26B|203522	249.8067
DDX27|55661	1310.2429	DDX27|55661	1600.1547
DDX28|55794	409.3894	DDX28|55794	487.6257
DDX31|64794	295.4695	DDX31|64794	389.4045
DDX39|10212	1121.7991	DDX39|10212	597.4478
DDX3X|1654	6974.3926	DDX3X|1654	7520.8817
DDX41|51428	1497.3736	DDX41|51428	1302.0108
DDX42|11325	2496.3887	DDX42|11325	4139.5978
DDX43|55510	7.2226	DDX43|55510	67.4671
DDX46|9879	1379.5141	DDX46|9879	1607.1152
DDX47|51202	975.3775	DDX47|51202	1073.4725
DDX49|54555	540.7091	DDX49|54555	750.9667
DDX50|79009	646.7498	DDX50|79009	1156.9992
DDX51|317781	734.7341	DDX51|317781	783.0626
DDX52|11056	514.1169	DDX52|11056	479.1183
DDX54|79039	2104.5863	DDX54|79039	2003.6582
DDX55|57696	585.0295	DDX55|57696	585.0735
DDX56|54606	1494.7472	DDX56|54606	1282.6759
DDX58|23586	654.9573	DDX58|23586	542.5367
DDX59|83479	449.4419	DDX59|83479	535.5762
DDX5|1655	13449.7702	DDX5|1655	12728.5383
DDX60L|91351	565.0033	DDX60L|91351	405.6458
DDX60|55601	1204.8588	DDX60|55601	582.3666
DDX6|1656	3253.1188	DDX6|1656	4073.4725
DEAF1|10522	746.2147	DEAF1|10522	987.2389999999999
DECR1|1666	3319.107	DECR1|1666	1954.7564
DECR2|26063	283.97900000000004	DECR2|26063	288.0897
DEDD2|162989	398.2272	DEDD2|162989	585.0735
DEDD|9191	908.6967	DEDD|9191	751.0982
DEF6|50619	338.4767	DEF6|50619	421.1137
DEF8|54849	1233.4209	DEF8|54849	824.4393
lowly_expressed	lowly_expressed	DEFB132|400830	58.0046
DEFB1|1672	10.8339	DEFB1|1672	60.7115
DEGS1|8560	1836.5069	DEGS1|8560	1995.3596
DEGS2|123099	576.1655	DEGS2|123099	591.6473
DEK|7913	1476.6907	DEK|7913	2265.6613
DEM1|64789	209.1267	DEM1|64789	189.0951
DENND1A|57706	649.3762	DENND1A|57706	609.8221
DENND1B|163486	231.4511	DENND1B|163486	89.3271
DENND1C|79958	137.2292	DENND1C|79958	216.5507
DENND2A|27147	82.7315	DENND2A|27147	172.8538
DENND2C|163259	30.673000000000002	DENND2C|163259	33.6079
DENND2D|79961	371.9632	DENND2D|79961	430.0077
DENND3|22898	523.9659	DENND3|22898	435.0348
DENND4A|10260	308.9297	DENND4A|10260	349.5746
DENND4B|9909	508.5325	DENND4B|9909	537.0843
DENND4C|55667	737.3605	DENND4C|55667	1238.5924
DENND5A|23258	1046.9468	DENND5A|23258	1477.5715
DENND5B|160518	320.7485	DENND5B|160518	305.1044
DENR|8562	2779.0545	DENR|8562	1705.3364
DEPDC1B|55789	125.7387	DEPDC1B|55789	37.5097
DEPDC1|55635	255.7452	DEPDC1|55635	87.3937
DEPDC4|120863	7.8792	lowly_expressed	lowly_expressed
DEPDC5|9681	260.6697	DEPDC5|9681	274.5553
DEPDC6|64798	1350.2955	DEPDC6|64798	1746.7131
DEPDC7|91614	51.543	DEPDC7|91614	5.8005
DERA|51071	525.9357	DERA|51071	446.6357
DERL1|79139	7395.6008	DERL1|79139	3404.4857
DERL2|51009	538.7393	DERL2|51009	452.8229
DERL3|91319	163.1648	DERL3|91319	129.157
DES|1674	57.1241	DES|1674	276.8755
DET1|55070	110.3086	DET1|55070	182.908
DEXI|28955	416.61199999999997	DEXI|28955	534.0294
DFFA|1676	402.8234	DFFA|1676	446.6357
DFFB|1677	50.5581	DFFB|1677	116.0093
DFNA5|1687	211.0965	DFNA5|1687	257.1539
DFNB31|25861	145.4366	DFNB31|25861	266.048
DFNB59|494513	5.9094	DFNB59|494513	35.5762
DGAT1|8694	2453.5029999999997	DGAT1|8694	1481.2916
DGAT2|84649	927.4458	DGAT2|84649	2899.0719
DGCR11|25786	22.980999999999998	DGCR11|25786	30.5491
DGCR14|8220	306.6316	DGCR14|8220	464.8105
DGCR2|9993	4939.9212	DGCR2|9993	4402.9389
DGCR5|26220	16.7433	DGCR5|26220	29.0023
DGCR6L|85359	884.7669	DGCR6L|85359	844.9343
DGCR6|8214	1403.1517	DGCR6|8214	1461.3302
DGCR8|54487	599.1464	DGCR8|54487	827.5329
DGKA|1606	399.8687	DGKA|1606	382.0572
DGKD|8527	399.5404	DGKD|8527	566.512
DGKE|8526	257.3867	DGKE|8526	174.7873
DGKG|1608	9.1924	DGKG|1608	15.0812
DGKH|160851	40.7091	DGKH|160851	19.3349
DGKI|9162	14.4452	DGKI|9162	7.734
DGKQ|1609	448.1287	DGKQ|1609	296.9838
DGKZ|8525	1184.1760000000002	DGKZ|8525	1185.6148
DGUOK|1716	500.6566	DGUOK|1716	703.7896
DHCR24|1718	19760.998	DHCR24|1718	12687.935
DHCR7|1717	2242.9416	DHCR7|1717	2074.6326
DHDDS|79947	957.6494	DHDDS|79947	1017.4014
DHDH|27294	22.6527	DHDH|27294	11.2142
lowly_expressed	lowly_expressed	DHDPSL|112817	33.256
DHFRL1|200895	361.7859	DHFRL1|200895	390.5646
DHFR|1719	301.9468	DHFR|1719	244.7564
DHODH|1723	225.87	DHODH|1723	254.447
DHPS|1725	549.8424	DHPS|1725	846.4811
DHRS11|79154	171.044	DHRS11|79154	264.5012
DHRS12|79758	319.4353	DHRS12|79758	430.0077
DHRS13|147015	197.5181	DHRS13|147015	196.68599999999998
DHRS1|115817	274.13	DHRS1|115817	517.4014
DHRS2|10202	1145.7649	DHRS2|10202	263.3411
DHRS3|9249	584.7012	DHRS3|9249	1376.2568
lowly_expressed	lowly_expressed	DHRS4L1|728635	25.522
DHRS4L2|317749	414.5043	DHRS4L2|317749	484.6172
DHRS4|10901	728.6967	DHRS4|10901	852.3898
DHRS7B|25979	1038.7393	DHRS7B|25979	746.3264
DHRS7|51635	2435.6533	DHRS7|51635	1890.9513
DHRS9|10170	11.1622	DHRS9|10170	15.4679
DHRSX|207063	418.5817	DHRSX|207063	394.4316
DHTKD1|55526	1338.805	DHTKD1|55526	1035.1895
DHX15|1665	2271.1753	DHX15|1665	2035.9629
DHX16|8449	860.1445	DHX16|8449	919.1802
DHX29|54505	1268.2206	DHX29|54505	1013.9211
DHX30|22907	1228.4964	DHX30|22907	1557.2312
DHX32|55760	1053.2764	DHX32|55760	1224.7989
DHX33|56919	257.715	DHX33|56919	336.4269
DHX34|9704	214.7078	DHX34|9704	309.7448
DHX35|60625	315.1674	DHX35|60625	284.6094
DHX36|170506	928.7589999999999	DHX36|170506	773.0085
DHX37|57647	1070.9127	DHX37|57647	602.0882
DHX38|9785	1282.6658	DHX38|9785	1656.6125
DHX40|79665	1528.8903	DHX40|79665	1907.1926
DHX57|90957	578.7919	DHX57|90957	693.7355
DHX58|79132	814.5108	DHX58|79132	516.628
DHX8|1659	1613.2633	DHX8|1659	1568.8322
DHX9|1660	5016.0867	DHX9|1660	4714.6172
DIABLO|56616	1644.9573	DIABLO|56616	1171.5352
DIAPH1|1729	2799.7374	DIAPH1|1729	2784.2227
DIAPH2|1730	146.7498	DIAPH2|1730	193.7355
DIAPH3|81624	81.09	DIAPH3|81624	26.2954
DICER1|23405	915.6271	DICER1|23405	1102.8616
DIDO1|11083	3243.9265	DIDO1|11083	3049.4973
DIMT1L|27292	339.1333	DIMT1L|27292	538.6698
DIO1|1733	689.7571	DIO1|1733	333.72
DIO2|1734	715.6927	DIO2|1734	125.6767
lowly_expressed	lowly_expressed	DIO3|1735	36.7363
DIP2A|23181	527.9054	DIP2A|23181	598.9946
DIP2B|57609	1822.39	DIP2B|57609	1389.0178
DIP2C|22982	1100.4596	DIP2C|22982	878.577
DIRAS1|148252	182.2062	DIRAS1|148252	226.2181
DIRAS2|54769	46.2902	DIRAS2|54769	64.9652
DIRAS3|9077	39.0676	DIRAS3|9077	113.3024
DIRC1|116093	19.3697	lowly_expressed	lowly_expressed
DIRC2|84925	740.9258	DIRC2|84925	558.9714
DIRC3|729582	27.5772	DIRC3|729582	18.5615
DIS3L2|129563	261.3263	DIS3L2|129563	375.8701
DIS3L|115752	634.6028	DIS3L|115752	1020.495
DIS3|22894	921.7367	DIS3|22894	1118.6736
DISC1|27185	108.3388	DISC1|27185	161.6396
DISP1|84976	170.3874	DISP1|84976	196.4424
DISP2|85455	42.6789	DISP2|85455	48.3372
DIXDC1|85458	445.5023	DIXDC1|85458	925.7541
DKC1|1736	1421.8647	DKC1|1736	1873.1632
DKFZP586I1420|222161	665.1346	DKFZP586I1420|222161	499.2266
DKFZP686I15217|401232	24.9508	DKFZP686I15217|401232	43.6968
DKFZp686O24166|374383	28.2337	DKFZp686O24166|374383	17.4014
DKFZp761E198|91056	388.7065	DKFZp761E198|91056	368.9095
DKK1|22943	17.0716	DKK1|22943	11.9876
DKK2|27123	31.1884	DKK2|27123	75.406
DKK3|27122	1611.6218	DKK3|27122	3772.6218
DLAT|1737	782.3375	DLAT|1737	664.7332
DLC1|10395	510.1773	DLC1|10395	698.3759
DLD|1738	1394.6159	DLD|1738	1576.9528
DLEC1|9940	5.5811	DLEC1|9940	5.0271
DLEU1|10301	48.9659	DLEU1|10301	57.1926
DLEU2|8847	41.5824	DLEU2|8847	7.0572
DLEU7|220107	8.8641	lowly_expressed	lowly_expressed
DLG1|1739	2211.4248	DLG1|1739	1651.9606
DLG2|1740	23.6376	DLG2|1740	71.9258
DLG3|1741	1671.3723	DLG3|1741	1761.7943
DLG4|1742	117.8759	DLG4|1742	210.4447
DLG5|9231	1393.631	DLG5|9231	1972.1578
DLGAP1|9229	10.5056	DLGAP1|9229	35.5762
lowly_expressed	lowly_expressed	DLGAP2|9228	10.0541
DLGAP3|58512	39.7242	DLGAP3|58512	9.6674
DLGAP4|22839	1893.9593	DLGAP4|22839	1472.9312
DLGAP5|9787	210.1116	DLGAP5|9787	82.7533
lowly_expressed	lowly_expressed	DLK1|8788	105.5684
lowly_expressed	lowly_expressed	DLK2|65989	121.42299999999999
DLL1|28514	85.6861	DLL1|28514	219.2575
DLL3|10683	28.8903	DLL3|10683	7.734
DLL4|54567	215.0361	DLL4|54567	219.6442
DLST|1743	2183.8477	DLST|1743	2532.0959
DLX1|1745	11.4905	DLX1|1745	18.9482
lowly_expressed	lowly_expressed	DLX2|1746	12.761
DLX3|1747	329.2843	DLX3|1747	217.7108
DLX4|1748	10.5056	DLX4|1748	13.5344
DLX5|1749	20.6829	DLX5|1749	35.9629
lowly_expressed	lowly_expressed	DLX6|1750	6.1872
DMAP1|55929	512.8037	DMAP1|55929	748.6466
lowly_expressed	lowly_expressed	DMBT1|1755	37.8964
DMBX1|127343	6.8943	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DMC1|11144	12.761
DMD|1756	87.9842	DMD|1756	1236.6589
DMGDH|29958	22.3244	DMGDH|29958	44.8569
DMKN|93099	89.6257	DMKN|93099	528.6156
DMPK|1760	427.7741	DMPK|1760	517.4014
DMRT2|10655	13.132	DMRT2|10655	27.4555
DMRT3|58524	10.8339	DMRT3|58524	18.9482
lowly_expressed	lowly_expressed	DMRTA1|63951	17.0147
lowly_expressed	lowly_expressed	DMRTC1B|728656	34.8028
DMTF1|9988	358.1747	DMTF1|9988	605.5684
DMWD|1762	360.1445	DMWD|1762	349.5746
DMXL1|1657	903.8083	DMXL1|1657	799.3039
DMXL2|23312	313.8542	DMXL2|23312	214.2305
DNA2|1763	105.0558	DNA2|1763	29.7757
DNAH10|196385	21.9961	DNAH10|196385	26.2954
DNAH12|201625	5.5811	lowly_expressed	lowly_expressed
DNAH14|127602	112.2784	DNAH14|127602	59.1647
DNAH17|8632	7.8792	DNAH17|8632	30.9358
DNAH1|25981	23.9659	DNAH1|25981	79.6597
DNAH2|146754	19.698	DNAH2|146754	84.6868
DNAH5|1767	98.4898	DNAH5|1767	74.2459
lowly_expressed	lowly_expressed	DNAH6|1768	19.7216
DNAH7|56171	13.132	DNAH7|56171	23.9753
DNAH9|1770	8.2075	DNAH9|1770	22.8152
DNAI1|27019	6.8943	lowly_expressed	lowly_expressed
DNAJA1|3301	2502.9547	DNAJA1|3301	2360.4022
DNAJA2|10294	2099.4747	DNAJA2|10294	2013.1477
DNAJA3|9093	1312.2127	DNAJA3|9093	1223.8979
DNAJA4|55466	1131.9764	DNAJA4|55466	921.5004
DNAJB11|51726	1371.3066	DNAJB11|51726	1151.9722
DNAJB12|54788	1968.8116	DNAJB12|54788	1656.9992
DNAJB14|79982	422.8496	DNAJB14|79982	199.1493
DNAJB1|3337	2614.5765	DNAJB1|3337	3103.2483
DNAJB2|3300	2970.4531	DNAJB2|3300	2721.5777
DNAJB4|11080	256.0735	DNAJB4|11080	404.8724
DNAJB5|25822	214.0512	DNAJB5|25822	138.05100000000002
DNAJB6|10049	2977.6756	DNAJB6|10049	2366.2026
DNAJB9|4189	521.3395	DNAJB9|4189	523.2019
DNAJC10|54431	3252.7905	DNAJC10|54431	2095.5143
DNAJC11|55735	1021.8385	DNAJC11|55735	1082.7726
DNAJC12|56521	233.7492	DNAJC12|56521	138.4377
DNAJC13|23317	1867.6953	DNAJC13|23317	1376.6435
DNAJC14|85406	2014.7636	DNAJC14|85406	1582.9428
DNAJC15|29103	246.8812	DNAJC15|29103	474.8647
DNAJC16|23341	708.1418	DNAJC16|23341	696.4424
DNAJC17|55192	204.8588	DNAJC17|55192	352.2815
DNAJC18|202052	141.1687	DNAJC18|202052	218.0974
DNAJC19|131118	533.1582	DNAJC19|131118	619.4896
DNAJC1|64215	1137.5575	DNAJC1|64215	1540.2166
DNAJC21|134218	911.3592	DNAJC21|134218	1115.6226
DNAJC22|79962	21.6678	DNAJC22|79962	32.4826
DNAJC24|120526	234.0709	DNAJC24|120526	284.82599999999996
DNAJC25|548645	169.0742	DNAJC25|548645	206.4965
DNAJC27|51277	103.7426	DNAJC27|51277	167.0534
DNAJC28|54943	33.4865	DNAJC28|54943	43.6968
DNAJC2|27000	381.0473	DNAJC2|27000	621.9219
DNAJC30|84277	424.4911	DNAJC30|84277	477.5715
DNAJC3|5611	2309.9146	DNAJC3|5611	1855.3751
DNAJC4|3338	426.3624	DNAJC4|3338	779.2421
DNAJC5|80331	3580.4334	DNAJC5|80331	2939.6752
DNAJC6|9829	94.8785	DNAJC6|9829	47.9505
DNAJC7|7266	2139.6225	DNAJC7|7266	1897.2815
DNAJC8|22826	1987.8529	DNAJC8|22826	2054.5244
DNAJC9|23234	644.8555	DNAJC9|23234	686.7749
DNAL1|83544	387.3933	DNAL1|83544	245.9397
DNAL4|10126	532.1733	DNAL4|10126	568.4455
DNALI1|7802	103.4143	DNALI1|7802	399.4586
DNASE1L1|1774	801.3592	DNASE1L1|1774	499.8801
lowly_expressed	lowly_expressed	DNASE1L2|1775	6.9606
DNASE1L3|1776	7.2226	DNASE1L3|1776	114.8492
DNASE1|1773	87.6559	DNASE1|1773	51.0441
DNASE2|1777	1794.8129	DNASE2|1777	1600.1547
DND1|373863	56.7859	DND1|373863	76.1524
lowly_expressed	lowly_expressed	DNER|92737	19.7216
DNHD1|144132	55.4826	DNHD1|144132	116.396
DNLZ|728489	307.2882	DNLZ|728489	200.3094
DNM1L|10059	1184.1760000000002	DNM1L|10059	1086.6203
lowly_expressed	lowly_expressed	DNM1P35|100128285	27.0688
DNM1|1759	526.5923	DNM1|1759	313.2251
DNM2|1785	2018.9396	DNM2|1785	2103.6582
DNM3|26052	28.561999999999998	DNM3|26052	63.0317
DNMBP|23268	679.8555	DNMBP|23268	765.3751
DNMT1|1786	1336.1786	DNMT1|1786	1242.8461
DNMT3A|1788	516.415	DNMT3A|1788	437.7417
DNMT3B|1789	123.4406	DNMT3B|1789	86.2336
DNPEP|23549	2393.3027	DNPEP|23549	1691.4153
DNTTIP1|116092	509.1924	DNTTIP1|116092	595.5143
DNTTIP2|30836	1187.4589999999998	DNTTIP2|30836	1853.8283
lowly_expressed	lowly_expressed	DOC2A|8448	8.2173
lowly_expressed	lowly_expressed	DOC2B|8447	19.3349
DOCK10|55619	183.5194	DOCK10|55619	228.1516
DOCK11|139818	258.3716	DOCK11|139818	366.5893
DOCK1|1793	1262.3112	DOCK1|1793	2205.3364
DOCK2|1794	237.3605	DOCK2|1794	155.4524
lowly_expressed	lowly_expressed	DOCK3|1795	14.6945
DOCK4|9732	236.0473	DOCK4|9732	224.6713
DOCK5|80005	297.7676	DOCK5|80005	183.2947
DOCK6|57572	865.3972	DOCK6|57572	771.4617
DOCK7|85440	859.4879	DOCK7|85440	946.2489999999999
DOCK8|81704	423.1779	DOCK8|81704	613.6891
DOCK9|23348	1260.6697	DOCK9|23348	1870.0696
DOHH|83475	182.8628	DOHH|83475	228.925
DOK1|1796	192.0552	DOK1|1796	187.1616
DOK2|9046	51.543	DOK2|9046	68.4455
DOK3|79930	67.958	DOK3|79930	48.7239
DOK4|55715	581.7466	DOK4|55715	663.1864
DOK5|55816	86.9993	DOK5|55816	71.9258
DOK6|220164	57.7807	DOK6|220164	19.7216
DOK7|285489	215.0361	DOK7|285489	108.2753
DOLK|22845	750.1641	DOLK|22845	468.6775
DOLPP1|57171	478.6605	DOLPP1|57171	431.5545
DOM3Z|1797	129.5666	DOM3Z|1797	232.1346
DONSON|29980	225.7157	DONSON|29980	119.3117
DOPEY1|23033	360.8766	DOPEY1|23033	614.7796
DOPEY2|9980	1207.8135	DOPEY2|9980	972.9312
DOT1L|84444	224.8851	DOT1L|84444	356.5275
DPAGT1|1798	836.6809	DPAGT1|1798	729.0526
DPCD|25911	279.6881	DPCD|25911	234.5012
DPEP1|1800	7.5509	DPEP1|1800	8.5073
DPEP2|64174	11.1622	DPEP2|64174	15.8546
DPF1|8193	17.0716	DPF1|8193	8.894
DPF2|5977	1262.3112	DPF2|5977	1397.5251
DPF3|8110	7.2226	DPF3|8110	37.123000000000005
DPH1|1801	616.6546	DPH1|1801	693.5267
DPH2|1802	473.0794	DPH2|1802	552.5909
DPH3B|100132911	45.6336	DPH3B|100132911	35.9629
DPH3|285381	474.0643	DPH3|285381	475.6381
DPH5|51611	413.9856	DPH5|51611	559.1647
DPM1|8813	774.4583	DPM1|8813	610.5955
DPM2|8818	1156.9271	DPM2|8818	824.826
DPM3|54344	195.0098	DPM3|54344	260.2475
DPP3|10072	1856.2049	DPP3|10072	914.1531
DPP4|1803	916.9402	DPP4|1803	433.8747
lowly_expressed	lowly_expressed	DPP6|1804	54.1377
DPP7|29952	3262.6395	DPP7|29952	2051.4308
DPP8|54878	362.7708	DPP8|54878	306.2645
DPP9|91039	755.7452	DPP9|91039	583.14
DPT|1805	519.3697	DPT|1805	3121.8097
DPY19L1|23333	1346.6842	DPY19L1|23333	358.082
DPY19L2P1|554236	17.0716	DPY19L2P1|554236	5.4138
lowly_expressed	lowly_expressed	DPY19L2P2|349152	15.0812
DPY19L2P4|442523	5.9094	lowly_expressed	lowly_expressed
DPY19L2|283417	13.132	DPY19L2|283417	20.1083
DPY19L3|147991	413.9856	DPY19L3|147991	234.7254
DPY19L4|286148	1619.1727	DPY19L4|286148	831.3998
DPY30|84661	912.4885	DPY30|84661	557.9969
DPYD|1806	217.3342	DPYD|1806	634.5708
DPYSL2|1808	1181.5496	DPYSL2|1808	2879.737
DPYSL3|1809	6979.6454	DPYSL3|1809	3283.0626
DPYSL4|10570	141.497	DPYSL4|10570	111.7556
lowly_expressed	lowly_expressed	DPYS|1807	7.3473
DQX1|165545	5.9094	lowly_expressed	lowly_expressed
DR1|1810	997.3736	DR1|1810	712.6837
DRAM1|55332	1948.457	DRAM1|55332	1496.5197
DRAM2|128338	787.5903	DRAM2|128338	1027.4555
DRAP1|10589	1218.3191	DRAP1|10589	1105.9551
lowly_expressed	lowly_expressed	DRD2|1813	68.4455
DRD4|1815	18.7131	lowly_expressed	lowly_expressed
DRG1|4733	1163.1648	DRG1|4733	1172.0804
DRG2|1819	871.6349	DRG2|1819	754.447
DRP2|1821	27.2489	DRP2|1821	12.3743
DSC1|1823	12.3703	DSC1|1823	89.0139
DSC2|1824	1193.3684	DSC2|1824	1440.0619
DSC3|1825	195.0098	DSC3|1825	1097.8345
lowly_expressed	lowly_expressed	DSCAML1|57453	17.7881
lowly_expressed	lowly_expressed	DSCAM|1826	7.734
DSCC1|79075	310.8995	DSCC1|79075	97.8345
DSCR3|10311	1653.9724	DSCR3|10311	1203.0162
DSCR6|53820	70.2561	DSCR6|53820	65.7386
DSEL|92126	489.1661	DSEL|92126	286.1562
DSE|29940	798.3355	DSE|29940	479.2382
DSG1|1828	21.6678	DSG1|1828	822.8925
DSG2|1829	3843.0663	DSG2|1829	4084.6442
DSG3|1830	192.3835	DSG3|1830	901.3921
DSN1|79980	582.7315	DSN1|79980	410.6729
DSP|1832	17452.3966	DSP|1832	17237.4323
DSTN|11034	29362.1142	DSTN|11034	14332.9466
DSTYK|25778	860.1445	DSTYK|25778	860.4022
DST|667	2233.4209	DST|667	17450.8894
DTD1|92675	521.6678	DTD1|92675	585.0735
DTL|51514	696.9796	DTL|51514	201.8561
DTNA|1837	27.9054	DTNA|1837	237.4323
DTNBP1|84062	411.0309	DTNBP1|84062	424.9807
DTNB|1838	580.7617	DTNB|1838	916.86
DTWD1|56986	246.5529	DTWD1|56986	478.7316
DTWD2|285605	310.8995	DTWD2|285605	186.3882
DTX1|1840	144.1234	DTX1|1840	321.3457
DTX2|113878	425.476	DTX2|113878	386.6976
DTX3L|151636	2223.3946	DTX3L|151636	1033.0085
DTX3|196403	322.0617	DTX3|196403	501.5468
DTX4|23220	461.9173	DTX4|23220	597.4478
DTYMK|1841	876.2311	DTYMK|1841	424.9807
DULLARD|23399	1379.8424	DULLARD|23399	1551.0441
DUOX1|53905	176.9534	DUOX1|53905	195.2823
DUOX2|50506	10.8339	DUOX2|50506	18.1748
DUOXA1|90527	62.3769	DUOXA1|90527	30.1624
DUOXA2|405753	6.2377	lowly_expressed	lowly_expressed
DUS1L|64118	896.914	DUS1L|64118	1216.5507
DUS2L|54920	291.2016	DUS2L|54920	242.0727
DUS3L|56931	189.4288	DUS3L|56931	285.7695
DUS4L|11062	186.7104	DUS4L|11062	181.2645
DUSP10|11221	257.715	DUSP10|11221	360.7889
DUSP11|8446	408.4045	DUSP11|8446	470.9977
DUSP12|11266	328.95599999999996	DUSP12|11266	290.7966
DUSP14|11072	454.3664	DUSP14|11072	587.007
DUSP15|128853	40.0525	DUSP15|128853	18.1748
DUSP16|80824	178.9232	DUSP16|80824	1494.5862
DUSP18|150290	140.4531	DUSP18|150290	100.5182
DUSP19|142679	42.3506	DUSP19|142679	71.1524
DUSP1|1843	1592.5804	DUSP1|1843	3316.3186
DUSP22|56940	528.562	DUSP22|56940	662.7997
DUSP23|54935	580.4334	DUSP23|54935	521.6551
DUSP28|285193	126.06700000000001	DUSP28|285193	98.6079
DUSP2|1844	148.7196	DUSP2|1844	423.0472
DUSP3|1845	1851.2804	DUSP3|1845	1604.0217
DUSP4|1846	319.7636	DUSP4|1846	976.0247
DUSP5P|574029	61.0637	DUSP5P|574029	40.9899
DUSP5|1847	767.8923	DUSP5|1847	500.0
DUSP6|1848	488.1812	DUSP6|1848	3332.5599
DUSP7|1849	335.8503	DUSP7|1849	489.9459
DUSP8|1850	99.4747	DUSP8|1850	199.1493
DUSP9|1852	11.4905	DUSP9|1852	37.8964
DUT|1854	678.4701	DUT|1854	876.5159
DVL1|1855	546.2902	DVL1|1855	848.4145
DVL2|1856	887.7216	DVL2|1856	867.3627
DVL3|1857	2101.4445	DVL3|1857	1755.9938
DYDC2|84332	5.9094	lowly_expressed	lowly_expressed
DYM|54808	587.6559	DYM|54808	791.57
DYNC1H1|1778	9336.5069	DYNC1H1|1778	8341.454
DYNC1I1|1780	33.4865	DYNC1I1|1780	307.0379
DYNC1I2|1781	1525.9357	DYNC1I2|1781	2070.7657
DYNC1LI1|51143	722.2587	DYNC1LI1|51143	701.8561
DYNC1LI2|1783	2207.4852	DYNC1LI2|1783	2774.1686
DYNC2H1|79659	231.7794	DYNC2H1|79659	403.7123
DYNC2LI1|51626	522.981	DYNC2LI1|51626	479.8917
DYNLL1|8655	4397.8989	DYNLL1|8655	2725.4447
DYNLL2|140735	1747.8661	DYNLL2|140735	2045.6303
DYNLRB1|83658	2451.0834	DYNLRB1|83658	2206.1098
DYNLRB2|83657	26.9206	DYNLRB2|83657	27.4555
DYNLT1|6993	1049.2449	DYNLT1|6993	997.6798
DYNLT3|6990	914.3139	DYNLT3|6990	610.9822
DYRK1A|1859	1968.8116	DYRK1A|1859	2010.8275
DYRK1B|9149	523.9659	DYRK1B|9149	428.0742
DYRK2|8445	783.3224	DYRK2|8445	469.4509
DYRK3|8444	225.87	lowly_expressed	lowly_expressed
DYRK4|8798	118.1878	DYRK4|8798	349.1879
DYSF|8291	487.5246	DYSF|8291	350.7347
DYX1C1|161582	33.4865	DYX1C1|161582	59.3271
DZIP1L|199221	28.8903	DZIP1L|199221	64.1918
DZIP1|22873	183.5194	DZIP1|22873	309.621
DZIP3|9666	645.7649	DZIP3|9666	480.2784
E2F1|1869	625.4104	E2F1|1869	270.6883
E2F2|1870	163.4931	E2F2|1870	88.9404
E2F3|1871	496.0604	E2F3|1871	269.1415
E2F4|1874	624.0972	E2F4|1874	780.3558
E2F5|1875	303.0072	E2F5|1875	135.7115
E2F6|1876	346.0276	E2F6|1876	320.959
E2F7|144455	65.0033	E2F7|144455	18.1748
E2F8|79733	164.47799999999998	E2F8|79733	67.6721
E4F1|1877	365.3972	E4F1|1877	425.3674
EAF1|85403	985.8831	EAF1|85403	651.1988
EAF2|55840	58.4373	EAF2|55840	49.1106
EAPP|55837	967.4984	EAPP|55837	1260.6342
EARS2|124454	733.4209	EARS2|124454	813.9985
EBAG9|9166	1305.975	EBAG9|9166	1083.9134
EBF1|1879	102.4294	EBF1|1879	621.8097
EBF2|64641	8.5358	EBF2|64641	33.6427
EBF3|253738	25.9357	EBF3|253738	172.4671
EBF4|57593	1187.7873	EBF4|57593	665.8933
EBI3|10148	13.7886	EBI3|10148	22.0418
EBNA1BP2|10969	1349.3106	EBNA1BP2|10969	1292.3434
EBPL|84650	566.9731	EBPL|84650	639.5978
EBP|10682	931.7137	EBP|10682	753.2869
ECD|11319	785.6205	ECD|11319	791.9567
ECE1|1889	8985.8831	ECE1|1889	6465.1972
ECE2|9718	181.5496	ECE2|9718	119.4896
lowly_expressed	lowly_expressed	ECEL1|9427	6.5739
ECH1|1891	2693.6967	ECH1|1891	2885.1508
ECHDC1|55862	665.1346	ECHDC1|55862	1087.007
ECHDC2|55268	473.4077	ECHDC2|55268	1017.4014
ECHDC3|79746	553.1845	ECHDC3|79746	749.0333
ECHS1|1892	2793.1714	ECHS1|1892	2646.1717
ECM1|1893	4215.0361	ECM1|1893	2051.4308
ECM2|1842	427.7741	ECM2|1842	553.3643
ECSCR|641700	51.8713	ECSCR|641700	200.6961
ECSIT|51295	488.1812	ECSIT|51295	843.0008
lowly_expressed	lowly_expressed	ECT2L|345930	8.1206
ECT2|1894	816.4806	ECT2|1894	408.7394
EDA2R|60401	70.5844	EDA2R|60401	105.1817
EDARADD|128178	1111.6218	EDARADD|128178	540.6032
lowly_expressed	lowly_expressed	EDAR|10913	14.6945
EDA|1896	53.1845	EDA|1896	153.1323
EDC3|80153	739.9869	EDC3|80153	891.3380000000001
