gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
FAM76A|199870	174.39700000000002	FAM76A|199870	305.3611
FAM76B|143684	175.6339	FAM76B|143684	249.7363
FAM78A|286336	362.0903	FAM78A|286336	261.6285
FAM78B|149297	29.6846	FAM78B|149297	19.9482
FAM7A3|89837	8.658	FAM7A3|89837	11.5086
FAM81A|145773	105.133	FAM81A|145773	9.9741
FAM81B|153643	78.8497	lowly_expressed	lowly_expressed
FAM82A1|151393	90.2907	FAM82A1|151393	128.5125
FAM82A2|55177	1491.0328	FAM82A2|55177	1028.4837
FAM82B|51115	541.1255	FAM82B|51115	1059.5569
FAM83A|84985	340.7545	FAM83A|84985	6.1379
FAM83B|222584	2525.6648	FAM83B|222584	82.0946
FAM83D|81610	401.0513	FAM83D|81610	28.7715
lowly_expressed	lowly_expressed	FAM83E|54854	73.2713
FAM83F|113828	565.8627	FAM83F|113828	180.3011
FAM83G|644815	154.9103	FAM83G|644815	133.4996
FAM83H|286077	2193.8776	FAM83H|286077	964.4193
FAM84A|151354	207.483	FAM84A|151354	129.6634
FAM84B|157638	1036.1781	FAM84B|157638	1456.6029999999998
FAM86A|196483	403.8095	FAM86A|196483	322.4321
FAM86B1|85002	378.1694	FAM86B1|85002	215.9778
FAM86B2|653333	76.0668	FAM86B2|653333	42.9654
FAM86C|55199	361.4719	FAM86C|55199	141.5556
FAM86D|692099	95.2381	FAM86D|692099	238.2277
FAM89A|375061	42.0532	FAM89A|375061	709.3124
FAM89B|23625	2060.6061	FAM89B|23625	858.1567
FAM8A1|51439	1070.1917	FAM8A1|51439	1189.2203
FAM90A1|55138	14.2239	FAM90A1|55138	19.180999999999997
FAM91A1|157769	1183.6735	FAM91A1|157769	869.6653
FAM92A1|137392	47.619	FAM92A1|137392	171.8615
lowly_expressed	lowly_expressed	FAM95B1|100133036	11.8922
FAM96A|84191	844.4651	FAM96A|84191	341.0377
FAM96B|51647	808.2869999999999	FAM96B|51647	499.0889
FAM98A|25940	1017.316	FAM98A|25940	1090.6301
FAM98B|283742	303.6487	FAM98B|283742	343.723
FAM98C|147965	253.8652	FAM98C|147965	182.2192
FANCA|2175	258.9425	FANCA|2175	79.0333
FANCB|2187	30.303	FANCB|2187	8.4396
FANCC|2176	253.55599999999998	FANCC|2176	196.0295
FANCD2|2177	166.0482	FANCD2|2177	125.0599
FANCE|2178	59.06	FANCE|2178	130.047
FANCF|2188	488.5591	FANCF|2188	353.6971
FANCG|2189	241.8058	FANCG|2189	268.5336
FANCI|55215	1359.4032	FANCI|55215	212.9587
FANCL|55120	260.4051	FANCL|55120	173.1006
FANCM|57697	154.6073	FANCM|57697	169.5598
FANK1|92565	83.7972	FANK1|92565	92.0687
FAP|2191	1994.4341	FAP|2191	264.6974
FAR1|84188	712.1212	FAR1|84188	1084.4922
FAR2|55711	56.5739	FAR2|55711	125.0139
FARP1|10160	1856.8336	FARP1|10160	2019.7564
FARP2|9855	159.2455	FARP2|9855	401.6496
FARS2|10667	191.713	FARS2|10667	197.56400000000002
FARSA|2193	2937.2294	FARSA|2193	912.2471
FARSB|10056	1083.7972	FARSB|10056	858.9239
FASLG|356	6.8027	FASLG|356	18.4137
FASN|2194	8738.4045	FASN|2194	18966.1456
FASTKD1|79675	173.1602	FASTKD1|79675	201.7838
FASTKD2|22868	892.7025	FASTKD2|22868	834.3723
FASTKD3|79072	183.055	FASTKD3|79072	114.3186
FASTKD5|60493	461.9666	FASTKD5|60493	318.0205
FASTK|10922	934.4465	FASTK|10922	890.3807
FAS|355	421.7687	FAS|355	337.5851
FAT1|2195	1271.4904	FAT1|2195	9355.7111
FAT2|2196	6.1843	FAT2|2196	1128.2248
FAT3|120114	31.2307	FAT3|120114	31.8404
FAT4|79633	221.7069	FAT4|79633	970.1736
FAU|2197	8775.5102	FAU|2197	5283.2071
FBF1|85302	253.3643	FBF1|85302	183.9724
FBLIM1|54751	631.7254	FBLIM1|54751	1393.6895
lowly_expressed	lowly_expressed	FBLL1|345630	5.7543
FBLN1|2192	3416.8213	FBLN1|2192	8145.7754
FBLN2|2199	5541.744000000001	FBLN2|2199	14157.8594
FBLN5|10516	702.8448	FBLN5|10516	4193.3442
FBLN7|129804	274.8918	FBLN7|129804	241.6803
FBL|2091	3485.1577	FBL|2091	2194.6869
FBN1|2200	15417.4397	FBN1|2200	15530.0662
FBN2|2201	147.4954	FBN2|2201	84.7799
lowly_expressed	lowly_expressed	FBN3|84467	19.5646
FBP1|2203	1219.2331	FBP1|2203	452.671
FBRSL1|57666	605.7514	FBRSL1|57666	517.8863
FBRS|64319	1380.6432	FBRS|64319	1157.7635
FBXL12|54850	394.2486	FBXL12|54850	358.3006
FBXL13|222235	9.2764	FBXL13|222235	11.5086
FBXL14|144699	959.8021	FBXL14|144699	588.8559
FBXL15|79176	230.6741	FBXL15|79176	158.0512
FBXL16|146330	713.6673	FBXL16|146330	242.8311
FBXL17|64839	589.0538	FBXL17|64839	722.7389999999999
FBXL18|80028	687.3839999999999	FBXL18|80028	651.7694
FBXL19|54620	477.1181	FBXL19|54620	365.973
FBXL20|84961	118.7384	FBXL20|84961	143.0901
FBXL22|283807	30.0928	FBXL22|283807	39.7622
FBXL2|25827	129.5609	FBXL2|25827	170.7107
FBXL3|26224	1405.0711	FBXL3|26224	1931.9075
FBXL4|26235	262.214	FBXL4|26235	367.8911
FBXL5|26234	1497.5263	FBXL5|26234	3541.5748
FBXL6|26233	259.9567	FBXL6|26233	211.8884
FBXL7|23194	366.7285	FBXL7|23194	525.175
FBXL8|55336	39.8516	FBXL8|55336	67.4326
FBXO10|26267	170.6926	FBXO10|26267	298.8434
FBXO11|80204	1267.7798	FBXO11|80204	1490.3616
FBXO15|201456	31.8491	FBXO15|201456	8.056000000000001
FBXO16|157574	93.69200000000001	FBXO16|157574	18.4137
FBXO17|115290	65.5535	FBXO17|115290	322.2403
FBXO18|84893	1314.8547	FBXO18|84893	1747.4134
FBXO21|23014	1088.4354	FBXO21|23014	1094.4663
FBXO22OS|692224	103.89299999999999	FBXO22OS|692224	28.1845
FBXO22|26263	730.0588	FBXO22|26263	337.0212
FBXO24|26261	6.7069	FBXO24|26261	11.7004
FBXO25|26260	429.4991	FBXO25|26260	440.3951
FBXO27|126433	16.0792	FBXO27|126433	405.1021
FBXO28|23219	4019.1713	FBXO28|23219	1069.9146
FBXO2|26232	111.6265	FBXO2|26232	362.5204
FBXO30|84085	414.966	FBXO30|84085	432.3391
FBXO31|79791	608.5343	FBXO31|79791	1151.6256
FBXO32|114907	253.8652	FBXO32|114907	1371.4395
FBXO33|254170	333.0241	FBXO33|254170	393.2099
FBXO34|55030	741.4966	FBXO34|55030	667.1142
FBXO36|130888	96.7842	FBXO36|130888	122.3746
FBXO38|81545	693.8776	FBXO38|81545	797.9285
FBXO3|26273	643.1664	FBXO3|26273	786.4199
FBXO41|150726	653.3704	FBXO41|150726	204.8528
FBXO42|54455	456.4007	FBXO42|54455	528.6276
FBXO43|286151	18.2437	lowly_expressed	lowly_expressed
FBXO44|93611	418.9858	FBXO44|93611	413.5418
FBXO45|200933	778.2931	FBXO45|200933	354.848
FBXO46|23403	145.6401	FBXO46|23403	325.6929
FBXO48|554251	14.8423	FBXO48|554251	51.0214
FBXO4|26272	181.1998	FBXO4|26272	207.9217
FBXO5|26271	326.8398	FBXO5|26271	118.92200000000001
FBXO6|26270	476.4997	FBXO6|26270	251.6544
FBXO7|25793	1621.2121	FBXO7|25793	2052.3641
FBXO8|26269	405.4422	FBXO8|26269	481.6994
FBXO9|26268	1248.2993	FBXO9|26268	1389.8533
FBXW11|23291	1411.5646	FBXW11|23291	1384.099
FBXW2|26190	1153.0612	FBXW2|26190	2166.299
FBXW4|6468	1282.9314	FBXW4|6468	1679.1023
FBXW5|54461	1929.8083	FBXW5|54461	2093.0277
FBXW7|55294	363.6364	FBXW7|55294	646.0152
FBXW8|26259	532.7767	FBXW8|26259	486.8131
FBXW9|84261	240.1113	FBXW9|84261	186.8879
lowly_expressed	lowly_expressed	FCAR|2204	12.2758
FCER1A|2205	10.2041	FCER1A|2205	71.7368
FCER1G|2207	923.0056	FCER1G|2207	869.6653
lowly_expressed	lowly_expressed	FCER2|2208	15.7284
FCF1|51077	868.5838	FCF1|51077	858.9239
FCGBP|8857	164.5022	FCGBP|8857	3083.1495
FCGR1A|2209	273.5622	FCGR1A|2209	176.4534
FCGR1B|2210	281.6945	FCGR1B|2210	230.9389
FCGR1C|100132417	131.107	FCGR1C|100132417	60.6119
FCGR2A|2212	1254.7928	FCGR2A|2212	1831.0156
FCGR2B|2213	172.2325	FCGR2B|2213	299.9904
FCGR2C|9103	108.5343	FCGR2C|9103	132.7323
FCGR3A|2214	4255.7205	FCGR3A|2214	3050.1582
FCGR3B|2215	53.1849	FCGR3B|2215	100.5083
FCGRT|2217	1450.8349	FCGRT|2217	4608.4204
FCHO1|23149	210.8844	FCHO1|23149	67.9006
FCHO2|115548	979.2826	FCHO2|115548	711.2305
FCHSD1|89848	308.8188	FCHSD1|89848	323.2339
FCHSD2|9873	1130.2752	FCHSD2|9873	883.9091
FCN1|2219	5.2566	FCN1|2219	182.6029
lowly_expressed	lowly_expressed	FCN2|2220	13.4267
FCN3|8547	24.428	FCN3|8547	49.8705
lowly_expressed	lowly_expressed	FCRL2|79368	10.3577
FCRL3|115352	12.987	FCRL3|115352	10.3577
FCRL5|83416	9.2764	lowly_expressed	lowly_expressed
FCRL6|343413	10.5133	FCRL6|343413	32.6077
lowly_expressed	lowly_expressed	FCRLA|84824	6.9052
FCRLB|127943	35.2505	FCRLB|127943	9.5905
FDFT1|2222	3552.8757	FDFT1|2222	2460.1515
FDPS|2224	3342.1769	FDPS|2224	1433.793
FDX1L|112812	388.59	FDX1L|112812	178.4137
FDX1|2230	169.4496	FDX1|2230	332.2144
FDXACB1|91893	64.0074	FDXACB1|91893	89.4179
FDXR|2232	1337.0439	FDXR|2232	137.3358
FECH|2235	699.1342	FECH|2235	586.9378
FEM1A|55527	1056.5863	FEM1A|55527	1008.1519
FEM1B|10116	2439.3939	FEM1B|10116	2031.265
FEM1C|56929	758.8126	FEM1C|56929	776.4458
FEN1|2237	1138.5281	FEN1|2237	317.6369
FER1L4|80307	5.8751	FER1L4|80307	17.6465
lowly_expressed	lowly_expressed	FER1L5|90342	14.9612
FERMT1|55612	664.8114	FERMT1|55612	148.0771
FERMT2|10979	970.3154	FERMT2|10979	4243.5984
FERMT3|83706	639.4558	FERMT3|83706	730.7951
FER|2241	89.0538	FER|2241	130.047
FES|2242	292.2078	FES|2242	617.6273
FEZ1|9638	106.679	FEZ1|9638	345.2575
FEZ2|9637	745.8256	FEZ2|9637	1548.6717
FFAR2|2867	20.4082	FFAR2|2867	53.7067
lowly_expressed	lowly_expressed	FFAR3|2865	17.2629
FGB|2244	1834.261	lowly_expressed	lowly_expressed
FGD1|2245	403.2158	FGD1|2245	235.1587
FGD2|221472	193.5683	FGD2|221472	289.2491
FGD3|89846	224.4898	FGD3|89846	366.7402
FGD4|121512	308.28700000000003	FGD4|121512	742.3036
FGD5|152273	458.5652	FGD5|152273	1484.2237
FGD6|55785	552.5665	FGD6|55785	416.2271
FGF10|2255	6.8027	FGF10|2255	77.1075
FGF11|2256	54.1126	FGF11|2256	150.3788
FGF12|2257	27.5201	FGF12|2257	27.237
FGF13|2258	58.1323	FGF13|2258	343.3394
FGF14|2259	135.436	FGF14|2259	103.1936
FGF18|8817	23.5003	FGF18|8817	18.4137
FGF19|9965	5.5659	lowly_expressed	lowly_expressed
FGF1|2246	286.3327	FGF1|2246	668.2651
FGF2|2247	28.8404	FGF2|2247	1515.3544
FGF7|2252	113.791	FGF7|2252	749.2088
lowly_expressed	lowly_expressed	FGF9|2254	19.5646
lowly_expressed	lowly_expressed	FGFBP1|9982	88.9997
lowly_expressed	lowly_expressed	FGFBP2|83888	205.2364
FGFBP3|143282	58.4416	FGFBP3|143282	36.0602
FGFR1OP2|26127	401.6698	FGFR1OP2|26127	542.8215
FGFR1OP|11116	283.2158	FGFR1OP|11116	135.5519
FGFR1|2260	1529.0662	FGFR1|2260	5426.2971
FGFR2|2263	647.8046	lowly_expressed	lowly_expressed
FGFR3|2261	151.2059	FGFR3|2261	66.3662
FGFR4|2264	98.3302	FGFR4|2264	21.0991
FGFRL1|53834	899.8145	FGFRL1|53834	1007.7683
FGGY|55277	91.8367	FGGY|55277	133.1159
FGG|2266	43.5993	lowly_expressed	lowly_expressed
FGL2|10875	581.3234	FGL2|10875	1891.2439
FGR|2268	209.3383	FGR|2268	313.0335
FHAD1|114827	54.4558	FHAD1|114827	16.112000000000002
FHDC1|85462	731.2925	FHDC1|85462	189.8916
FHIT|2272	10.2041	FHIT|2272	56.0084
FHL1|2273	307.0501	FHL1|2273	26238.4195
FHL2|2274	355.906	FHL2|2274	1537.5468
FHL3|2275	216.7594	FHL3|2275	400.1151
FHL5|9457	12.3686	FHL5|9457	171.8615
FHOD1|29109	861.7811	FHOD1|29109	796.7776
FHOD3|80206	230.9833	FHOD3|80206	527.0931
FH|2271	1471.243	FH|2271	1124.005
FIBCD1|84929	39.5795	lowly_expressed	lowly_expressed
FIBIN|387758	965.9864	FIBIN|387758	960.1995
FIBP|9158	1752.9375	FIBP|9158	750.3596
FICD|11153	153.9889	FICD|11153	141.5556
FIG4|9896	273.3457	FIG4|9896	496.0199
lowly_expressed	lowly_expressed	FIGF|2277	243.982
FIGNL1|63979	296.5368	FIGNL1|63979	219.0467
FIGNL2|401720	12.6778	FIGNL2|401720	24.9353
FIGN|55137	8.0396	FIGN|55137	210.9907
FILIP1L|11259	1275.5102	FILIP1L|11259	1427.0644
FILIP1|27145	32.1583	FILIP1|27145	163.4219
FIP1L1|81608	766.9079	FIP1L1|81608	562.9193
FIS1|51024	996.1565	FIS1|51024	1668.0733
lowly_expressed	lowly_expressed	FITM1|161247	5.7543
FITM2|128486	77.6129	FITM2|128486	156.1331
FIZ1|84922	398.8868	FIZ1|84922	348.7101
FJX1|24147	59.9876	FJX1|24147	136.5685
FKBP10|60681	2089.9814	FKBP10|60681	1427.8316
FKBP11|51303	444.3414	FKBP11|51303	339.1196
FKBP14|55033	332.7149	FKBP14|55033	282.3439
FKBP15|23307	1069.1466	FKBP15|23307	1231.0348
FKBP1AP1|2282	18.8621	FKBP1AP1|2282	25.7025
FKBP1A|2280	3252.0099	FKBP1A|2280	4832.1320000000005
FKBP1B|2281	25.974	FKBP1B|2281	39.8964
FKBP2|2286	1260.3587	FKBP2|2286	654.0712
FKBP3|2287	1711.1936	FKBP3|2287	720.8209
FKBP4|2288	12897.3408	FKBP4|2288	2433.6818
FKBP5|2289	854.3599	FKBP5|2289	4428.1193
FKBP7|51661	322.82	FKBP7|51661	258.9431
FKBP8|23770	6022.8819	FKBP8|23770	4761.8682
FKBP9L|360132	98.9487	FKBP9L|360132	82.4782
FKBP9|11328	5229.7464	FKBP9|11328	4173.7796
FKBPL|63943	85.9617	FKBPL|63943	131.5815
FKRP|79147	233.1478	FKRP|79147	325.3093
FKTN|2218	569.2641	FKTN|2218	396.2789
FLAD1|80308	2147.1861	FLAD1|80308	640.6445
FLCN|201163	437.5387	FLCN|201163	667.4978
lowly_expressed	lowly_expressed	FLG|2312	38.945
FLI1|2313	272.1088	FLI1|2313	1035.0053
FLII|2314	2879.7155	FLII|2314	4782.2001
FLJ10038|55056	103.7786	FLJ10038|55056	352.0399
lowly_expressed	lowly_expressed	FLJ10213|55096	9.9741
FLJ10357|55701	1028.1385	FLJ10357|55701	3124.9640000000004
FLJ10661|286042	28.4477	FLJ10661|286042	17.2629
FLJ11235|54508	25.3556	FLJ11235|54508	21.8663
FLJ12825|440101	11.7502	FLJ12825|440101	6.1379
FLJ13197|79667	16.71	FLJ13197|79667	41.8337
FLJ22536|401237	26.2832	FLJ22536|401237	35.293
FLJ23867|200058	2409.4001	FLJ23867|200058	678.6228
FLJ33630|644873	376.0049	FLJ33630|644873	512.5156
lowly_expressed	lowly_expressed	FLJ35024|401491	37.6062
FLJ35220|284131	198.825	FLJ35220|284131	214.8269
FLJ35390|255031	167.1181	FLJ35390|255031	71.054
FLJ35776|649446	316.945	FLJ35776|649446	82.0946
FLJ36031|168455	269.6351	FLJ36031|168455	553.9465
FLJ36777|730971	18.2437	FLJ36777|730971	11.8922
lowly_expressed	lowly_expressed	FLJ37201|283011	8.056000000000001
FLJ37307|283521	5.2566	lowly_expressed	lowly_expressed
FLJ37453|729614	91.8367	FLJ37453|729614	81.7109
lowly_expressed	lowly_expressed	FLJ37543|285668	9.5905
FLJ39582|439931	41.5925	FLJ39582|439931	66.4582
FLJ39653|202020	42.0532	FLJ39653|202020	85.1635
lowly_expressed	lowly_expressed	FLJ39739|388685	8.4396
FLJ40330|645784	27.8293	FLJ40330|645784	28.3878
FLJ40852|285962	43.9085	FLJ40852|285962	51.0214
FLJ42289|388182	38.961	FLJ42289|388182	18.7974
FLJ42627|645644	82.5819	FLJ42627|645644	78.4195
FLJ42709|441094	47.0006	FLJ42709|441094	186.8227
lowly_expressed	lowly_expressed	FLJ42875|440556	22.2499
FLJ43663|378805	89.363	FLJ43663|378805	84.3963
FLJ44606|401207	28.756999999999998	FLJ44606|401207	31.0732
FLJ44635|392490	5.2566	FLJ44635|392490	21.8663
FLJ45244|400242	38.6518	FLJ45244|400242	35.6766
FLJ45340|402483	315.0897	FLJ45340|402483	1077.9707
FLJ45445|399844	20.0989	FLJ45445|399844	14.5775
FLJ45983|399717	1075.7576	FLJ45983|399717	89.3833
FLJ90757|440465	375.6957	FLJ90757|440465	566.6059
FLNA|2316	29289.1156	FLNA|2316	47315.6229
FLNB|2317	6004.898	FLNB|2317	9237.8594
FLNC|2318	252.6283	FLNC|2318	1591.6371
FLOT1|10211	2074.2115	FLOT1|10211	3938.6209
FLOT2|2319	1948.9796	FLOT2|2319	3580.7039
FLRT1|23769	17.316	FLRT1|23769	5.3707
FLRT2|23768	100.4947	FLRT2|23768	832.0706
FLRT3|23767	9.8949	FLRT3|23767	247.8182
FLT1|2321	803.6487	FLT1|2321	1773.8563
FLT3LG|2323	61.8429	FLT3LG|2323	128.5125
FLT3|2322	985.4669	FLT3|2322	15.3448
FLT4|2324	104.2053	FLT4|2324	991.6563
FLVCR1|28982	536.1781	FLVCR1|28982	94.75399999999999
FLVCR2|55640	238.4045	FLVCR2|55640	118.1548
FLYWCH1|84256	623.0674	FLYWCH1|84256	780.2819999999999
FLYWCH2|114984	783.8589999999999	FLYWCH2|114984	301.1413
FMN1|342184	61.8429	FMN1|342184	73.6549
FMN2|56776	35.2505	FMN2|56776	8.056000000000001
FMNL1|752	616.8677	FMNL1|752	757.2341
FMNL2|114793	868.2746	FMNL2|114793	1799.5588
FMNL3|91010	998.0519	FMNL3|91010	1054.8192
FMO1|2326	280.1484	FMO1|2326	220.9648
FMO2|2327	14.2239	FMO2|2327	5267.095
FMO3|2328	30.303	FMO3|2328	143.4737
FMO4|2329	104.5145	FMO4|2329	111.6333
FMO5|2330	66.7904	FMO5|2330	205.62
FMOD|2331	1696.0421	FMOD|2331	7873.7892
FMR1|2332	871.9852	FMR1|2332	878.8722
FN1|2335	156028.1385	FN1|2335	16344.8739
FN3KRP|79672	837.9716	FN3KRP|79672	645.6315
FN3K|64122	593.3828	FN3K|64122	281.9603
FNBP1L|54874	2390.8472	FNBP1L|54874	1851.3475
FNBP1|23048	455.7823	FNBP1|23048	1250.983
FNBP4|23360	1157.6994	FNBP4|23360	1041.5268
FNDC1|84624	2873.8404	FNDC1|84624	351.0118
FNDC3A|22862	899.196	FNDC3A|22862	1876.2827
FNDC3B|64778	2176.2523	FNDC3B|64778	3401.5537
FNDC4|64838	124.3043	FNDC4|64838	758.4157
FNDC5|252995	54.731	FNDC5|252995	37.9783
FNDC8|54752	18.2437	FNDC8|54752	9.9741
FNIP1|96459	1093.3828	FNIP1|96459	1003.5485
FNIP2|57600	547.9283	FNIP2|57600	946.7728
FNTA|2339	1659.2455	FNTA|2339	1542.9174
FNTB|2342	771.5677	FNTB|2342	704.1527
FOLH1|2346	99.5671	FOLH1|2346	123.5255
lowly_expressed	lowly_expressed	FOLR1|2348	281.5767
FOLR2|2350	40.8163	FOLR2|2350	1171.5738
FOSB|2354	48.2375	FOSB|2354	1453.9177
FOSL1|8061	51.3296	FOSL1|8061	42.5818
FOSL2|2355	2563.0798	FOSL2|2355	2058.1183
FOS|2353	1207.1738	FOS|2353	12608.8041
FOXA1|3169	3021.0266	FOXA1|3169	1070.2983
FOXC1|2296	37.415	FOXC1|2296	426.5848
lowly_expressed	lowly_expressed	FOXC2|2303	17.2629
FOXD1|2297	75.4484	FOXD1|2297	7.2888
FOXD2|2306	93.0736	FOXD2|2306	16.8793
FOXD3|27022	26.2832	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FOXD4L2|100036519	7.6724
FOXD4|2298	16.6976	FOXD4|2298	7.6724
lowly_expressed	lowly_expressed	FOXE1|2304	13.4267
FOXF1|2294	14.5331	FOXF1|2294	11.5086
FOXF2|2295	49.4743	FOXF2|2295	60.9955
lowly_expressed	lowly_expressed	FOXI1|2299	200.63299999999998
lowly_expressed	lowly_expressed	FOXI2|399823	5.7543
FOXI3|344167	22.2635	lowly_expressed	lowly_expressed
FOXJ1|2302	31.2307	lowly_expressed	lowly_expressed
FOXJ2|55810	969.3878	FOXJ2|55810	1099.0697
FOXJ3|22887	1085.9617	FOXJ3|22887	1625.3956
FOXK1|221937	1382.8077	FOXK1|221937	1449.6979
FOXK2|3607	1741.4966	FOXK2|3607	1255.5865
FOXL1|2300	14.5331	FOXL1|2300	24.5516
FOXL2|668	62.7706	lowly_expressed	lowly_expressed
FOXM1|2305	1108.525	FOXM1|2305	34.8403
FOXN1|8456	13.6054	FOXN1|8456	6.5215
FOXN2|3344	317.5634	FOXN2|3344	504.07599999999996
FOXN3|1112	901.3605	FOXN3|1112	4196.4132
FOXO1|2308	328.0767	FOXO1|2308	1784.9813
FOXO3B|2310	526.5925	FOXO3B|2310	1027.3329
FOXO3|2309	1153.6797	FOXO3|2309	2136.3767
FOXO4|4303	200.0618	FOXO4|4303	1197.6599
FOXP1|27086	981.4471	FOXP1|27086	1437.8057
FOXP2|93986	25.6648	FOXP2|93986	85.9308
FOXP3|50943	110.1979	FOXP3|50943	12.8014
FOXP4|116113	795.9184	FOXP4|116113	1615.0379
FOXQ1|94234	18.5529	FOXQ1|94234	5.7543
FOXRED1|55572	504.9474	FOXRED1|55572	371.3436
FOXRED2|80020	947.4335	FOXRED2|80020	460.727
FOXS1|2307	30.9215	FOXS1|2307	24.168000000000003
FPGS|2356	575.1391	FPGS|2356	1363.3835
FPGT|8790	516.9357	FPGT|8790	366.4256
FPR1|2357	238.7137	FPR1|2357	716.6011
lowly_expressed	lowly_expressed	FPR2|2358	19.9482
FPR3|2359	1128.6333	FPR3|2359	519.8044
FRAS1|80144	66.4811	FRAS1|80144	326.8438
FRAT1|10023	77.9221	FRAT1|10023	128.5125
FRAT2|23401	382.8077	FRAT2|23401	260.4776
FREM1|158326	8.3488	FREM1|158326	579.649
lowly_expressed	lowly_expressed	FREM2|341640	15.7284
FRG1B|284802	211.812	FRG1B|284802	222.1157
FRG1|2483	592.7644	FRG1|2483	583.8688
FRK|2444	468.1509	FRK|2444	89.3833
lowly_expressed	lowly_expressed	FRMD1|79981	142.3228
FRMD3|257019	27.8293	FRMD3|257019	166.4908
FRMD4A|55691	545.8101	FRMD4A|55691	2016.4343
FRMD4B|23150	249.8454	FRMD4B|23150	813.2732
lowly_expressed	lowly_expressed	FRMD5|84978	5.3707
FRMD6|122786	1388.0643	FRMD6|122786	1955.3083
FRMD7|90167	6.1843	lowly_expressed	lowly_expressed
FRMD8|83786	1166.0482	FRMD8|83786	1039.9923
lowly_expressed	lowly_expressed	FRMPD1|22844	41.4309
FRMPD2|143162	12.6778	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FRMPD4|9758	6.5215
FRRS1|391059	110.6988	FRRS1|391059	81.7109
FRS2|10818	1236.8584	FRS2|10818	884.6265
FRS3|10817	43.9085	FRS3|10817	121.991
FRYL|285527	923.9332	FRYL|285527	1677.1842
FRY|10129	463.2035	FRY|10129	1124.0012
FRZB|2487	468.1509	FRZB|2487	277.7405
FSCN1|6624	1182.7458	FSCN1|6624	1605.0638
FSCN2|25794	37.1058	FSCN2|25794	13.4267
FSD1L|83856	146.8769	FSD1L|83856	59.0774
FSIP1|161835	808.5962	FSIP1|161835	17.2629
FSTL1|11167	10824.6753	FSTL1|11167	24244.7492
FSTL3|10272	674.0878	FSTL3|10272	2236.1178
FSTL4|23105	41.744	FSTL4|23105	12.2758
FST|10468	185.2195	FST|10468	167.2581
FTH1|2495	40208.4106	FTH1|2495	49509.9223
FTHL3|2498	264.9969	FTHL3|2498	260.8612
FTL|2512	86679.3445	FTL|2512	56360.2187
FTO|79068	1113.1725	FTO|79068	1890.0929999999998
FTSJ1|24140	768.7075	FTSJ1|24140	613.4075
FTSJ2|29960	1200.3711	FTSJ2|29960	581.1835
FTSJ3|117246	6053.5591	FTSJ3|117246	1348.0618
FTSJD1|55783	878.1694	FTSJD1|55783	671.7177
FTSJD2|23070	810.4515	FTSJD2|23070	1193.8237
FUBP1|8880	1822.2016	FUBP1|8880	1199.578
FUBP3|8939	779.2208	FUBP3|8939	1113.6473
FUCA1|2517	1678.1076	FUCA1|2517	834.7559
FUCA2|2519	5577.6129	FUCA2|2519	1277.0691
FUK|197258	706.2461	FUK|197258	363.2876
FUNDC1|139341	431.9728	FUNDC1|139341	208.3054
FUNDC2P2|388965	5.5659	lowly_expressed	lowly_expressed
FUNDC2|65991	1200.0588	FUNDC2|65991	1247.1468
FURIN|5045	2760.0495	FURIN|5045	3470.9888
FUS|2521	4167.9035	FUS|2521	3011.7963
FUT10|84750	180.5813	FUT10|84750	186.4391
FUT11|170384	254.1744	FUT11|170384	319.555
FUT1|2523	275.5102	FUT1|2523	184.1373
FUT2|2524	268.7075	FUT2|2524	84.7799
FUT3|2525	31.2307	FUT3|2525	56.7757
FUT4|2526	231.2523	FUT4|2526	264.1949
FUT5|2527	9.5424	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FUT6|2528	53.7067
FUT7|2529	7.8602	lowly_expressed	lowly_expressed
FUT8|2530	1035.6401	FUT8|2530	589.5924
lowly_expressed	lowly_expressed	FUT9|10690	51.405
FUZ|80199	69.8639	FUZ|80199	304.1143
FXC1|26515	400.7421	FXC1|26515	959.4322
FXN|2395	144.7124	FXN|2395	203.7019
FXR1|8087	3189.2393	FXR1|8087	2005.9461
FXR2|9513	539.8887	FXR2|9513	908.7945
lowly_expressed	lowly_expressed	FXYD1|5348	513.6664
FXYD3|5349	4870.4391	FXYD3|5349	752.6614
FXYD5|53827	1521.9542	FXYD5|53827	1564.0165
FXYD6|53826	493.8157	FXYD6|53826	1056.8716
FYB|2533	697.5881	FYB|2533	646.3988
FYCO1|79443	1273.6549	FYCO1|79443	3039.8005
FYN|2534	429.4991	FYN|2534	1153.1601
FYTTD1|84248	1859.9258	FYTTD1|84248	1688.3092
lowly_expressed	lowly_expressed	FZD10|11211	27.237
FZD1|8321	3070.8101	FZD1|8321	990.8889999999999
FZD2|2535	248.9177	FZD2|2535	111.6333
FZD3|7976	126.4688	FZD3|7976	127.7453
FZD4|8322	386.5739	FZD4|8322	8996.1063
FZD5|7855	218.6147	FZD5|7855	600.7481
FZD6|8323	810.1422	FZD6|8323	751.1269
FZD7|8324	913.7291	FZD7|8324	2064.2563
FZD8|8325	123.6858	FZD8|8325	520.9552
lowly_expressed	lowly_expressed	FZD9|8326	21.8663
