gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
EPM2AIP1|9852	1566.6493	EPM2AIP1|9852	1190.153
EPM2A|7957	103.8545	EPM2A|7957	369.3945
EPN1|29924	1422.8778	EPN1|29924	1120.4258
EPN2|22905	765.1324	EPN2|22905	1086.8929
EPN3|55040	481.4753	EPN3|55040	30.3393
EPOR|2057	50.5143	EPOR|2057	89.8949
EPPK1|83481	1800.8519	EPPK1|83481	117.0991
EPR1|8475	46.5261	EPR1|8475	8.1224
EPRS|2058	3391.8751	EPRS|2058	3545.4424
EPS15L1|58513	895.4805	EPS15L1|58513	693.0139999999999
EPS15|2060	2191.896	EPS15|2060	3830.2063
EPS8L1|54869	477.2363	EPS8L1|54869	18.0971
EPS8L2|64787	1233.8908	EPS8L2|64787	199.0685
EPS8|2059	1120.4986	EPS8|2059	3671.0579
EPSTI1|94240	172.3844	EPSTI1|94240	100.0665
EPT1|85465	1511.1754	EPT1|85465	545.0432
ERAL1|26284	750.2961	ERAL1|26284	847.3719
ERAP1|51752	2640.2615	ERAP1|51752	4051.4385
ERAP2|64167	1601.2674	ERAP2|64167	1379.1084
ERBB2IP|55914	3312.7479	ERBB2IP|55914	2105.6554
ERBB2|2064	9041.7034	ERBB2|2064	1008.6494
ERBB3|2065	7531.9269	ERBB3|2065	738.2568
ERBB4|2066	2309.8804	ERBB4|2066	221.9561
ERC1|23085	2214.5038	ERC1|23085	1850.6986
ERC2|26059	5.6519	lowly_expressed	lowly_expressed
ERCC1|2067	763.2779	ERCC1|2067	508.3167
ERCC2|2068	363.7134	ERCC2|2068	224.0852
ERCC3|2071	957.6519	ERCC3|2071	976.181
ERCC4|2072	723.4493	ERCC4|2072	412.5083
ERCC5|2073	2298.5765	ERCC5|2073	1973.4717
ERCC6L|54821	57.9325	ERCC6L|54821	11.7099
ERCC6|2074	569.0593	ERCC6|2074	394.4378
ERCC8|1161	173.7974	ERCC8|1161	264.5376
ERF|2077	880.2909	ERF|2077	356.6201
ERGIC1|57222	10351.5423	ERGIC1|57222	3599.2016
ERGIC2|51290	763.3662	ERGIC2|51290	740.9182
ERGIC3|51614	3611.9479	ERGIC3|51614	3024.3513
ERG|2078	246.9195	ERG|2078	1196.5403
ERH|2079	2449.4129	ERH|2079	1120.4258
ERI1|90459	360.6649	ERI1|90459	356.0878
ERI2|112479	1537.1284	ERI2|112479	502.81300000000005
ERI3|79033	682.8259	ERI3|79033	666.4005
ERICH1|157697	157.548	ERICH1|157697	218.7625
ERLEC1|27248	1841.122	ERLEC1|27248	1759.1484
ERLIN1|10613	1142.3999	ERLIN1|10613	1376.4471
ERLIN2|11160	2301.0492	ERLIN2|11160	2559.6806
ERMAP|114625	602.2857	ERMAP|114625	627.0126
ERMN|57471	18.3688	ERMN|57471	5.3227
ERMP1|79956	1757.9006	ERMP1|79956	1283.9654
ERN1|2081	345.8286	ERN1|2081	135.1963
ERO1LB|56605	190.0467	ERO1LB|56605	632.3353
ERO1L|30001	562.3688	ERO1L|30001	629.674
ERP27|121506	1017.7038	ERP27|121506	29.8071
ERP29|10961	2556.0934	ERP29|10961	1243.9122
ERP44|23071	1182.6701	ERP44|23071	1673.9854
ERRFI1|54206	1598.0882	ERRFI1|54206	7601.8629
lowly_expressed	lowly_expressed	ERVFRDE1|405754	22.8876
ESAM|90952	363.4909	ESAM|90952	1476.5136
ESCO1|114799	1083.0545	ESCO1|114799	558.8822
ESCO2|157570	27.5532	ESCO2|157570	13.3067
ESD|2098	1148.7584	ESD|2098	3685.9614
ESF1|51575	467.3454	ESF1|51575	507.2522
ESM1|11082	66.7636	ESM1|11082	12.7745
ESPL1|9700	24.0208	ESPL1|9700	9.0486
ESPN|83715	334.1714	ESPN|83715	20.7585
ESR1|2099	13924.2798	ESR1|2099	1169.9268
ESR2|2100	6.7117	ESR2|2100	269.328
ESRP1|54845	2046.7116	ESRP1|54845	322.5549
ESRP2|80004	698.722	ESRP2|80004	272.5216
ESRRA|2101	343.7091	ESRRA|2101	375.2495
ESRRB|2103	7.7714	lowly_expressed	lowly_expressed
ESRRG|2104	682.1194	ESRRG|2104	71.8563
ESYT1|23344	2082.7427	ESYT1|23344	11212.7745
ESYT2|57488	3838.3790000000004	ESYT2|57488	6818.8955
ESYT3|83850	5.6519	ESYT3|83850	12.7745
ETAA1|54465	454.6285	ETAA1|54465	377.3786
ETF1|2107	2753.2051	ETF1|2107	3240.4524
ETFA|2108	832.6026	ETFA|2108	4697.8044
ETFB|2109	372.6753	ETFB|2109	1438.1903
ETFDH|2110	658.8052	ETFDH|2110	1509.5143
ETHE1|23474	356.426	ETHE1|23474	365.1364
ETNK1|55500	2453.6518	ETNK1|55500	1327.4784
ETNK2|55224	287.5428	ETNK2|55224	132.5349
ETS1|2113	2445.1739	ETS1|2113	5591.4837
ETS2|2114	759.1272	ETS2|2114	2046.5735
ETV1|2115	234.2026	ETV1|2115	365.6687
ETV3L|440695	6.0052	ETV3L|440695	11.1776
ETV3|2117	306.6182	ETV3|2117	278.3766
ETV4|2118	36.0312	ETV4|2118	71.324
ETV5|2119	202.7636	ETV5|2119	674.9168
ETV6|2120	2797.0076	ETV6|2120	807.4518
ETV7|51513	82.3065	ETV7|51513	20.2262
EVC2|132884	69.9429	EVC2|132884	188.9554
EVC|2121	844.6271	EVC|2121	922.7518
EVI2A|2123	298.1402	EVI2A|2123	127.7445
EVI2B|2124	567.3143	EVI2B|2124	295.4092
EVI5L|115704	263.5221	EVI5L|115704	158.0838
EVI5|7813	519.2727	EVI5|7813	603.5928
EVL|51466	21247.4379	EVL|51466	806.3872
EVPLL|645027	6.0052	lowly_expressed	lowly_expressed
EVPL|2125	546.1195	EVPL|2125	37.7911
EWSR1|2130	2886.7323	EWSR1|2130	1951.8297
EXD2|55218	1613.9843	EXD2|55218	826.0812
EXD3|54932	229.9636	EXD3|54932	80.3726
EXO1|9156	16.6026	lowly_expressed	lowly_expressed
EXOC1|55763	1162.535	EXOC1|55763	1233.2668
EXOC2|55770	1474.4519	EXOC2|55770	796.8064
EXOC3L2|90332	26.1403	EXOC3L2|90332	32.4684
EXOC3L|283849	33.6326	EXOC3L|283849	62.8663
EXOC3|11336	1133.922	EXOC3|11336	1278.5096
EXOC4|60412	1965.4648	EXOC4|60412	1796.4072
EXOC5|10640	2172.8207	EXOC5|10640	2024.7505
EXOC6B|23233	253.6312	EXOC6B|23233	461.477
EXOC6|54536	1201.3921	EXOC6|54536	318.2967
EXOC7|23265	3661.6885	EXOC7|23265	2585.7618
EXOC8|149371	613.9428	EXOC8|149371	697.2721
EXOG|9941	76.3013	EXOG|9941	116.5669
EXOSC10|5394	1638.7116	EXOSC10|5394	1310.9779999999998
EXOSC1|51013	302.026	EXOSC1|51013	306.5868
EXOSC2|23404	313.3299	lowly_expressed	lowly_expressed
EXOSC3|51010	297.4338	EXOSC3|51010	209.1816
EXOSC4|54512	176.6234	EXOSC4|54512	77.7112
EXOSC5|56915	191.813	EXOSC5|56915	206.5203
EXOSC6|118460	130.7013	EXOSC6|118460	273.5862
EXOSC7|23016	333.4649	EXOSC7|23016	314.5709
EXOSC8|11340	432.1691	EXOSC8|11340	268.8011
EXOSC9|5393	322.3094	EXOSC9|5393	438.8503
EXPH5|23086	352.5402	EXPH5|23086	191.6168
EXT1|2131	902.1922	EXT1|2131	909.6474
EXT2|2132	1715.3661	EXT2|2132	2074.7838
EXTL1|2134	45.5688	EXTL1|2134	13.839
EXTL2|2135	238.0883	EXTL2|2135	578.5762
EXTL3|2137	897.9532	EXTL3|2137	1132.1357
EYA1|2138	327.1065	EYA1|2138	259.2149
EYA2|2139	83.7195	EYA2|2139	485.4291
EYA3|2140	228.9039	EYA3|2140	134.664
lowly_expressed	lowly_expressed	EYA4|2070	42.5815
EYS|346007	18.3688	EYS|346007	217.1657
EZH1|2145	1043.4909	EZH1|2145	2996.1411
EZH2|2146	303.0857	EZH2|2146	22.8876
EZR|7430	7047.2724	EZR|7430	1077.312
F10|2159	32.4987	F10|2159	216.1011
F11R|50848	4852.561	F11R|50848	3574.7172
F12|2161	23.3143	lowly_expressed	lowly_expressed
F13A1|2162	504.0831	F13A1|2162	1322.1557
F2RL1|2150	108.0935	F2RL1|2150	59.6141
F2RL2|2151	1118.7324	F2RL2|2151	51.0978
F2RL3|9002	63.5844	F2RL3|9002	61.7432
F2R|2149	1739.0337	F2R|2149	669.0619
F3|2152	650.3272	F3|2152	3898.8689
F5|2153	54.7532	F5|2153	43.1138
F7|2155	492.0727	lowly_expressed	lowly_expressed
F8A1|8263	82.3065	F8A1|8263	141.5835
F8|2157	379.0373	F8|2157	2960.4790000000003
FA2H|79152	32.4987	FA2H|79152	25.0166
FAAH2|158584	270.587	FAAH2|158584	27.678
FAAH|2166	896.187	FAAH|2166	261.344
FABP3|2170	44.1558	FABP3|2170	83.0339
FABP4|2167	109.5065	FABP4|2167	119234.0652
FABP5|2171	9.5377	FABP5|2171	584.4311
FABP7|2173	21.9013	FABP7|2173	40.4524
FADD|8772	349.7143	FADD|8772	199.0685
FADS1|3992	176.5704	FADS1|3992	1661.2109
FADS2|9415	1089.4659	FADS2|9415	357.6846
FADS3|3995	152.2493	FADS3|3995	950.0998
FAF1|11124	1023.0025	FAF1|11124	1068.7957
FAF2|23197	2317.2986	FAF2|23197	1606.3872
FAHD1|81889	664.7892	FAHD1|81889	489.155
FAHD2A|51011	258.9299	FAHD2A|51011	502.994
FAHD2B|151313	595.5740000000001	FAHD2B|151313	352.3619
FAH|2184	1467.7402	FAH|2184	4613.7059
FAIM2|23017	84.426	FAIM2|23017	25.5489
FAIM3|9214	427.80300000000005	FAIM3|9214	87.0259
FAIM|55179	211.2415	FAIM|55179	375.7818
FAM100A|124402	482.1818	FAM100A|124402	160.7452
FAM100B|283991	318.2753	FAM100B|283991	761.1444
FAM101A|144347	27.2	FAM101A|144347	9.5808
FAM101B|359845	336.2909	FAM101B|359845	881.9694
FAM102A|399665	3119.8752	FAM102A|399665	706.3207
FAM102B|284611	2487.5635	FAM102B|284611	723.8856
FAM103A1|83640	447.9169	FAM103A1|83640	246.9727
FAM104A|84923	725.9998	FAM104A|84923	664.3407
FAM104B|90736	197.4649	FAM104B|90736	204.9235
FAM105A|54491	2763.8025	FAM105A|54491	139.4544
FAM105B|90268	576.4987	FAM105B|90268	443.9122
lowly_expressed	lowly_expressed	FAM106A|80039	11.1776
FAM106C|100129396	8.4779	FAM106C|100129396	13.3067
FAM107A|11170	105.97399999999999	FAM107A|11170	1607.4518
FAM107B|83641	4404.6335	FAM107B|83641	2146.1078
FAM108A1|81926	228.1974	FAM108A1|81926	304.4578
FAM108B1|51104	367.0234	FAM108B1|51104	373.1204
FAM108C1|58489	383.626	FAM108C1|58489	141.0512
FAM109A|144717	307.3247	FAM109A|144717	134.1317
FAM109B|150368	244.4467	FAM109B|150368	164.4711
FAM10A4|145165	229.6104	FAM10A4|145165	676.5136
FAM110A|83541	407.6467	FAM110A|83541	60.6786
FAM110B|90362	424.6026	FAM110B|90362	367.2655
FAM110C|642273	12.3636	lowly_expressed	lowly_expressed
FAM111A|63901	2269.6103	FAM111A|63901	772.8543
FAM111B|374393	43.4493	FAM111B|374393	5.855
FAM113A|64773	464.5195	FAM113A|64773	456.1544
FAM113B|91523	120.1039	FAM113B|91523	130.4059
FAM114A1|92689	753.8285	FAM114A1|92689	800.0
FAM114A2|10827	645.0285	FAM114A2|10827	507.7844
FAM115A|9747	756.6545	FAM115A|9747	708.982
FAM115C|285966	633.9613	FAM115C|285966	273.98
FAM116A|201627	937.5168	FAM116A|201627	988.4232
FAM116B|414918	184.748	FAM116B|414918	79.3081
FAM117A|81558	702.961	FAM117A|81558	510.978
FAM117B|150864	625.2467	FAM117B|150864	394.9434
FAM118A|55007	244.0935	FAM118A|55007	162.8743
FAM118B|79607	274.4727	FAM118B|79607	216.1011
FAM119A|151194	149.7766	FAM119A|151194	155.4225
FAM119B|25895	359.6052	FAM119B|25895	352.8942
FAM120AOS|158293	1728.6871	FAM120AOS|158293	1753.3733
FAM120A|23196	6250.0969	FAM120A|23196	4308.6361
FAM120B|84498	1302.774	FAM120B|84498	1153.9587
FAM120C|54954	454.6285	FAM120C|54954	770.1929
FAM122A|116224	720.9766	FAM122A|116224	954.3580000000001
FAM122B|159090	1064.6857	FAM122B|159090	515.7685
FAM122C|159091	48.0416	FAM122C|159091	29.2748
FAM123B|139285	160.7273	FAM123B|139285	213.9721
FAM124A|220108	8.1247	FAM124A|220108	51.0978
FAM124B|79843	45.5688	FAM124B|79843	196.9395
FAM125A|93343	429.9013	FAM125A|93343	347.0393
FAM125B|89853	323.2208	FAM125B|89853	350.2329
FAM126A|84668	265.9948	FAM126A|84668	1096.4737
FAM126B|285172	837.9013	FAM126B|285172	1297.6713
FAM127A|8933	660.5714	FAM127A|8933	1555.2894
FAM127B|26071	381.1532	FAM127B|26071	744.1118
FAM127C|441518	188.987	FAM127C|441518	355.5556
FAM128A|653784	345.1221	FAM128A|653784	156.487
FAM128B|80097	945.9948	FAM128B|80097	458.8157
FAM129A|116496	4387.6777	FAM129A|116496	2851.8962
FAM129B|64855	2334.6077	lowly_expressed	lowly_expressed
FAM129C|199786	27.2	lowly_expressed	lowly_expressed
FAM131A|131408	235.9688	FAM131A|131408	245.9082
FAM131B|9715	53.3403	FAM131B|9715	58.0173
FAM133A|286499	5.6519	lowly_expressed	lowly_expressed
FAM133B|257415	193.9325	FAM133B|257415	127.7445
FAM134A|79137	2595.657	FAM134A|79137	2830.6055
FAM134B|54463	2003.2622	FAM134B|54463	1378.0439
FAM134C|162427	2090.1609	FAM134C|162427	2187.0925
FAM135A|57579	161.787	FAM135A|57579	409.3147
FAM136A|84908	723.0961	FAM136A|84908	469.9933
FAM13AOS|285512	126.4553	FAM13AOS|285512	79.3027
FAM13A|10144	929.3992	FAM13A|10144	8617.9694
FAM13B|51306	1314.0779	FAM13B|51306	1088.2023
FAM13C|220965	102.9997	FAM13C|220965	959.191
FAM149A|25854	43.0961	FAM149A|25854	510.4458
FAM149B1|317662	576.8519	FAM149B1|317662	886.2275
lowly_expressed	lowly_expressed	FAM150B|285016	15.9681
FAM151B|167555	36.3844	FAM151B|167555	23.9521
FAM154B|283726	219.3662	FAM154B|283726	8.5163
FAM155A|728215	26.8468	FAM155A|728215	27.1457
FAM155B|27112	16.2493	FAM155B|27112	14.9035
FAM156A|29057	535.1688	FAM156A|29057	694.0785
FAM157A|728262	116.2182	FAM157A|728262	14.3713
FAM157B|100132403	6.0052	lowly_expressed	lowly_expressed
FAM158A|51016	128.5818	FAM158A|51016	63.34
FAM159A|348378	19.4286	lowly_expressed	lowly_expressed
FAM160A1|729830	209.1221	FAM160A1|729830	70.2595
FAM160A2|84067	975.3142	FAM160A2|84067	675.4491
FAM160B1|57700	1211.9895	FAM160B1|57700	1713.3733
FAM160B2|64760	914.909	FAM160B2|64760	1061.8762
FAM161A|84140	115.1584	FAM161A|84140	217.6979
FAM161B|145483	539.7398	FAM161B|145483	151.6327
FAM162A|26355	764.4259	FAM162A|26355	875.5822
lowly_expressed	lowly_expressed	FAM162B|221303	127.7445
FAM164A|51101	157.9013	FAM164A|51101	582.8343
FAM164C|79696	129.6416	FAM164C|79696	16.5003
FAM165B|54065	239.148	FAM165B|54065	323.6194
FAM166B|730112	56.1662	FAM166B|730112	158.0838
FAM167A|83648	74.5351	FAM167A|83648	19.1617
FAM167B|84734	26.4935	FAM167B|84734	13.839
FAM168A|23201	362.0779	FAM168A|23201	393.8789
FAM168B|130074	3519.3972	FAM168B|130074	4038.3234
FAM169A|26049	160.374	FAM169A|26049	56.4205
FAM171A1|221061	208.0623	FAM171A1|221061	673.8523
FAM171A2|284069	10.5974	FAM171A2|284069	11.1776
FAM171B|165215	695.1896	FAM171B|165215	500.8649
FAM172A|83989	807.1688	FAM172A|83989	1182.7013
FAM173A|65990	151.8961	FAM173A|65990	44.1783
FAM173B|134145	383.2727	FAM173B|134145	230.4724
FAM174A|345757	585.3298	FAM174A|345757	341.7166
FAM174B|400451	1458.5558	FAM174B|400451	278.3766
FAM175A|84142	420.6074	FAM175A|84142	643.4438
FAM175B|23172	580.7376	FAM175B|23172	554.6241
FAM176A|84141	86.5455	FAM176A|84141	43.1138
FAM176B|55194	110.1777	FAM176B|55194	59.348
FAM177A1|283635	743.2311	FAM177A1|283635	680.2395
FAM177B|400823	14.4831	lowly_expressed	lowly_expressed
FAM178A|55719	1317.2571	FAM178A|55719	1000.6653
lowly_expressed	lowly_expressed	FAM178B|51252	64.4045
FAM179A|165186	16.6026	FAM179A|165186	7.984
FAM179B|23116	1720.6648	FAM179B|23116	756.8862
FAM180A|389558	46.2753	FAM180A|389558	174.0519
lowly_expressed	lowly_expressed	FAM180B|399888	54.8237
lowly_expressed	lowly_expressed	FAM181B|220382	10.1131
FAM182B|728882	43.8026	FAM182B|728882	31.9361
FAM183A|440585	60.4052	lowly_expressed	lowly_expressed
FAM184A|79632	20.8416	FAM184A|79632	526.4138
FAM184B|27146	26.9351	lowly_expressed	lowly_expressed
FAM185A|222234	163.2	FAM185A|222234	121.3573
FAM186A|121006	11.6571	FAM186A|121006	5.3227
FAM186B|84070	10.2442	FAM186B|84070	12.2422
FAM188A|80013	585.3298	FAM188A|80013	834.5975
FAM188B|84182	420.0704	FAM188B|84182	145.4531
lowly_expressed	lowly_expressed	FAM189A1|23359	10.1131
FAM189A2|9413	356.0727	FAM189A2|9413	439.1218
FAM189B|10712	514.3272	FAM189B|10712	535.4624
FAM18A|780776	28.8143	FAM18A|780776	17.2828
FAM18B2|201158	206.6493	FAM18B2|201158	266.6188
FAM18B|51030	376.2078	FAM18B|51030	663.2069
FAM190A|401145	89.3714	FAM190A|401145	55.356
FAM190B|54462	1301.7142	FAM190B|54462	2084.8969
FAM192A|80011	830.4831	FAM192A|80011	974.0519
FAM193A|8603	1064.6857	FAM193A|8603	675.4491
FAM193B|54540	718.1506	FAM193B|54540	552.495
FAM195A|84331	551.4182	FAM195A|84331	99.5343
FAM195B|348262	621.7143	FAM195B|348262	1169.3945
FAM196B|100131897	8.4779	FAM196B|100131897	238.9887
FAM198A|729085	152.6026	FAM198A|729085	95.8084
FAM198B|51313	17090.7835	FAM198B|51313	4375.7818
FAM199X|139231	826.5974	FAM199X|139231	633.9321
lowly_expressed	lowly_expressed	FAM19A1|407738	9.5808
FAM19A2|338811	21.5481	FAM19A2|338811	34.5975
FAM19A5|25817	9.1844	FAM19A5|25817	19.6939
FAM200A|221786	396.6961	FAM200A|221786	200.6653
FAM200B|285550	508.6753	FAM200B|285550	624.3513
FAM20A|54757	94.3169	FAM20A|54757	202.2621
FAM20B|9917	1414.3999	FAM20B|9917	2341.4504
FAM20C|56975	717.7974	FAM20C|56975	593.4797
FAM21A|387680	618.8883	FAM21A|387680	557.8177
FAM21B|55747	930.0987	FAM21B|55747	652.0293
FAM21C|253725	1407.335	FAM21C|253725	1683.0339
FAM22A|728118	135.6467	FAM22A|728118	51.0978
FAM22D|728130	201.3506	FAM22D|728130	141.5835
FAM22F|54754	12.3636	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM23A|653567	7.984
FAM24B|196792	15.7583	FAM24B|196792	18.3686
FAM26E|254228	131.4078	FAM26E|254228	450.2994
FAM26F|441168	132.1143	FAM26F|441168	21.2908
lowly_expressed	lowly_expressed	FAM27C|100132948	6.9195
FAM32A|26017	1327.5012	FAM32A|26017	1291.8164
FAM35A|54537	894.4207	FAM35A|54537	740.9182
FAM35B2|439965	94.6701	FAM35B2|439965	72.3886
FAM35B|414241	296.374	FAM35B|414241	240.0532
FAM36A|116228	680.2967	FAM36A|116228	571.7099
FAM38A|9780	1778.1346	FAM38A|9780	3761.4371
FAM38B|63895	144.4779	FAM38B|63895	147.9707
FAM3A|60343	435.2	FAM3A|60343	485.4291
FAM3B|54097	1223.2934	FAM3B|54097	101.1311
FAM3C|10447	819.8857	FAM3C|10447	1001.1976
lowly_expressed	lowly_expressed	FAM3D|131177	48.9687
FAM40A|85369	760.5402	FAM40A|85369	718.0306
FAM40B|57464	33.5584	FAM40B|57464	6.9195
FAM41C|284593	44.5091	FAM41C|284593	34.5975
FAM43A|131583	64.6442	FAM43A|131583	233.1337
FAM43B|163933	7.4182	FAM43B|163933	6.3872
FAM45A|404636	363.4909	FAM45A|404636	675.4491
FAM45B|55855	147.6571	FAM45B|55855	307.6514
FAM46A|55603	1067.1584	FAM46A|55603	1077.312
FAM46B|115572	170.6182	FAM46B|115572	222.4884
FAM46C|54855	1539.4493	FAM46C|54855	1146.507
FAM47E|100129583	439.3754	FAM47E|100129583	359.7977
FAM48A|55578	1752.6619	FAM48A|55578	812.7691
FAM49A|81553	83.3662	FAM49A|81553	533.8656
FAM49B|51571	1646.1298	FAM49B|51571	1396.1411
FAM50A|9130	654.9194	FAM50A|9130	620.6254
FAM50B|26240	199.5844	FAM50B|26240	151.1643
FAM53A|152877	28.9662	FAM53A|152877	9.5808
FAM53B|9679	2127.6969	FAM53B|9679	725.5675
FAM53C|51307	987.6779	FAM53C|51307	1165.6687
FAM54A|113115	19.0753	lowly_expressed	lowly_expressed
FAM54B|56181	1266.4955	FAM54B|56181	1705.9215
FAM55C|91775	1239.5428	FAM55C|91775	649.3679
lowly_expressed	lowly_expressed	FAM55D|54827	9.0486
FAM57A|79850	67.1169	FAM57A|79850	120.825
FAM57B|83723	10.5974	lowly_expressed	lowly_expressed
FAM58A|92002	137.7662	FAM58A|92002	162.342
FAM59A|64762	358.5454	FAM59A|64762	510.978
FAM5B|57795	162.4935	FAM5B|57795	7.4518
FAM5C|339479	364.5506	lowly_expressed	lowly_expressed
FAM60A|58516	527.0441	FAM60A|58516	556.2209
FAM63A|55793	786.6805	FAM63A|55793	1169.9268
FAM63B|54629	431.6675	FAM63B|54629	655.7552
FAM64A|54478	7.0649	lowly_expressed	lowly_expressed
FAM65A|79567	796.2181	FAM65A|79567	1371.1244
FAM65B|9750	266.348	FAM65B|9750	165.5356
FAM65C|140876	31.439	FAM65C|140876	290.0865
FAM66C|440078	18.0156	FAM66C|440078	17.0326
FAM69A|388650	464.1662	FAM69A|388650	878.7758
FAM69B|138311	159.173	FAM69B|138311	177.5489
FAM70A|55026	107.0338	FAM70A|55026	316.6999
FAM70B|348013	26.1403	FAM70B|348013	53.2269
FAM71D|161142	12.7169	FAM71D|161142	6.9195
FAM71E1|112703	36.9743	FAM71E1|112703	16.5216
FAM71E2|284418	198.2138	lowly_expressed	lowly_expressed
FAM71F2|346653	23.6675	FAM71F2|346653	6.3872
FAM72A|729533	5.6519	lowly_expressed	lowly_expressed
FAM72B|653820	16.9558	FAM72B|653820	16.5003
FAM72D|728833	7.4182	FAM72D|728833	5.3227
FAM73A|374986	1637.6519	FAM73A|374986	1184.8303
FAM73B|84895	477.9428	FAM73B|84895	337.4584
FAM76A|199870	300.613	FAM76A|199870	525.3493
FAM76B|143684	506.5558	FAM76B|143684	405.5888
FAM78A|286336	173.4441	FAM78A|286336	102.7279
FAM78B|149297	18.0156	FAM78B|149297	44.1783
lowly_expressed	lowly_expressed	FAM7A2|100288380	28.7425
lowly_expressed	lowly_expressed	FAM7A3|89837	83.5662
FAM81A|145773	21.1948	FAM81A|145773	14.3713
FAM81B|153643	286.1299	lowly_expressed	lowly_expressed
FAM82A1|151393	66.7636	FAM82A1|151393	140.519
FAM82A2|55177	1534.1506	FAM82A2|55177	893.6793
FAM82B|51115	658.0987	FAM82B|51115	1523.8856
FAM83A|84985	12.3636	lowly_expressed	lowly_expressed
FAM83B|222584	289.6623	FAM83B|222584	19.6939
FAM83D|81610	29.6727	FAM83D|81610	9.5808
FAM83E|54854	257.5169	lowly_expressed	lowly_expressed
FAM83F|113828	93.6104	FAM83F|113828	79.3081
FAM83G|644815	63.9377	FAM83G|644815	41.516999999999996
FAM83H|286077	2069.6726	FAM83H|286077	163.4065
FAM84A|151354	44.1558	FAM84A|151354	71.324
FAM84B|157638	3199.7089	FAM84B|157638	784.0319
FAM86A|196483	420.3495	FAM86A|196483	176.7505
FAM86B1|85002	63.2312	FAM86B1|85002	43.646
FAM86B2|653333	10.5974	lowly_expressed	lowly_expressed
FAM86C|55199	185.1013	FAM86C|55199	63.34
FAM86D|692099	202.7636	FAM86D|692099	199.6008
FAM89A|375061	33.9117	FAM89A|375061	2454.2914
FAM89B|23625	649.6207	FAM89B|23625	765.9348
FAM8A1|51439	1459.6155	FAM8A1|51439	2463.34
FAM91A1|157769	1414.3999	FAM91A1|157769	1083.167
FAM92A1|137392	31.7922	FAM92A1|137392	285.2961
FAM92B|339145	13.4234	lowly_expressed	lowly_expressed
FAM95B1|100133036	10.9506	FAM95B1|100133036	29.8071
FAM96A|84191	841.7869999999999	FAM96A|84191	479.5742
FAM96B|51647	213.0078	FAM96B|51647	505.6554
FAM98A|25940	789.8597	FAM98A|25940	714.3047
FAM98B|283742	347.2415	FAM98B|283742	298.6028
FAM98C|147965	221.4857	FAM98C|147965	147.4385
FANCA|2175	51.7365	FANCA|2175	12.5403
FANCB|2187	16.9558	FANCB|2187	8.5163
FANCC|2176	212.3013	FANCC|2176	113.9055
FANCD2|2177	212.3013	FANCD2|2177	83.0339
FANCE|2178	124.6961	FANCE|2178	431.67
FANCF|2188	645.0285	FANCF|2188	182.5682
FANCG|2189	200.2909	FANCG|2189	221.9561
FANCI|55215	387.2149	FANCI|55215	154.7838
FANCL|55120	263.5715	FANCL|55120	277.7379
FANCM|57697	285.0701	FANCM|57697	228.8756
FANK1|92565	598.0467	FANK1|92565	18.0971
FAP|2191	924.4467	FAP|2191	363.5396
FAR1|84188	2807.605	FAR1|84188	1535.5955
FAR2|55711	367.5568	FAR2|55711	114.8263
FARP1|10160	2473.4336	FARP1|10160	763.2735
FARP2|9855	1190.0882	FARP2|9855	292.7478
FARS2|10667	189.6935	FARS2|10667	211.3107
FARSA|2193	700.8415	FARSA|2193	438.0572
FARSB|10056	898.6597	FARSB|10056	1004.3912
FASLG|356	16.6026	FASLG|356	6.3872
FASN|2194	32073.7438	FASN|2194	39334.1317
FASTKD1|79675	482.8883	FASTKD1|79675	202.7944
FASTKD2|22868	960.4779	FASTKD2|22868	1103.9255
FASTKD3|79072	223.2519	FASTKD3|79072	140.519
FASTKD5|60493	366.3169	FASTKD5|60493	396.5403
FASTK|10922	1043.4909	FASTK|10922	629.674
FAS|355	404.1143	FAS|355	622.2222
FAT1|2195	1421.4649	FAT1|2195	5251.8962
FAT2|2196	334.1714	FAT2|2196	422.0892
FAT3|120114	34.2649	FAT3|120114	121.8896
FAT4|79633	379.38699999999994	FAT4|79633	1554.7572
FAU|2197	3429.3193	FAU|2197	4528.0106
FBF1|85302	240.6175	FBF1|85302	88.9208
FBLIM1|54751	868.987	FBLIM1|54751	431.67
FBLN1|2192	2707.283	FBLN1|2192	7577.3786
FBLN2|2199	1527.7921	FBLN2|2199	7609.847
FBLN5|10516	619.2415	FBLN5|10516	7155.8217
FBLN7|129804	192.5195	FBLN7|129804	484.3646
FBL|2091	1302.0675	FBL|2091	1468.5296
FBN1|2200	4822.5244	FBN1|2200	12344.9102
FBN2|2201	25.787	FBN2|2201	7.984
FBP1|2203	2645.4648	FBP1|2203	447.1058
FBRSL1|57666	482.1818	FBRSL1|57666	350.7651
FBRS|64319	2377.7038	FBRS|64319	764.8703
FBXL12|54850	270.2338	FBXL12|54850	400.7984
FBXL13|222235	44.8623	FBXL13|222235	10.6454
FBXL14|144699	706.1402	FBXL14|144699	575.9148
FBXL15|79176	86.1922	FBXL15|79176	73.4531
FBXL16|146330	1871.5012	FBXL16|146330	27.678
FBXL17|64839	1061.5064	FBXL17|64839	1560.6121
