gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
CLEC5A|23601	90.7536	CLEC5A|23601	19.3219
CLEC7A|64581	161.8686	CLEC7A|64581	99.83
lowly_expressed	lowly_expressed	CLEC9A|283420	20.7532
lowly_expressed	lowly_expressed	CLECL1|160365	16.8172
CLGN|1047	328.4981	CLGN|1047	41.5064
CLIC1|1192	5458.603	CLIC1|1192	4729.9401
CLIC2|1193	71.1151	CLIC2|1193	1203.3277
CLIC3|9022	130.0305	CLIC3|9022	32.2032
CLIC4|25932	9677.0066	CLIC4|25932	8538.8675
CLIC5|53405	37.4916	CLIC5|53405	571.7864
CLIC6|54102	60.9983	CLIC6|54102	195.0085
CLINT1|9685	2319.4227	CLINT1|9685	2034.529
CLIP1|6249	1390.1659	lowly_expressed	lowly_expressed
CLIP2|7461	252.0271	CLIP2|7461	431.1656
CLIP3|25999	199.3603	CLIP3|25999	1206.548
CLIP4|79745	58.0228	CLIP4|79745	1148.94
CLK1|1195	1100.3496	CLK1|1195	1660.9715
CLK2P|1197	7.7364	CLK2P|1197	11.8079
CLK2|1196	432.6415	CLK2|1196	523.8393
CLK3|1198	456.7433	lowly_expressed	lowly_expressed
CLK4|57396	253.8124	lowly_expressed	lowly_expressed
CLMN|79789	573.6815	CLMN|79789	1958.3147
CLN3|1201	2089.4146	CLN3|1201	829.3121
CLN5|1203	1519.8988	CLN5|1203	1197.2448
CLN6|54982	811.1285	CLN6|54982	544.9504
CLN8|2055	206.5015	CLN8|2055	436.5328
CLNS1A|1207	1537.1569	CLNS1A|1207	1653.0996
CLOCK|9575	800.1189999999999	CLOCK|9575	476.9657
CLP1|10978	282.675	CLP1|10978	281.5994
CLPB|81570	360.9313	CLPB|81570	166.3834
CLPP|8192	461.2066	CLPP|8192	293.0495
CLPTM1L|81037	2082.8684	CLPTM1L|81037	1662.0449
CLPTM1|1209	2921.0742	CLPTM1|1209	2184.8108
CLPX|10845	709.663	CLPX|10845	825.4763
CLSPN|63967	470.7283	lowly_expressed	lowly_expressed
CLSTN1|22883	11706.6131	CLSTN1|22883	5657.3933
CLSTN2|64084	1134.8657	CLSTN2|64084	448.3406
CLSTN3|9746	666.8154	CLSTN3|9746	856.2483
CLTA|1211	3520.3452	CLTA|1211	2252.7954
CLTB|1212	599.5685	CLTB|1212	456.5704
CLTCL1|8218	305.8841	CLTCL1|8218	107.3441
CLTC|1213	106375.6602	CLTC|1213	11222.1129
CLUAP1|23059	210.3697	CLUAP1|23059	576.438
CLUL1|27098	8.3315	CLUL1|27098	69.7737
CLU|1191	103675.0725	CLU|1191	32857.6796
lowly_expressed	lowly_expressed	CLVS1|157807	9.4821
CLYBL|171425	65.7591	CLYBL|171425	117.3629
lowly_expressed	lowly_expressed	CMA1|1215	308.0776
CMAH|8418	715.6141	CMAH|8418	432.23900000000003
CMAS|55907	707.8777	CMAS|55907	733.1604
CMBL|134147	7268.0205	CMBL|134147	858.0374
CMC1|152100	258.2757	CMC1|152100	103.0504
CMIP|80790	955.4415	CMIP|80790	1235.5309
CMKLR1|1240	154.1323	CMKLR1|1240	405.7608
CMPK1|51727	3418.2846	CMPK1|51727	5143.5728
CMPK2|129607	136.5767	CMPK2|129607	131.3176
CMTM1|113540	174.6634	CMTM1|113540	96.9675
CMTM3|123920	1095.5888	CMTM3|123920	1520.3507
CMTM4|146223	1768.6528	CMTM4|146223	1873.5128
lowly_expressed	lowly_expressed	CMTM5|116173	22.9001
CMTM6|54918	4145.5032	CMTM6|54918	3400.6620000000003
CMTM7|112616	80.3392	CMTM7|112616	1110.6539
CMTM8|152189	306.4792	CMTM8|152189	191.0725
CMYA5|202333	422.5247	lowly_expressed	lowly_expressed
CN5H6.4|150384	16.9605	lowly_expressed	lowly_expressed
CNBP|7555	9281.8567	CNBP|7555	9947.5803
CNDP2|55748	3547.1249	CNDP2|55748	2480.0072
CNFN|84518	36.3014	CNFN|84518	55.4611
lowly_expressed	lowly_expressed	CNGA1|1259	79.7925
CNGA3|1261	96.4071	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CNGA4|1262	7.1563
CNIH2|254263	74.3882	CNIH2|254263	5.725
CNIH3|149111	123.4843	CNIH3|149111	93.7472
CNIH4|29097	745.0718	CNIH4|29097	1075.9460000000001
CNIH|10175	1685.6356	CNIH|10175	1439.8426
CNKSR1|10256	603.4367	CNKSR1|10256	219.3398
CNKSR3|154043	119.3186	CNKSR3|154043	306.2886
CNN1|1264	253.2173	lowly_expressed	lowly_expressed
CNN2|1265	2747.3034	CNN2|1265	2999.9105
CNN3|1266	4289.8163	CNN3|1266	5568.2977
lowly_expressed	lowly_expressed	CNNM1|26507	83.0128
CNNM2|54805	210.0722	CNNM2|54805	192.5038
CNNM3|26505	973.2947	CNNM3|26505	868.414
CNNM4|26504	1325.2994	CNNM4|26504	589.3193
CNOT10|25904	800.4166	lowly_expressed	lowly_expressed
CNOT1|23019	4541.4833	CNOT1|23019	5961.0842
CNOT2|4848	1709.1423	lowly_expressed	lowly_expressed
CNOT3|4849	1011.6789	lowly_expressed	lowly_expressed
CNOT4|4850	658.4839999999999	CNOT4|4850	704.5353
CNOT6L|246175	1094.9937	CNOT6L|246175	2109.6699
CNOT6|57472	1724.3175	lowly_expressed	lowly_expressed
CNOT7|29883	721.5651	CNOT7|29883	2258.1626
CNOT8|9337	1325.8945	CNOT8|9337	1632.7042
CNO|55330	213.9403	CNO|55330	213.9726
CNPY2|10330	926.2813	lowly_expressed	lowly_expressed
CNPY3|10695	1107.4909	CNPY3|10695	774.309
CNPY4|245812	499.4213	CNPY4|245812	338.8496
CNP|1267	1545.652	CNP|1267	1449.9651
lowly_expressed	lowly_expressed	CNR1|1268	104.4816
CNRIP1|25927	97.0022	lowly_expressed	lowly_expressed
CNST|163882	819.7575	lowly_expressed	lowly_expressed
CNTD1|124817	21.1411	CNTD1|124817	50.5018
CNTFR|1271	9.2241	CNTFR|1271	469.0938
lowly_expressed	lowly_expressed	CNTF|1270	22.1845
CNTLN|54875	47.3109	CNTLN|54875	321.6746
CNTN1|1272	158.5956	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CNTN2|6900	13.5969
CNTN4|152330	35.4088	CNTN4|152330	269.4338
CNTNAP1|8506	52.0717	CNTNAP1|8506	235.7993
CNTNAP2|26047	312.4303	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CNTNAP3|79937	230.7899
CNTROB|116840	641.2259	lowly_expressed	lowly_expressed
COASY|80347	927.174	COASY|80347	905.9844
COBLL1|22837	1187.5325	COBLL1|22837	1690.3122
COBL|23242	1112.5493	COBL|23242	1079.1663
COBRA1|25920	1444.9156	COBRA1|25920	796.8512
lowly_expressed	lowly_expressed	COCH|1690	32.6756
COG1|9382	1461.4476	lowly_expressed	lowly_expressed
COG2|22796	1246.448	COG2|22796	711.6916
COG3|83548	859.9271	COG3|83548	919.9392
COG4|25839	1481.5145	COG4|25839	1076.6616
COG5|10466	1051.2415	lowly_expressed	lowly_expressed
COG6|57511	924.1985	COG6|57511	678.0571
COG7|91949	597.7832	COG7|91949	462.2954
COG8|84342	510.157	COG8|84342	435.6132
COIL|8161	2060.2544	COIL|8161	549.9597
COL10A1|1300	6847.8762	COL10A1|1300	10.7344
COL11A1|1301	8918.8425	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	COL11A2|1302	8.5875
COL12A1|1303	21648.4416	lowly_expressed	lowly_expressed
COL13A1|1305	20.5311	COL13A1|1305	11.45
COL14A1|7373	242.8029	lowly_expressed	lowly_expressed
COL15A1|1306	2020.9775	COL15A1|1306	3017.4434
COL16A1|1307	696.2732	COL16A1|1307	1173.9869
COL17A1|1308	133.3036	COL17A1|1308	5865.6409
COL18A1|80781	2104.5897	lowly_expressed	lowly_expressed
COL1A1|1277	162231.6447	lowly_expressed	lowly_expressed
COL1A2|1278	124984.9022	COL1A2|1278	71110.8328
lowly_expressed	lowly_expressed	COL21A1|81578	70.1315
COL22A1|169044	65.7591	COL22A1|169044	10.0188
lowly_expressed	lowly_expressed	COL23A1|91522	11.0922
COL24A1|255631	91.6462	COL24A1|255631	8.2297
COL25A1|84570	6.5462	COL25A1|84570	50.8096
COL27A1|85301	30.0528	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	COL28A1|340267	36.497
COL3A1|1281	113386.0001	lowly_expressed	lowly_expressed
COL4A1|1282	10419.1029	lowly_expressed	lowly_expressed
COL4A2|1284	7391.5049	lowly_expressed	lowly_expressed
COL4A3BP|10087	1554.1174	COL4A3BP|10087	1670.9902
lowly_expressed	lowly_expressed	COL4A3|1285	16.1016
COL4A4|1286	12.4972	COL4A4|1286	60.1127
COL4A5|1287	3271.2936	lowly_expressed	lowly_expressed
COL4A6|1288	309.4547	COL4A6|1288	416.853
COL5A1|1289	16327.0103	lowly_expressed	lowly_expressed
COL5A2|1290	16519.2293	COL5A2|1290	2308.2566
COL5A3|50509	457.9335	COL5A3|50509	178.5491
COL6A1|1291	5161.6455	COL6A1|1291	10486.09
COL6A2|1292	8939.6712	COL6A2|1292	15113.6953
COL6A3|1293	26252.771	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	COL6A6|131873	839.7889
COL7A1|1294	76.471	lowly_expressed	lowly_expressed
COL8A1|1295	1218.478	COL8A1|1295	381.7873
COL8A2|1296	1696.3475	COL8A2|1296	1390.8221
COL9A2|1298	332.3663	COL9A2|1298	121.6567
COL9A3|1299	16.0678	COL9A3|1299	16.4594
lowly_expressed	lowly_expressed	COLEC11|78989	10.0188
COLEC12|81035	139.5522	COLEC12|81035	2501.476
COLQ|8292	5.9511	COLQ|8292	40.0751
COMMD10|51397	543.3311	lowly_expressed	lowly_expressed
COMMD1|150684	335.9369	lowly_expressed	lowly_expressed
COMMD2|51122	534.7021	COMMD2|51122	1175.776
COMMD3|23412	1235.5337	COMMD3|23412	694.4986
COMMD4|54939	630.514	COMMD4|54939	398.6045
COMMD5|28991	735.0502	COMMD5|28991	265.0183
COMMD6|170622	934.9104	COMMD6|170622	2608.8201
COMMD7|149951	2854.4224	COMMD7|149951	1113.1586
COMMD8|54951	266.6072	COMMD8|54951	226.8539
COMMD9|29099	978.0555	lowly_expressed	lowly_expressed
COMP|1311	10954.1025	COMP|1311	70.1315
COMTD1|118881	90.456	COMTD1|118881	25.046999999999997
COMT|1312	5336.904	COMT|1312	1251.9903
COPA|1314	7534.4134	COPA|1314	6646.0327
COPB1|1315	6582.1558	COPB1|1315	3836.9693
COPB2|9276	7716.1348	lowly_expressed	lowly_expressed
COPE|11316	1912.9659	COPE|11316	823.6873
COPG2|26958	662.0546	lowly_expressed	lowly_expressed
COPG|22820	8284.1628	COPG|22820	3233.5629
COPS2|9318	1486.2754	COPS2|9318	2992.7543
COPS3|8533	1335.7138	COPS3|8533	1123.893
COPS4|51138	795.9533	COPS4|51138	1201.8964
COPS5|10987	1481.217	COPS5|10987	992.5754
COPS6|10980	1977.8323	COPS6|10980	1481.7068
COPS7A|50813	1412.7799	COPS7A|50813	1324.2687
COPS7B|64708	527.2633	COPS7B|64708	625.1006
COPS8|10920	1601.7020000000002	COPS8|10920	1307.4264
COPZ1|22818	5320.8361	COPZ1|22818	4295.5542
COPZ2|51226	432.9391	COPZ2|51226	547.455
COQ10A|93058	74.0906	COQ10A|93058	160.3006
COQ10B|80219	1056.9069	COQ10B|80219	456.2125
COQ2|27235	390.0915	COQ2|27235	177.4756
COQ3|51805	139.5522	COQ3|51805	134.1802
COQ4|51117	597.4857	COQ4|51117	473.7454
COQ5|84274	790.2998	COQ5|84274	637.9819
COQ6|51004	523.886	COQ6|51004	273.2659
COQ7|10229	537.9752	COQ7|10229	452.9922
COQ9|57017	472.5136	COQ9|57017	546.7394
CORIN|10699	63.3787	CORIN|10699	12.1657
CORO1A|11151	191.0288	CORO1A|11151	253.69
CORO1B|57175	4363.6093	CORO1B|57175	716.3431
CORO1C|23603	2470.2819	lowly_expressed	lowly_expressed
CORO2A|7464	2094.7705	CORO2A|7464	252.9743
CORO2B|10391	17.5556	CORO2B|10391	595.4021
CORO6|84940	15.1752	CORO6|84940	46.8736
CORO7|79585	321.8835	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CORT|1325	5.1203
COTL1|23406	1892.4347	lowly_expressed	lowly_expressed
COX10|1352	295.7673	COX10|1352	312.7292
COX11|1353	1715.2897	COX11|1353	761.9859
COX15|1355	730.6018	COX15|1355	1307.0722
COX16|51241	843.8593	COX16|51241	871.2765
COX17|10063	641.5235	COX17|10063	268.0025
COX18|285521	406.4569	COX18|285521	347.4372
COX19|90639	190.1242	COX19|90639	233.8277
COX4I1|1327	4421.3345	COX4I1|1327	3913.4091
COX4I2|84701	11.0094	COX4I2|84701	43.2955
COX4NB|10328	621.2899	COX4NB|10328	357.4559
COX5A|9377	1354.4596	COX5A|9377	1152.8759
COX5B|1329	1784.1256	COX5B|1329	973.6112
COX6A1|1337	3757.1971	COX6A1|1337	1489.9365
COX6B1|1340	2343.8221	COX6B1|1340	2462.8321
lowly_expressed	lowly_expressed	COX6B2|125965	12.8813
COX6C|1345	2783.3073	COX6C|1345	1389.3908
COX7A1|1346	54.1546	COX7A1|1346	351.3731
COX7A2L|9167	1690.3965	COX7A2L|9167	2447.4461
COX7A2|1347	1602.6185	COX7A2|1347	1257.7154
COX7B|1349	1552.3321	COX7B|1349	1253.0638
COX7C|1350	2116.4919	COX7C|1350	4050.4517
COX8A|1351	3465.0004	COX8A|1351	1221.934
CP110|9738	472.216	CP110|9738	646.9273
lowly_expressed	lowly_expressed	CPA1|1357	8.5875
CPA3|1359	89.5633	CPA3|1359	1462.027
CPA4|51200	72.0077	CPA4|51200	80.1503
CPA6|57094	220.4865	lowly_expressed	lowly_expressed
CPAMD8|27151	52.3693	CPAMD8|27151	419.3577
CPB1|1360	7.4388	lowly_expressed	lowly_expressed
CPD|1362	4307.3719	lowly_expressed	lowly_expressed
CPEB1|64506	10.7119	lowly_expressed	lowly_expressed
CPEB2|132864	937.8859	CPEB2|132864	701.6728
CPEB3|22849	69.3298	CPEB3|22849	196.4398
CPEB4|80315	642.4161	CPEB4|80315	910.9938
CPE|1363	828.0889999999999	CPE|1363	4338.4918
CPLX1|10815	53.857	CPLX1|10815	56.5346
CPM|1368	212.4526	CPM|1368	1169.3354
CPNE1|8904	2186.5149	CPNE1|8904	1918.7369
CPNE2|221184	643.0112	CPNE2|221184	846.5874
CPNE3|8895	4599.8661	CPNE3|8895	4459.7907
lowly_expressed	lowly_expressed	CPNE4|131034	5.725
CPNE5|57699	27.9699	CPNE5|57699	141.3364
CPNE7|27132	47.0133	lowly_expressed	lowly_expressed
CPNE8|144402	68.4371	CPNE8|144402	342.4278
CPOX|1371	234.769	CPOX|1371	279.4525
CPPED1|55313	784.6463	CPPED1|55313	579.6583
CPS1|1373	19.3409	lowly_expressed	lowly_expressed
CPSF1|29894	1207.4686	lowly_expressed	lowly_expressed
CPSF2|53981	1561.5562	CPSF2|53981	1336.4344
CPSF3L|54973	1003.645	CPSF3L|54973	869.4874
CPSF3|51692	767.0907	CPSF3|51692	715.2697
CPSF4|10898	279.4019	CPSF4|10898	286.9666
CPSF6|11052	1953.7306	CPSF6|11052	1698.1841
CPSF7|79869	2484.862	CPSF7|79869	2305.7519
CPT1A|1374	2119.7649	CPT1A|1374	1882.816
CPT1B|1375	92.277	CPT1B|1375	114.5111
CPT1C|126129	11.6046	CPT1C|126129	40.0751
CPT2|1376	913.189	CPT2|1376	536.005
CPVL|54504	145.8008	CPVL|54504	865.5515
CPXM1|56265	122.2941	CPXM1|56265	249.75400000000002
CPXM2|119587	23.2091	CPXM2|119587	3172.7346
CPZ|8532	140.7424	CPZ|8532	659.8086
lowly_expressed	lowly_expressed	CP|1356	783.5513
CR1|1378	5.6535	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CR2|1380	10.0188
lowly_expressed	lowly_expressed	CRABP1|1381	470.1673
CRABP2|1382	6733.0209	CRABP2|1382	4796.1356
CRADD|8738	254.7051	CRADD|8738	167.09900000000002
CRAMP1L|57585	679.3662	lowly_expressed	lowly_expressed
CRAT|1384	10049.8401	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CRB1|23418	11.45
lowly_expressed	lowly_expressed	CRB2|286204	47.946999999999996
CRB3|92359	341.88800000000003	CRB3|92359	61.9018
CRBN|51185	463.0395	CRBN|51185	1338.685
CRCP|27297	1766.2724	CRCP|27297	924.9486
CREB1|1385	1397.3071	CREB1|1385	1782.986
CREB3L1|90993	3379.9003	CREB3L1|90993	758.5652
CREB3L2|64764	2925.835	CREB3L2|64764	4609.3568
CREB3L4|148327	2922.8595	CREB3L4|148327	522.0503
CREB3|10488	1396.3699	CREB3|10488	894.8063
CREB5|9586	51.1791	CREB5|9586	1019.0536
CREBBP|1387	2263.4829	CREBBP|1387	3027.4622
CREBL2|1389	854.2736	CREBL2|1389	3454.3340000000003
CREBZF|58487	1099.4569999999999	CREBZF|58487	1010.8239
CREG1|8804	2951.127	CREG1|8804	4578.5848
CRELD1|78987	535.8923	CRELD1|78987	319.8855
CRELD2|79174	901.2869	CRELD2|79174	200.7335
CREM|1390	259.1683	CREM|1390	357.0981
lowly_expressed	lowly_expressed	CRHBP|1393	44.0111
lowly_expressed	lowly_expressed	CRHR1|1394	28.3317
CRIM1|51232	626.3483	CRIM1|51232	8037.2126
CRIP1|1396	11633.4152	CRIP1|1396	678.7727
CRIP2|1397	4243.9932	CRIP2|1397	1770.8203
lowly_expressed	lowly_expressed	CRIP3|401262	5.3672
CRIPAK|285464	163.3564	CRIPAK|285464	198.2288
CRIPT|9419	537.9752	CRIPT|9419	453.7078
CRISPLD1|83690	58.9154	CRISPLD1|83690	2123.9825
CRISPLD2|83716	1139.329	CRISPLD2|83716	2513.2838
CRKL|1399	3210.5929	CRKL|1399	2680.025
CRK|1398	1224.4291	CRK|1398	1115.6633
CRLF1|9244	993.2307	CRLF1|9244	42.222
CRLF3|51379	287.4358	CRLF3|51379	326.684
CRLS1|54675	878.3754	CRLS1|54675	1004.7410000000001
CRMP1|1400	60.1056	CRMP1|1400	207.4998
CRNKL1|51340	1966.8229	CRNKL1|51340	1019.4114
CROCCL1|84809	120.8659	CROCCL1|84809	224.8394
CROCCL2|114819	18.4483	CROCCL2|114819	92.3159
CROCC|9696	121.9966	lowly_expressed	lowly_expressed
CROT|54677	572.7888	CROT|54677	624.385
CRTAM|56253	5.6535	lowly_expressed	lowly_expressed
CRTAP|10491	4659.9717	CRTAP|10491	10018.4274
CRTC1|23373	260.9537	CRTC1|23373	318.4542
CRTC2|200186	703.4144	CRTC2|200186	805.7966
CRTC3|64784	777.2075	CRTC3|64784	1652.7417
CRY1|1407	639.7382	CRY1|1407	561.7676
CRY2|1408	920.0327	CRY2|1408	2119.3309
CRYAB|1410	163.9515	CRYAB|1410	4956.4362
CRYBA2|1412	8.629	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CRYBB1|1414	5.725
CRYBG3|131544	275.3195	CRYBG3|131544	1011.1387
lowly_expressed	lowly_expressed	CRYGS|1427	29.6985
CRYL1|51084	313.3229	CRYL1|51084	697.3789999999999
CRYM|1428	37.1941	CRYM|1428	39.7173
CRYZL1|9946	354.5369	CRYZL1|9946	535.3538
CRYZ|1429	1027.6813	CRYZ|1429	966.1079
CSAD|51380	291.30400000000003	CSAD|51380	286.6088
CSDAP1|440359	13.3899	CSDAP1|440359	61.1862
CSDA|8531	633.7871	CSDA|8531	4193.9351
CSDC2|27254	7.4388	CSDC2|27254	14.3126
CSDE1|7812	16707.8777	CSDE1|7812	22443.1523
CSE1L|1434	3866.1013	CSE1L|1434	2834.2428
CSF1R|1436	424.6076	lowly_expressed	lowly_expressed
CSF1|1435	204.1211	CSF1|1435	1097.4148
CSF2RA|1438	27.3748	CSF2RA|1438	171.7506
CSF2RB|1439	81.2319	CSF2RB|1439	285.1776
CSF3R|1441	80.0417	CSF3R|1441	167.4568
CSGALNACT1|55790	321.0593	CSGALNACT1|55790	793.6309
CSGALNACT2|55454	591.2371	CSGALNACT2|55454	707.3978
CSK|1445	959.0121	CSK|1445	565.7036
lowly_expressed	lowly_expressed	CSMD1|64478	13.9547
CSMD2|114784	46.4182	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CSN1S1|1446	1757.5812
lowly_expressed	lowly_expressed	CSN1S2A|286828	139.9052
lowly_expressed	lowly_expressed	CSN2|1447	10063.5119
lowly_expressed	lowly_expressed	CSN3|1448	377.4935
lowly_expressed	lowly_expressed	CSNK1A1L|122011	5.0094
CSNK1A1|1452	11036.226999999999	lowly_expressed	lowly_expressed
CSNK1D|1453	2826.75	CSNK1D|1453	2235.6204
CSNK1E|1454	3242.8625	CSNK1E|1454	1568.6484
CSNK1G1|53944	873.6145	CSNK1G1|53944	802.2184
CSNK1G2|1455	856.3565	CSNK1G2|1455	426.514
CSNK1G3|1456	858.1418	CSNK1G3|1456	882.7265
CSNK2A1P|283106	1165.5137	CSNK2A1P|283106	571.7864
CSNK2A1|1457	2655.6572	CSNK2A1|1457	1437.3379
CSNK2A2|1459	326.4152	CSNK2A2|1459	900.975
CSNK2B|1460	2081.8448	CSNK2B|1460	2558.7262
CSPG4|1464	510.8979	CSPG4|1464	370.3372
CSPG5|10675	66.3542	CSPG5|10675	12.1657
CSPP1|79848	271.3293	lowly_expressed	lowly_expressed
CSRNP1|64651	494.83	CSRNP1|64651	441.1844
CSRNP2|81566	1645.1685	CSRNP2|81566	772.5199
lowly_expressed	lowly_expressed	CSRNP3|80034	64.7643
CSRP1|1465	7344.7891	CSRP1|1465	17301.3686
CSRP2BP|57325	799.8215	lowly_expressed	lowly_expressed
CSRP2|1466	164.2491	lowly_expressed	lowly_expressed
CST1|1469	147.8837	lowly_expressed	lowly_expressed
CST3|1471	2455.1067	CST3|1471	9584.3993
CST4|1472	25.5895	lowly_expressed	lowly_expressed
CST5|1473	5.3559	lowly_expressed	lowly_expressed
CST6|1474	151.1567	CST6|1474	18.6063
CST7|8530	28.5651	CST7|8530	89.0956
CSTA|1475	13.6874	CSTA|1475	163.8787
CSTB|1476	3079.6697	CSTB|1476	2365.1489
CSTF1|1477	1112.5493	CSTF1|1477	727.7932
CSTF2T|23283	667.7081	CSTF2T|23283	941.0502
CSTF2|1478	599.8661	CSTF2|1478	173.8975
CSTF3|1479	642.7137	lowly_expressed	lowly_expressed
CS|1431	4628.7287	CS|1431	5005.8145
CT62|196993	262.1439	CT62|196993	24.3313
CTAGE1|64693	5.0584	lowly_expressed	lowly_expressed
CTAGE4|100128553	136.5767	CTAGE4|100128553	110.9223
CTAGE5|4253	1024.8039999999999	CTAGE5|4253	717.8746
CTAGE6|340307	22.614	CTAGE6|340307	19.6798
CTAGE9|643854	418.0614	CTAGE9|643854	389.6592
CTBP1|1487	2077.087	lowly_expressed	lowly_expressed
CTBP2|1488	2226.8839	CTBP2|1488	1828.7861
CTBS|1486	720.9641	CTBS|1486	535.2715
CTCFL|140690	12.9078	lowly_expressed	lowly_expressed
CTCF|10664	2730.938	CTCF|10664	1659.898
CTDP1|9150	297.8502	CTDP1|9150	217.9086
CTDSP1|58190	2631.5555	CTDSP1|58190	2871.8132
CTDSP2|10106	3806.2932	CTDSP2|10106	9473.1192
CTDSPL2|51496	706.3899	CTDSPL2|51496	886.3047
CTDSPL|10217	1487.7631	CTDSPL|10217	2614.5451
CTF1|1489	69.3298	CTF1|1489	261.5619
CTGF|1490	5449.0813	CTGF|1490	4579.6583
CTHRC1|115908	2024.8456	CTHRC1|115908	1093.4788
CTH|1491	102.6557	CTH|1491	88.38
CTLA4|1493	8.629	lowly_expressed	lowly_expressed
CTNNA1|1495	12785.8365	CTNNA1|1495	9609.0885
lowly_expressed	lowly_expressed	CTNNA3|29119	7.5141
CTNNAL1|8727	427.2856	CTNNAL1|8727	1019.4114
CTNNB1|1499	18340.1443	CTNNB1|1499	14053.3643
CTNNBIP1|56998	909.6184	CTNNBIP1|56998	882.0109
CTNNBL1|56259	1181.5815	CTNNBL1|56259	922.4439
CTNND1|1500	15626.2739	CTNND1|1500	12032.0422
CTNND2|1501	317.4887	CTNND2|1501	92.3159
CTNS|1497	423.8637	CTNS|1497	451.2246
CTPS2|56474	604.3294	CTPS2|56474	731.3713
CTPS|1503	670.9812	CTPS|1503	351.3731
CTR9|9646	2126.9062	CTR9|9646	1606.226
CTSA|5476	7170.6673	CTSA|5476	2056.9496
CTSB|1508	13885.8886	CTSB|1508	10727.2565
CTSC|1075	479.3573	CTSC|1075	2063.8698
CTSD|1509	24057.7252	CTSD|1509	7739.5116
CTSE|1510	51.4766	lowly_expressed	lowly_expressed
CTSF|8722	1530.6107	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CTSG|1511	382.1451
CTSH|1512	926.8764	CTSH|1512	1384.3814
CTSK|1513	3560.8123	CTSK|1513	14642.0968
CTSL1|1514	1671.0556	CTSL1|1514	1343.5907
CTSL2|1515	353.195	CTSL2|1515	124.1614
CTSO|1519	770.9589	CTSO|1519	2730.8346
CTSS|1520	617.7193	CTSS|1520	1958.3147
CTSW|1521	10.7119	CTSW|1521	115.21600000000001
CTSZ|1522	2045.9719	CTSZ|1522	2870.7398
CTTNBP2NL|55917	751.9155	CTTNBP2NL|55917	1207.6214
CTTNBP2|83992	19.0434	CTTNBP2|83992	240.4508
CTTN|2017	23633.7127	CTTN|2017	3251.8114
CTU1|90353	23.2091	CTU1|90353	24.3313
CTU2|348180	215.2972	CTU2|348180	75.4486
CTXN1|404217	259.4659	CTXN1|404217	59.0393
CUBN|8029	16.0678	lowly_expressed	lowly_expressed
CUEDC1|404093	821.8404	CUEDC1|404093	215.4039
CUEDC2|79004	275.2362	CUEDC2|79004	484.4798
CUL1|8454	1652.6073	CUL1|8454	1614.2159
CUL2|8453	888.1946	CUL2|8453	773.2355
CUL3|8452	3007.3644	CUL3|8452	2007.3352
CUL4A|8451	4471.3234	CUL4A|8451	1867.0722
CUL4B|8450	3253.1429	lowly_expressed	lowly_expressed
CUL5|8065	1005.1328	CUL5|8065	1174.7026
CUL7|9820	1392.7873	lowly_expressed	lowly_expressed
CUL9|23113	569.2182	CUL9|23113	554.2535
CUTA|51596	1071.7846	CUTA|51596	1986.2242
CUTC|51076	167.5073	CUTC|51076	451.2282
CUX1|1523	2281.0385	CUX1|1523	997.2269
lowly_expressed	lowly_expressed	CUX2|23316	7.8719
lowly_expressed	lowly_expressed	CUZD1|50624	23.537
CWC15|51503	750.1302	CWC15|51503	798.6403
CWC22|57703	838.8009	lowly_expressed	lowly_expressed
CWC25|54883	210.6673	CWC25|54883	337.7762
CWC27|10283	370.1555	lowly_expressed	lowly_expressed
CWF19L1|55280	254.7051	CWF19L1|55280	433.3125
CWF19L2|143884	341.88800000000003	CWF19L2|143884	782.8965
lowly_expressed	lowly_expressed	CWH43|80157	17.5329
CX3CL1|6376	1326.7872	CX3CL1|6376	5860.9894
CX3CR1|1524	102.0606	CX3CR1|1524	1813.7579
lowly_expressed	lowly_expressed	CXADRP3|440224	11.8079
CXADR|1525	478.4646	CXADR|1525	362.4653
CXCL10|3627	327.3079	CXCL10|3627	39.0017
CXCL11|6373	100.8703	CXCL11|6373	14.3126
CXCL12|6387	1154.5042	CXCL12|6387	19994.6328
CXCL13|10563	20.2336	lowly_expressed	lowly_expressed
CXCL14|9547	1173.5476	CXCL14|9547	19288.3084
CXCL16|58191	858.4393	CXCL16|58191	1885.3207
CXCL17|284340	587.0713	CXCL17|284340	283.3885
lowly_expressed	lowly_expressed	CXCL1|2919	16.8172
lowly_expressed	lowly_expressed	CXCL2|2920	389.6592
