gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
CBR3|874	614.8188	CBR3|874	426.1284
CBR4|84869	502.13300000000004	CBR4|84869	381.1927
CBS|875	140.5477	CBS|875	30.7339
CBWD1|55871	539.9013	CBWD1|55871	322.4771
CBWD2|150472	664.9702	CBWD2|150472	428.4404
CBWD3|445571	809.852	CBWD3|445571	153.86700000000002
CBWD6|644019	98.4453	CBWD6|644019	44.0367
CBX1|10951	1923.7079999999999	CBX1|10951	1028.8991
CBX2|84733	603.0549	CBX2|84733	65.5963
CBX3|11335	7352.4404	CBX3|11335	1652.7523
CBX4|8535	522.565	CBX4|8535	162.844
CBX5|23468	3437.5368	CBX5|23468	2101.8349
CBX6|23466	100.9219	CBX6|23466	733.945
CBX7|23492	257.5676	CBX7|23492	2373.8532
CBX8|57332	110.2092	CBX8|57332	40.8257
CBY1|25776	586.1149	CBY1|25776	473.8303
CC2D1A|54862	762.7963	CC2D1A|54862	633.945
CC2D1B|200014	689.1171	CC2D1B|200014	801.3761
CC2D2A|57545	330.0085	CC2D2A|57545	546.789
removed	removed	CC2D2B|387707	8.2569
CCAR1|55749	1148.5286	CCAR1|55749	952.7523
CCBE1|147372	20.432000000000002	CCBE1|147372	88.9908
CCBL1|883	83.5856	CCBL1|883	56.422
CCBL2|56267	657.8623	CCBL2|56267	431.5046
CCBP2|1238	26.0044	CCBP2|1238	479.8165
CCDC101|112869	403.6877	CCDC101|112869	241.7431
CCDC102A|92922	221.6567	CCDC102A|92922	117.4312
CCDC102B|79839	293.4785	CCDC102B|79839	87.6147
CCDC103|388389	91.0155	CCDC103|388389	50.4587
CCDC104|112942	796.2306	CCDC104|112942	504.5872
CCDC106|29903	175.2203	CCDC106|29903	184.8624
CCDC107|203260	367.4053	CCDC107|203260	1191.0229
CCDC109A|90550	1072.9919	CCDC109A|90550	562.3853
CCDC109B|55013	206.7971	CCDC109B|55013	402.7523
CCDC110|256309	58.8195	CCDC110|256309	8.7156
CCDC111|201973	261.3444	CCDC111|201973	237.3578
CCDC112|153733	182.6501	CCDC112|153733	161.0092
CCDC113|29070	155.4074	CCDC113|29070	163.7615
CCDC114|93233	41.4832	removed	removed
CCDC115|84317	847.0011	CCDC115|84317	770.1835
CCDC117|150275	728.7429	CCDC117|150275	642.2018
CCDC11|220136	24.147	removed	removed
CCDC120|90060	324.4361	CCDC120|90060	76.6055
CCDC121|79635	84.2048	CCDC121|79635	121.5596
CCDC122|160857	102.7794	CCDC122|160857	35.3211
CCDC123|84902	326.9127	CCDC123|84902	346.3303
CCDC124|115098	939.8741	CCDC124|115098	649.0826
CCDC125|202243	401.2111	CCDC125|202243	159.1743
CCDC126|90693	287.9061	CCDC126|90693	178.4404
CCDC127|133957	364.681	CCDC127|133957	372.9358
CCDC12|151903	427.2155	CCDC12|151903	315.5963
CCDC130|81576	440.8368	CCDC130|81576	249.0826
CCDC132|55610	346.1065	CCDC132|55610	461.4679
CCDC134|79879	49.5322	CCDC134|79879	39.9083
CCDC136|64753	34.6726	CCDC136|64753	51.8349
CCDC137|339230	633.3934	CCDC137|339230	256.422
CCDC138|165055	26.0044	CCDC138|165055	19.7248
CCDC13|152206	6.8107	CCDC13|152206	20.1835
removed	removed	CCDC141|285025	119.2661
CCDC142|84865	118.7349	CCDC142|84865	105.0046
CCDC144A|9720	18.6737	CCDC144A|9720	53.4266
CCDC144B|284047	23.3544	CCDC144B|284047	87.92200000000001
CCDC146|57639	138.6902	CCDC146|57639	175.6881
CCDC147|159686	16.7171	CCDC147|159686	6.422000000000001
CCDC148|130940	14.2405	removed	removed
CCDC149|91050	549.8078	CCDC149|91050	571.1009
CCDC14|64770	998.0744	CCDC14|64770	528.8991
CCDC150|284992	18.5746	CCDC150|284992	7.7982
CCDC151|115948	13.6214	CCDC151|115948	5.9633
CCDC152|100129792	98.662	CCDC152|100129792	207.4404
CCDC153|283152	26.0044	CCDC153|283152	7.3394
CCDC155|147872	26.0044	removed	removed
CCDC157|550631	22.3019	CCDC157|550631	5.9725
CCDC158|339965	5.5724	CCDC158|339965	20.1835
CCDC159|126075	463.1264	CCDC159|126075	99.0826
CCDC15|80071	59.4387	CCDC15|80071	74.7706
CCDC160|347475	7.4298	removed	removed
CCDC17|149483	6.8107	CCDC17|149483	14.2202
CCDC18|343099	59.4387	CCDC18|343099	84.4037
CCDC19|25790	107.7326	CCDC19|25790	10.0917
CCDC21|64793	440.8368	CCDC21|64793	167.4312
CCDC22|28952	471.2744	CCDC22|28952	394.4771
CCDC23|374969	317.6254	CCDC23|374969	387.6147
CCDC24|149473	204.9396	CCDC24|149473	27.8028
CCDC25|55246	756.6048	CCDC25|55246	1082.5688
CCDC28A|25901	396.2578	CCDC28A|25901	370.1835
CCDC28B|79140	77.3941	CCDC28B|79140	28.8991
CCDC30|728621	84.8239	CCDC30|728621	37.6147
CCDC34|91057	97.8262	CCDC34|91057	107.7982
CCDC36|339834	47.0556	CCDC36|339834	153.211
CCDC39|339829	13.8504	CCDC39|339829	26.1881
CCDC3|83643	1224.0652	CCDC3|83643	2891.7431
CCDC40|55036	94.1112	CCDC40|55036	46.788999999999994
CCDC41|51134	231.5632	CCDC41|51134	146.3303
CCDC43|124808	403.6877	CCDC43|124808	322.4771
CCDC45|90799	646.3956	CCDC45|90799	265.5963
CCDC46|201134	242.7079	CCDC46|201134	619.7248
CCDC47|57003	3851.75	CCDC47|57003	2647.2477
CCDC48|79825	233.4206	CCDC48|79825	50.4587
CCDC50|152137	1726.8174	CCDC50|152137	4160.5505
CCDC51|79714	223.5142	CCDC51|79714	202.7523
CCDC52|152185	555.9993	CCDC52|152185	201.8349
CCDC53|51019	485.4159	CCDC53|51019	428.4404
CCDC55|84081	708.93	CCDC55|84081	735.7798
CCDC56|28958	705.2151	CCDC56|28958	531.4908
CCDC57|284001	889.1035	CCDC57|284001	204.1284
CCDC58|131076	305.8615	CCDC58|131076	66.055
CCDC59|29080	403.6877	CCDC59|29080	281.6514
CCDC60|160777	10.5256	removed	removed
CCDC61|729440	81.109	CCDC61|729440	95.8716
CCDC64B|146439	398.1153	removed	removed
CCDC64|92558	428.4538	removed	removed
CCDC66|285331	196.6863	CCDC66|285331	241.8945
CCDC67|159989	17.3363	removed	removed
CCDC68|80323	5.5724	CCDC68|80323	63.3028
CCDC69|26112	115.1624	CCDC69|26112	7508.2569
CCDC6|8030	2443.7964	CCDC6|8030	1357.7982
CCDC71|64925	398.1153	CCDC71|64925	334.8624
CCDC72|51372	1323.1297	CCDC72|51372	665.5963
CCDC73|493860	31.6821	CCDC73|493860	36.7752
CCDC74A|90557	203.0821	CCDC74A|90557	31.1927
CCDC74B|91409	34.6726	CCDC74B|91409	11.9266
CCDC75|253635	48.9131	CCDC75|253635	252.2936
CCDC76|54482	230.975	CCDC76|54482	212.1697
CCDC77|84318	143.6435	CCDC77|84318	113.7615
CCDC78|124093	232.1823	removed	removed
CCDC7|221016	35.9109	CCDC7|221016	36.6972
CCDC80|151887	8160.4349	CCDC80|151887	27300.9174
CCDC81|60494	8.6681	CCDC81|60494	13.3028
CCDC82|79780	344.249	CCDC82|79780	693.578
CCDC84|338657	87.9197	CCDC84|338657	70.6422
CCDC85A|114800	104.0177	CCDC85A|114800	581.4128
CCDC85B|11007	327.5319	CCDC85B|11007	272.9358
CCDC85C|317762	776.5725	CCDC85C|317762	89.9908
CCDC86|79080	536.7932	CCDC86|79080	433.8807
CCDC87|55231	45.1982	removed	removed
CCDC88A|55704	980.7382	CCDC88A|55704	1965.1376
CCDC88B|283234	164.0755	CCDC88B|283234	227.5229
CCDC88C|440193	1157.8159	CCDC88C|440193	417.8899
CCDC89|220388	26.0044	CCDC89|220388	41.7431
CCDC8|83987	609.8656	CCDC8|83987	127.5229
CCDC90A|63933	378.3024	CCDC90A|63933	409.1743
CCDC90B|60492	672.3691	CCDC90B|60492	625.6193
CCDC91|55297	373.3492	CCDC91|55297	481.1927
CCDC92|80212	1216.0162	CCDC92|80212	1423.8532
CCDC93|54520	292.2402	CCDC93|54520	1150.0
CCDC94|55702	578.9079	CCDC94|55702	292.2018
CCDC96|257236	120.1157	CCDC96|257236	27.0642
CCDC97|90324	659.3978	CCDC97|90324	891.7431
CCDC99|54908	270.5698	CCDC99|54908	87.156
CCDC9|26093	330.6276	CCDC9|26093	304.5872
CCHCR1|54535	184.5076	CCHCR1|54535	171.1009
CCIN|881	39.0066	CCIN|881	26.6055
CCL11|6356	89.7772	removed	removed
removed	removed	CCL13|6357	398.6239
CCL14|6358	128.7714	CCL14|6358	2977.4358
removed	removed	CCL16|6360	9.633
removed	removed	CCL17|6361	5.0459
CCL18|6362	45.1982	CCL18|6362	1274.7706
removed	removed	CCL19|6363	231.1927
CCL20|6364	8.6681	removed	removed
removed	removed	CCL21|6366	375.2294
CCL22|6367	78.0133	CCL22|6367	166.055
removed	removed	CCL23|6368	20.6422
removed	removed	CCL24|6369	16.055
CCL26|10344	10.5256	removed	removed
CCL28|56477	26.6236	CCL28|56477	22.4771
CCL2|6347	854.431	CCL2|6347	1422.9358
CCL3L1|6349	54.7641	removed	removed
CCL3|6348	321.9595	CCL3|6348	106.42200000000001
CCL4L2|388372	121.354	CCL4L2|388372	19.7248
CCL4|6351	187.6033	CCL4|6351	95.8716
CCL5|6352	416.0707	CCL5|6352	170.6422
CCL7|6354	15.4788	removed	removed
CCL8|6355	234.0398	CCL8|6355	178.4404
CCM2|83605	1209.2056	CCM2|83605	1045.4128
CCNA1|8900	5.5724	removed	removed
CCNA2|890	163.6235	CCNA2|890	45.288999999999994
CCNB1IP1|57820	412.3558	CCNB1IP1|57820	306.8807
CCNB1|891	627.2019	CCNB1|891	66.055
CCNB2|9133	351.0597	CCNB2|9133	22.4771
CCNB3|85417	8.049	CCNB3|85417	18.8073
CCNC|892	1137.3838	CCNC|892	790.8257
CCND1|595	4248.7137	CCND1|595	3627.5229
CCND2|894	919.442	CCND2|894	1089.4495
CCND3|896	1216.6354	CCND3|896	1271.5596
CCNDBP1|23582	793.7539999999999	CCNDBP1|23582	1548.6239
CCNE1|898	34.6726	CCNE1|898	12.3853
CCNE2|9134	213.6882	CCNE2|9134	24.4495
CCNF|899	507.7054	CCNF|899	92.6606
CCNG1|900	1763.3474	CCNG1|900	2160.0917
CCNG2|901	1206.1098	CCNG2|901	1237.6147
CCNH|902	578.7222	CCNH|902	637.2202
CCNI2|645121	9.9746	removed	removed
CCNI|10983	4891.9269	CCNI|10983	6108.2569
CCNJL|79616	81.109	CCNJL|79616	24.7706
CCNJ|54619	165.933	CCNJ|54619	143.1193
CCNK|8812	1639.9812	CCNK|8812	767.3486
CCNL1|57018	1175.7713	CCNL1|57018	1149.0826
CCNL2|81669	2235.1419	CCNL2|81669	1492.2018
CCNO|10309	131.8796	removed	removed
CCNT1|904	105.8751	CCNT1|904	263.7615
CCNT2|905	662.4936	CCNT2|905	741.2844
CCNYL1|151195	648.8722	CCNYL1|151195	823.3945
CCNY|219771	2023.3916	CCNY|219771	2630.7339
CCPG1|9236	2884.1441	CCPG1|9236	3592.3394
CCR10|2826	13.0022	CCR10|2826	9.1743
CCR1|1230	403.6877	CCR1|1230	1119.7248
CCR2|729230	22.2895	CCR2|729230	33.945
CCR3|1232	7.4298	CCR3|1232	5.5046
CCR4|1233	21.0512	CCR4|1233	8.2569
CCR5|1234	243.3271	CCR5|1234	129.8165
CCR6|1235	30.2828	CCR6|1235	12.6193
CCR7|1236	32.8151	CCR7|1236	35.3211
CCR8|1237	16.098	removed	removed
CCRL1|51554	412.3558	CCRL1|51554	400.4587
CCRL2|9034	99.6836	CCRL2|9034	199.5413
CCRN4L|25819	153.5499	CCRN4L|25819	238.9908
CCS|9973	417.9282	CCS|9973	328.4404
CCT2|10576	3392.3386	CCT2|10576	1583.4862
CCT3|7203	6480.6731	CCT3|7203	2860.0917
CCT4|10575	3751.4473	CCT4|10575	2349.0826
CCT5|22948	3420.8196	CCT5|22948	3275.2294
CCT6A|908	3368.1916	CCT6A|908	2177.9817
CCT6B|10693	95.3495	CCT6B|10693	48.6239
CCT6P1|643253	61.2961	CCT6P1|643253	25.6881
CCT7|10574	4556.9652	CCT7|10574	3154.5872
CCT8|10694	3221.4524	CCT8|10694	1983.945
CD101|9398	37.1492	CD101|9398	21.1009
CD109|135228	2609.1102	CD109|135228	2180.7248
CD14|929	2349.6852	CD14|929	5727.5229
CD151|977	5031.2363	CD151|977	13514.6789
CD160|11126	11.7639	CD160|11126	11.4679
CD163L1|283316	250.7569	CD163L1|283316	1444.9541
CD163|9332	947.9231	CD163|9332	9623.3945
CD164L2|388611	5.5724	removed	removed
CD164|8763	8714.5767	CD164|8763	11943.1193
CD177|57126	4958.1762	CD177|57126	21.5596
CD180|4064	141.786	CD180|4064	351.3761
removed	removed	CD1C|911	22.0183
CD1D|912	23.5278	CD1D|912	39.4495
CD200R1|131450	19.8129	CD200R1|131450	205.9633
CD200|4345	617.9146	CD200|4345	316.9725
removed	removed	CD207|50489	12.844000000000001
CD209|30835	82.3473	CD209|30835	3133.4862
CD226|10666	14.2405	CD226|10666	18.3486
CD22|933	117.0199	CD22|933	93.1193
CD244|51744	12.3831	CD244|51744	32.5688
CD247|919	68.1068	CD247|919	55.9633
CD248|57124	3244.9802	CD248|57124	12713.3028
CD24|100133941	3623.9018	CD24|100133941	79.3578
CD274|29126	19.1937	CD274|29126	21.5596
CD276|80381	6270.7803	CD276|80381	2676.6055
CD27|939	66.9923	CD27|939	12.3349
CD28|940	76.1558	CD28|940	281.1927
CD2AP|23607	834.6181	CD2AP|23607	917.8899
CD2BP2|10421	1751.5835	CD2BP2|10421	1114.6789
CD2|914	221.6567	CD2|914	52.7523
CD300A|11314	313.9105	CD300A|11314	284.8624
CD300C|10871	37.7683	CD300C|10871	133.4862
CD300LB|124599	14.2405	CD300LB|124599	132.5688
CD300LF|146722	53.2471	CD300LF|146722	13.7615
removed	removed	CD300LG|146894	2911.4679
CD302|9936	1056.2748	CD302|9936	3587.156
CD320|51293	734.3153	CD320|51293	605.9633
CD33|945	105.256	CD33|945	328.8991
CD34|947	2415.9345	CD34|947	12101.3761
CD36|948	3347.1404	CD36|948	73520.6422
CD37|951	382.6365	CD37|951	442.6606
removed	removed	CD38|952	25.2294
CD3D|915	57.5812	CD3D|915	17.4312
CD3EAP|10849	331.2468	CD3EAP|10849	266.1697
CD3E|916	180.1735	CD3E|916	72.9358
CD3G|917	28.480999999999998	CD3G|917	11.4679
CD40LG|959	14.2405	CD40LG|959	19.2661
CD40|958	323.817	CD40|958	434.8624
CD44|960	8910.229	CD44|960	10437.6147
CD46|4179	5618.8123	CD46|4179	5239.9083
CD47|961	2345.3511	CD47|961	2676.1468
CD48|962	189.4608	CD48|962	97.7064
CD4|920	1337.9894	CD4|920	3756.422
CD52|1043	224.1333	CD52|1043	386.2385
CD53|963	870.5289	CD53|963	1560.5505
CD55|1604	8222.3502	CD55|1604	4547.7064
CD58|965	250.7569	CD58|965	358.2569
CD59|966	9780.1388	CD59|966	16810.5505
CD5|921	68.1068	CD5|921	29.3578
CD63|967	16803.808999999997	CD63|967	15096.3303
CD68|968	3315.5636	CD68|968	12040.367
CD69|969	43.9599	CD69|969	62.843999999999994
CD6|923	68.1068	CD6|923	46.3303
CD70|970	11.7639	CD70|970	140.8257
CD72|971	52.0088	CD72|971	59.1743
CD74|972	41937.7008	CD74|972	33353.211
CD79A|973	13.6214	CD79A|973	5.0459
CD79B|974	24.147	CD79B|974	61.0092
CD7|924	43.9599	CD7|924	23.8532
CD80|941	52.0088	CD80|941	7.3394
CD81|975	11158.9923	CD81|975	19213.7615
CD82|3732	731.2195	CD82|3732	550.0
CD83|9308	261.9017	CD83|9308	599.5413
CD84|8832	138.0711	CD84|8832	789.9083
CD86|942	309.5764	CD86|942	464.2202
CD8A|925	145.5009	CD8A|925	41.2844
CD8B|926	23.5278	CD8B|926	8.7156
CD93|22918	3300.704	CD93|22918	5432.1101
CD96|10225	92.8729	CD96|10225	100.9174
CD97|976	788.1816	CD97|976	2419.2661
CD99L2|83692	1102.0921	CD99L2|83692	3937.156
CD99|4267	5805.1774	CD99|4267	3168.8073
CD9|928	6572.9269	CD9|928	3187.156
CDADC1|81602	149.835	CDADC1|81602	263.3028
CDAN1|146059	400.5919	CDAN1|146059	245.8716
CDA|978	56.9621	CDA|978	121.1009
CDC123|8872	986.9916	CDC123|8872	729.8624
CDC14A|8556	110.8284	CDC14A|8556	184.4037
CDC14B|8555	338.0575	CDC14B|8555	1230.2752
removed	removed	CDC14C|168448	25.2294
CDC16|8881	1913.1824	CDC16|8881	1587.6147
CDC20|991	360.9661	CDC20|991	27.5229
CDC23|8697	935.54	CDC23|8697	662.8439999999999
CDC25A|993	69.9643	CDC25A|993	13.7615
CDC25B|994	1056.2748	CDC25B|994	737.6147
CDC25C|995	89.7895	removed	removed
CDC26|246184	87.9197	CDC26|246184	124.7706
CDC27|996	1765.8239999999998	CDC27|996	1977.9817
CDC34|997	828.4265	CDC34|997	509.1743
CDC37L1|55664	300.9083	CDC37L1|55664	471.1009
CDC37|11140	3318.6594	CDC37|11140	3044.4954
CDC40|51362	599.9591	CDC40|51362	664.6789
CDC42BPA|8476	2339.1596	CDC42BPA|8476	3076.6055
CDC42BPB|9578	3459.8263	CDC42BPB|9578	6482.1101
CDC42BPG|55561	250.7569	CDC42BPG|55561	6.8807
CDC42EP1|11135	2132.9817	CDC42EP1|11135	1236.2385
CDC42EP2|10435	273.0464	CDC42EP2|10435	1166.9725
CDC42EP3|10602	1012.315	CDC42EP3|10602	915.1376
CDC42EP4|23580	722.5514	CDC42EP4|23580	2603.6697
CDC42EP5|148170	150.4541	CDC42EP5|148170	94.9541
CDC42SE1|56882	2857.2357	CDC42SE1|56882	1808.5688
CDC42SE2|56990	977.0232	CDC42SE2|56990	988.9908
CDC42|998	6392.1343	CDC42|998	5851.8349
CDC45|8318	156.6457	CDC45|8318	6.8807
CDC5L|988	844.5245	CDC5L|988	1074.3119
CDC6|990	441.45599999999996	CDC6|990	27.0642
CDC73|79577	937.3975	CDC73|79577	1227.5229
CDC7|8317	276.1422	CDC7|8317	79.3578
CDCA2|157313	74.9175	CDCA2|157313	9.633
CDCA3|83461	152.3673	CDCA3|83461	10.4954
CDCA4|55038	595.6251	CDCA4|55038	125.2294
CDCA5|113130	317.0063	CDCA5|113130	31.6514
CDCA7L|55536	931.1564	CDCA7L|55536	207.3257
CDCA7|83879	99.0645	CDCA7|83879	6.8807
CDCA8|55143	255.09099999999998	CDCA8|55143	31.1927
CDCP1|64866	995.5978	CDCP1|64866	191.7431
CDH11|1009	12953.2973	CDH11|1009	813.3028
CDH13|1012	1170.8181	CDH13|1012	938.9908
removed	removed	CDH19|28513	11.9266
CDH1|999	6065.2216	removed	removed
removed	removed	CDH20|28316	29.8165
CDH23|64072	70.5834	CDH23|64072	616.5138
CDH24|64403	121.9731	CDH24|64403	94.4954
CDH26|60437	9.2873	CDH26|60437	30.2752
CDH2|1000	242.7079	removed	removed
CDH3|1001	183.8884	removed	removed
CDH5|1003	1890.8929	CDH5|1003	4658.2569
CDH6|1004	167.1713	CDH6|1004	148.1651
CDH8|1006	21.6704	removed	removed
CDHR3|222256	6.1915	CDHR3|222256	32.422
removed	removed	CDHR4|389118	10.0917
CDIPT|10423	2485.2796	CDIPT|10423	2214.2202
CDK10|8558	581.3845	CDK10|8558	462.844
CDK11A|728642	362.836	CDK11A|728642	474.0642
CDK11B|984	787.5501	CDK11B|984	776.3945
CDK12|51755	875.4822	CDK12|51755	1313.7615
CDK13|8621	1368.3279	CDK13|8621	994.4954
CDK14|5218	1348.515	CDK14|5218	515.1376
CDK15|65061	16.7171	CDK15|65061	20.1835
CDK16|5127	2916.21	CDK16|5127	1644.0367
CDK17|5128	642.6807	CDK17|5128	736.2385
CDK18|5129	503.9904	CDK18|5129	129.8165
CDK19|23097	652.3271	CDK19|23097	609.6927
CDK1|983	581.3845	CDK1|983	90.367
CDK20|23552	121.354	CDK20|23552	77.9817
CDK2AP1|8099	4293.206	CDK2AP1|8099	1788.9908
CDK2AP2|10263	1521.2586	CDK2AP2|10263	542.6606
CDK2|1017	719.4556	CDK2|1017	298.1651
CDK3|1018	79.9326	CDK3|1018	81.3853
CDK4|1019	2323.6807	CDK4|1019	1337.6147
CDK5R1|8851	163.4564	CDK5R1|8851	24.7706
CDK5RAP1|51654	385.7322	CDK5RAP1|51654	319.7248
CDK5RAP2|55755	1170.8181	CDK5RAP2|55755	1364.6789
CDK5RAP3|80279	1896.4653	CDK5RAP3|80279	1129.3578
CDK5|1020	316.3871	CDK5|1020	89.9083
CDK6|1021	624.7253	CDK6|1021	1143.1193
CDK7|1022	591.2909999999999	CDK7|1022	204.5872
CDK8|1024	153.5499	CDK8|1024	145.4128
CDK9|1025	1214.7779	CDK9|1025	1057.3394
CDKAL1|54901	229.0866	CDKAL1|54901	261.4679
CDKL1|8814	37.1492	CDKL1|8814	57.3394
CDKL2|8999	9.9064	removed	removed
CDKL3|51265	23.6764	CDKL3|51265	31.1468
CDKL5|6792	82.3473	CDKL5|6792	97.7064
CDKN1A|1026	1556.5503	CDKN1A|1026	1865.5963
CDKN1B|1027	1061.8472	CDKN1B|1027	1403.211
CDKN1C|1028	244.5654	CDKN1C|1028	938.9908
CDKN2AIPNL|91368	435.8836	CDKN2AIPNL|91368	226.6055
CDKN2AIP|55602	438.3602	CDKN2AIP|55602	458.7156
CDKN2A|1029	162.8372	CDKN2A|1029	72.4771
CDKN2BAS|100048912	11.1448	removed	removed
CDKN2B|1030	688.498	CDKN2B|1030	2683.4862
CDKN2C|1031	243.3271	CDKN2C|1031	591.7431
CDKN2D|1032	218.56099999999998	CDKN2D|1032	143.1193
CDKN3|1033	242.0888	CDKN3|1033	20.6422
CDNF|441549	19.8129	CDNF|441549	36.2385
CDO1|1036	60.677	CDO1|1036	2005.9633
CDON|50937	164.0755	CDON|50937	1881.6514
CDR1|1038	17.1691	CDR1|1038	72.6376
CDR2L|30850	991.8829	CDR2L|30850	528.8991
CDR2|1039	1218.4929	CDR2|1039	598.1651
CDRT15P|94158	5.5724	removed	removed
removed	removed	CDRT1|374286	5.2706
CDRT4|284040	179.1705	CDRT4|284040	239.4495
CDS1|1040	321.9595	CDS1|1040	105.9633
CDS2|8760	868.0523	CDS2|8760	954.1284
CDSN|1041	22.2895	CDSN|1041	10.5505
CDT1|81620	175.8394	CDT1|81620	13.3028
CDV3|55573	4462.8539	CDV3|55573	5492.6606
CDX1|1044	13.6214	removed	removed
CDYL2|124359	85.4431	CDYL2|124359	84.4037
CDYL|9425	542.9971	CDYL|9425	745.8716
CEACAM19|56971	65.6302	CEACAM19|56971	46.3303
CEACAM1|634	49.5322	CEACAM1|634	167.8899
removed	removed	CEACAM21|90273	11.0092
removed	removed	CEACAM3|1084	11.0092
removed	removed	CEACAM4|1089	5.0459
CEACAM5|1048	415.4516	removed	removed
CEACAM6|4680	140.5477	removed	removed
CEACAM7|1087	12.3831	removed	removed
CEBPA|1050	396.87699999999995	CEBPA|1050	5607.3394
CEBPB|1051	676.1149	CEBPB|1051	1086.6972
CEBPD|1052	440.2177	CEBPD|1052	1209.1743
CEBPG|1054	813.5669	CEBPG|1054	1565.5963
CEBPZ|10153	1255.0229	CEBPZ|10153	943.1193
CECR1|51816	1159.0542	CECR1|51816	2493.578
removed	removed	CECR2|27443	31.1927
CECR5|27440	535.5672	CECR5|27440	326.6055
CECR6|27439	42.1024	CECR6|27439	11.4679
CECR7|100130418	32.1959	CECR7|100130418	127.5229
CELF1|10658	1338.6085	CELF1|10658	2140.8257
CELF2|10659	728.7429	CELF2|10659	4761.9266
CELF4|56853	13.0022	CELF4|56853	9.1743
CELF5|60680	29.1002	removed	removed
CELF6|60677	33.88	CELF6|60677	63.0138
CELSR1|9620	775.1794	CELSR1|9620	196.78900000000002
CELSR2|1952	960.9253	CELSR2|1952	177.9817
CELSR3|1951	92.8729	CELSR3|1951	27.1468
CEL|1056	180.7926	CEL|1056	5.5046
CEMP1|752014	309.8922	CEMP1|752014	158.9954
CEND1|51286	5.5724	removed	removed
CENPA|1058	78.0133	CENPA|1058	22.0183
CENPBD1|92806	221.0376	CENPBD1|92806	235.7798
CENPB|1059	3373.1449	CENPB|1059	2170.6422
CENPC1|1060	398.7345	CENPC1|1060	421.1009
CENPE|1062	186.9842	CENPE|1062	80.7339
CENPF|1063	757.2239999999999	CENPF|1063	154.5872
CENPH|64946	172.1245	CENPH|64946	45.8716
CENPI|2491	29.1002	CENPI|2491	10.0917
CENPJ|55835	254.4718	CENPJ|55835	186.2385
CENPK|64105	61.9153	CENPK|64105	7.3394
CENPL|91687	151.6925	CENPL|91687	94.9541
CENPM|79019	87.9197	CENPM|79019	10.5505
CENPN|55839	234.5103	CENPN|55839	72.6606
CENPO|79172	111.5899	CENPO|79172	53.7339
CENPP|401541	200.6179	CENPP|401541	42.4633
CENPQ|55166	89.7772	CENPQ|55166	120.6422
CENPT|80152	333.7234	CENPT|80152	459.63300000000004
CENPV|201161	27.2427	CENPV|201161	84.8624
CENPW|387103	214.2269	CENPW|387103	42.2018
CEP110|11064	381.3982	CEP110|11064	588.9908
CEP120|153241	476.7477	CEP120|153241	823.8532
CEP135|9662	224.7525	CEP135|9662	172.9358
CEP152|22995	80.4899	CEP152|22995	263.3028
CEP164|22897	449.505	CEP164|22897	464.6789
removed	removed	CEP170L|645455	6.422000000000001
CEP170|9859	1332.4170000000001	CEP170|9859	1387.6147
CEP192|55125	584.4803	CEP192|55125	613.7615
CEP250|11190	631.5359	CEP250|11190	624.3119
CEP290|80184	650.5254	CEP290|80184	522.867
CEP350|9857	1341.0851	CEP350|9857	1947.7064
CEP55|55165	289.1444	CEP55|55165	39.4495
CEP57|9702	765.8921	CEP57|9702	712.3853
CEP63|80254	728.4395	CEP63|80254	840.8578
CEP68|23177	749.175	CEP68|23177	2040.8257
CEP70|80321	816.6626	CEP70|80321	126.6055
CEP72|55722	25.3853	CEP72|55722	26.6055
CEP76|79959	177.0777	CEP76|79959	113.3028
CEP78|84131	182.6501	CEP78|84131	196.78900000000002
CEP97|79598	170.8862	CEP97|79598	141.2844
CEPT1|10390	609.2464	CEPT1|10390	912.3853
CERCAM|51148	5431.209	CERCAM|51148	1246.789
CERKL|375298	70.2986	CERKL|375298	18.5688
CERK|64781	603.6741	CERK|64781	898.1651
CES1|1066	439.5985	CES1|1066	8138.5321
CES2|8824	663.7319	CES2|8824	1228.8991
CES3|23491	180.1735	CES3|23491	22.9358
removed	removed	CES4|51716	86.6972
CES8|283848	57.5812	CES8|283848	30.7339
CETN2|1069	1341.0851	CETN2|1069	609.633
CETN3|1070	272.4273	CETN3|1070	204.5872
removed	removed	CETN4P|729338	9.633
CETP|1071	50.7705	CETP|1071	75.2294
CFB|629	2532.3848	CFB|629	2490.4817
CFDP1|10428	1054.4173	CFDP1|10428	719.7248
CFD|1675	198.1289	CFD|1675	22185.7798
CFHR3|10878	11.7639	CFHR3|10878	19.2661
CFH|3075	4747.6642	CFH|3075	6241.7431
CFI|3426	528.1374	CFI|3426	661.4679
CFL1|1072	19746.6426	CFL1|1072	9022.9358
CFL2|1073	467.4604	CFL2|1073	1584.8624
CFLAR|8837	854.431	CFLAR|8837	2585.7798
CFP|5199	14.2405	CFP|5199	451.8349
CG030|116828	30.9576	CG030|116828	45.4128
CGGBP1|8545	1803.5923	CGGBP1|8545	2440.8257
CGNL1|84952	336.2	CGNL1|84952	318.3486
CGN|57530	178.31599999999997	removed	removed
CGREF1|10669	124.8831	CGREF1|10669	151.8761
CGRRF1|10668	262.5208	CGRRF1|10668	237.6147
CH25H|9023	31.5768	CH25H|9023	36.2385
