gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
DNAJC12|56521	1050.2656	DNAJC12|56521	440.4149
DNAJC13|23317	1214.9571	DNAJC13|23317	1658.3738
DNAJC14|85406	2136.8451	DNAJC14|85406	1304.7334
DNAJC15|29103	592.971	DNAJC15|29103	445.0569
DNAJC16|23341	792.3989	DNAJC16|23341	1038.0794
DNAJC17|55192	272.17	DNAJC17|55192	216.0586
DNAJC18|202052	136.9023	DNAJC18|202052	277.6529
DNAJC19|131118	561.0952	DNAJC19|131118	452.3101
DNAJC1|64215	2765.4271	DNAJC1|64215	586.6396
DNAJC21|134218	1086.6367	DNAJC21|134218	1193.0079
DNAJC22|79962	390.2738	DNAJC22|79962	164.2127
DNAJC24|120526	285.8766	DNAJC24|120526	306.5438
DNAJC25|548645	247.2293	DNAJC25|548645	212.6641
DNAJC27|51277	113.6085	DNAJC27|51277	285.1962
DNAJC28|54943	32.6931	DNAJC28|54943	48.7416
DNAJC2|27000	597.168	DNAJC2|27000	516.4401
DNAJC30|84277	310.9931	DNAJC30|84277	318.561
DNAJC3|5611	1280.3433	DNAJC3|5611	3282.8026
DNAJC4|3338	572.2844	DNAJC4|3338	579.5256
DNAJC5|80331	2184.716	DNAJC5|80331	1926.7426
DNAJC6|9829	62.5255	DNAJC6|9829	57.6514
DNAJC7|7266	2040.8051	DNAJC7|7266	1422.5778
DNAJC8|22826	2085.8194	DNAJC8|22826	1707.1154
DNAJC9|23234	738.6269	DNAJC9|23234	572.7134
DNAL1|83544	564.3645	DNAL1|83544	637.9923
DNAL4|10126	326.9309	DNAL4|10126	547.7624
DNALI1|7802	1043.3183	DNALI1|7802	815.5509
DNASE1L1|1774	865.3944	DNASE1L1|1774	360.1102
DNASE1L2|1775	17.9812	DNASE1L2|1775	8.7039
DNASE1L3|1776	23.7025	DNASE1L3|1776	56.575
DNASE1|1773	135.6763	DNASE1|1773	55.1244
DNASE2|1777	2114.4258	DNASE2|1777	1361.8626
DND1|373863	67.1353	DND1|373863	51.7792
lowly_expressed	lowly_expressed	DNER|92737	52.2231
DNHD1|144132	50.6743	DNHD1|144132	171.4659
DNLZ|728489	171.2301	DNLZ|728489	64.9888
DNM1L|10059	1915.4066	DNM1L|10059	1353.4489
DNM1P35|100128285	11.4426	DNM1P35|100128285	28.1425
DNM1|1759	475.6845	DNM1|1759	387.0313
DNM2|1785	2192.5541	DNM2|1785	1862.3370000000002
DNM3|26052	55.9869	DNM3|26052	75.1433
DNMBP|23268	1389.8978	DNMBP|23268	1294.5615
DNMT1|1786	1838.1692	DNMT1|1786	1472.6917
DNMT3A|1788	428.6882	DNMT3A|1788	497.28
DNMT3B|1789	89.0887	DNMT3B|1789	66.1493
DNPEP|23549	1621.9861	DNPEP|23549	1280.3365
DNTTIP1|116092	663.2611	DNTTIP1|116092	333.3575
DNTTIP2|30836	1615.4475	DNTTIP2|30836	1387.6841
DOC2A|8448	9.5219	DOC2A|8448	16.6708
DOC2B|8447	26.9718	DOC2B|8447	40.618
DOCK10|55619	393.9518	DOCK10|55619	718.648
DOCK11|139818	509.1949	DOCK11|139818	376.8768
DOCK1|1793	2097.262	DOCK1|1793	3014.4339
DOCK2|1794	280.3433	DOCK2|1794	304.0545
DOCK3|1795	6.5386	DOCK3|1795	15.9571
DOCK4|9732	407.8463	DOCK4|9732	712.5553
DOCK5|80005	243.9722	DOCK5|80005	496.1195
DOCK6|57572	1131.9984	DOCK6|57572	638.5726
DOCK7|85440	671.0257	DOCK7|85440	1277.4353
DOCK8|81704	378.8312	DOCK8|81704	1153.9566
DOCK9|23348	1325.2963	DOCK9|23348	3103.7934
DOHH|83475	294.2378	DOHH|83475	139.5518
DOK1|1796	544.7487	DOK1|1796	245.7387
DOK2|9046	100.1226	DOK2|9046	77.1741
DOK3|79930	146.7103	DOK3|79930	73.1124
DOK4|55715	745.4025	DOK4|55715	416.6244
DOK5|55816	54.7609	DOK5|55816	60.0566
DOK6|220164	59.6649	DOK6|220164	79.4952
DOK7|285489	403.351	DOK7|285489	109.0883
DOLK|22845	803.8414	DOLK|22845	304.3447
DOLPP1|57171	700.4495	DOLPP1|57171	368.7532
DOM3Z|1797	255.3903	DOM3Z|1797	221.1852
DONSON|29980	278.5615	DONSON|29980	127.5375
DOPEY1|23033	343.1998	DOPEY1|23033	1103.9066
DOPEY2|9980	1223.9477	DOPEY2|9980	1441.0677
DOT1L|84444	494.483	DOT1L|84444	522.8055
DPAGT1|1798	667.0086	DPAGT1|1798	814.579
DPCD|25911	332.501	DPCD|25911	233.9508
DPEP1|1800	33.9191	lowly_expressed	lowly_expressed
DPEP2|64174	20.0245	DPEP2|64174	17.4077
DPF2|5977	1299.5505	DPF2|5977	1189.8165
DPF3|8110	5.3126	DPF3|8110	18.8583
DPH1|1801	570.0613	DPH1|1801	646.0956
DPH2|1802	420.9236	DPH2|1802	391.0931
DPH3B|100132911	17.1639	DPH3B|100132911	22.0498
DPH3|285381	589.293	DPH3|285381	479.5822
DPH5|51611	261.1361	DPH5|51611	503.6948
DPM1|8813	568.4512	DPM1|8813	453.4707
DPM2|8818	1241.1116	DPM2|8818	505.1135
DPM3|54344	210.0531	DPM3|54344	198.4478
DPP3|10072	1482.2231	DPP3|10072	564.5898
DPP4|1803	323.253	DPP4|1803	283.4554
DPP6|1804	7.3559	DPP6|1804	118.6625
DPP7|29952	1485.4924	DPP7|29952	1335.1708
DPP8|54878	451.1647	DPP8|54878	764.1982
DPP9|91039	1998.3653	DPP9|91039	886.6323
DPT|1805	1603.5962	DPT|1805	1831.0002
DPY19L1|23333	883.1222	DPY19L1|23333	551.8242
lowly_expressed	lowly_expressed	DPY19L2P2|349152	23.2103
lowly_expressed	lowly_expressed	DPY19L2P4|442523	41.1982
DPY19L2|283417	12.2599	DPY19L2|283417	127.0762
DPY19L3|147991	292.6032	DPY19L3|147991	706.1725
DPY19L4|286148	737.6379	DPY19L4|286148	1370.2763
DPY30|84661	607.3641	DPY30|84661	514.7052
DPYD|1806	414.385	DPYD|1806	1010.8073
DPYSL2|1808	2530.8541	DPYSL2|1808	2995.8657
DPYSL3|1809	8642.0106	DPYSL3|1809	3726.6991
DPYSL4|10570	21.6592	DPYSL4|10570	38.0068
lowly_expressed	lowly_expressed	DPYS|1807	12.7656
DQX1|165545	14.7119	lowly_expressed	lowly_expressed
DR1|1810	1408.6637	DR1|1810	1388.2643
DRAM1|55332	947.6911	DRAM1|55332	1174.4397
DRAM2|128338	1046.1789999999999	DRAM2|128338	997.7515
DRAP1|10589	1278.7086	DRAP1|10589	618.2636
DRD2|1813	8.5819	DRD2|1813	96.3226
DRD4|1815	20.4332	lowly_expressed	lowly_expressed
DRG1|4733	952.1864	DRG1|4733	1156.4517
DRG2|1819	636.2893	DRG2|1819	641.4739
DRP2|1821	82.5501	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DSC1|1823	77.4643
DSC2|1824	453.208	DSC2|1824	1993.7622
DSC3|1825	95.6273	DSC3|1825	1092.0432
lowly_expressed	lowly_expressed	DSCAML1|57453	23.7905
DSCC1|79075	161.0135	DSCC1|79075	90.8102
DSCR3|10311	920.3106	DSCR3|10311	936.2443
DSCR6|53820	47.8136	DSCR6|53820	12.1854
DSEL|92126	1532.4888	DSEL|92126	577.3555
DSE|29940	801.3609	DSE|29940	753.2255
lowly_expressed	lowly_expressed	DSG1|1828	151.7371
DSG2|1829	1689.8161	DSG2|1829	5658.8787
DSG3|1830	34.7364	DSG3|1830	424.4578
DSN1|79980	570.9031	DSN1|79980	255.313
DSP|1832	12084.1847	DSP|1832	21568.7242
DSTN|11034	6458.5206	DSTN|11034	9956.6258
DSTYK|25778	899.8774	DSTYK|25778	1134.9822
DST|667	2540.2534	DST|667	15691.3034
DTD1|92675	253.7801	DTD1|92675	405.3093
lowly_expressed	lowly_expressed	DTHD1|401124	7.2532
DTL|51514	569.6772	DTL|51514	98.3535
DTNA|1837	671.0257	DTNA|1837	691.3759
DTNBP1|84062	465.4679	DTNBP1|84062	273.0108
DTNB|1838	245.6069	DTNB|1838	649.3073
DTWD1|56986	384.9612	DTWD1|56986	476.9711
DTWD2|285605	330.6089	DTWD2|285605	342.6416
DTX1|1840	243.5635	DTX1|1840	145.6444
DTX2|113878	417.6543	DTX2|113878	326.6846
DTX3L|151636	2028.0834	DTX3L|151636	1565.0482
DTX3|196403	295.0552	DTX3|196403	595.6336
DTX4|23220	469.1459	DTX4|23220	1020.6716
DTYMK|1841	501.4303	DTYMK|1841	246.6091
DULLARD|23399	1798.5288	DULLARD|23399	1583.8108
DUOX1|53905	35.9624	DUOX1|53905	159.2805
DUOX2|50506	8.1733	DUOX2|50506	30.4635
DUOXA1|90527	10.613	DUOXA1|90527	38.5523
DUS1L|64118	1068.2468	DUS1L|64118	945.5284
DUS2L|54920	219.8611	DUS2L|54920	132.8788
DUS3L|56931	243.1549	DUS3L|56931	214.9851
DUS4L|11062	156.5836	DUS4L|11062	137.8574
DUSP10|11221	428.6882	DUSP10|11221	251.5413
DUSP11|8446	531.2628	DUSP11|8446	497.8603
DUSP12|11266	189.2113	DUSP12|11266	214.695
DUSP13|51207	19.6159	lowly_expressed	lowly_expressed
DUSP14|11072	407.8463	DUSP14|11072	405.5995
DUSP15|128853	34.7364	DUSP15|128853	34.2351
DUSP16|80824	871.2709	DUSP16|80824	2911.4383
DUSP18|150290	154.4667	DUSP18|150290	151.4209
DUSP19|142679	60.4822	DUSP19|142679	135.7801
DUSP1|1843	2231.7123	DUSP1|1843	3367.8103
DUSP22|56940	589.7017	DUSP22|56940	805.6865
DUSP23|54935	582.7544	DUSP23|54935	374.8459
DUSP26|78986	5.3126	DUSP26|78986	6.9631
DUSP27|92235	5.3126	DUSP27|92235	7.8335
DUSP28|285193	69.8815	DUSP28|285193	101.8351
DUSP2|1844	126.2771	DUSP2|1844	87.6188
DUSP3|1845	1807.9281	DUSP3|1845	1346.4858
DUSP4|1846	212.9138	DUSP4|1846	1043.3017
lowly_expressed	lowly_expressed	DUSP5P|574029	7.8335
DUSP5|1847	719.2481	DUSP5|1847	1246.1014
DUSP6|1848	1295.4638	DUSP6|1848	1376.6592
DUSP7|1849	473.2325	DUSP7|1849	507.1444
DUSP8|1850	268.492	DUSP8|1850	180.75
lowly_expressed	lowly_expressed	DUSP9|1852	29.0128
DUT|1854	883.1426	DUT|1854	871.6559
DVL1|1855	850.8378	DVL1|1855	701.8206
DVL2|1856	625.6641	DVL2|1856	693.4068
DVL3|1857	2894.9734	DVL3|1857	1963.5889
DYDC2|84332	10.2166	DYDC2|84332	6.9283
DYM|54808	424.6016	DYM|54808	990.4983
DYNC1H1|1778	9852.4724	DYNC1H1|1778	12078.6248
DYNC1I1|1780	24.9285	DYNC1I1|1780	46.1304
DYNC1I2|1781	1969.3502	DYNC1I2|1781	2221.2229
DYNC1LI1|51143	1061.7082	DYNC1LI1|51143	814.6805
DYNC1LI2|1783	3258.6841	DYNC1LI2|1783	4012.7656
DYNC2H1|79659	243.1549	DYNC2H1|79659	1254.5151
DYNC2LI1|51626	454.8427	DYNC2LI1|51626	486.2552
DYNLL1|8655	6047.8136	DYNLL1|8655	2637.2670000000003
DYNLL2|140735	1619.5341	DYNLL2|140735	1891.9272
DYNLRB1|83658	2679.6077	DYNLRB1|83658	1218.8293
DYNLRB2|83657	22.0678	DYNLRB2|83657	37.1364
DYNLT1|6993	1358.398	DYNLT1|6993	908.9722
DYNLT3|6990	1137.7197	DYNLT3|6990	765.3587
DYRK1A|1859	1753.5758	DYRK1A|1859	2190.7594
DYRK1B|9149	668.5738	DYRK1B|9149	417.4947
DYRK2|8445	984.8794	DYRK2|8445	608.9795
DYRK3|8444	310.9931	DYRK3|8444	200.4787
DYRK4|8798	192.4806	DYRK4|8798	261.6958
DYSF|8291	777.2783	DYSF|8291	548.6328
DYX1C1|161582	107.9199	DYX1C1|161582	91.9707
DZIP1L|199221	37.5971	DZIP1L|199221	66.4394
DZIP1|22873	248.3163	DZIP1|22873	382.4269
DZIP3|9666	233.7556	DZIP3|9666	520.1277
E2F1|1869	355.5374	E2F1|1869	60.0566
E2F2|1870	136.085	E2F2|1870	33.945
E2F3|1871	453.6167	E2F3|1871	338.8699
E2F4|1874	777.687	E2F4|1874	648.7271
E2F5|1875	97.2538	E2F5|1875	141.4579
E2F6|1876	351.4508	E2F6|1876	297.9618
E2F7|144455	73.5595	E2F7|144455	12.1854
E2F8|79733	133.63299999999998	E2F8|79733	17.988
E4F1|1877	629.3421	E4F1|1877	325.524
EAF1|85403	1326.5223	EAF1|85403	856.459
EAF2|55840	49.0396	EAF2|55840	45.26
EAPP|55837	819.7793	EAPP|55837	948.7198
EARS2|124454	477.7278	EARS2|124454	761.587
EBAG9|9166	486.7184	EBAG9|9166	598.825
EBF1|1879	555.7826	EBF1|1879	570.6825
EBF2|64641	35.9624	EBF2|64641	35.3957
EBF3|253738	167.1434	EBF3|253738	176.1079
EBF4|57593	336.7389	EBF4|57593	435.1926
EBI3|10148	17.1639	EBI3|10148	24.6609
EBNA1BP2|10969	1316.3057	EBNA1BP2|10969	884.3113
EBPL|84650	288.1079	EBPL|84650	626.6773
EBP|10682	750.7152	EBP|10682	363.82099999999997
ECD|11319	646.5059	ECD|11319	725.6111
ECE1|1889	6395.1778	ECE1|1889	11226.8079
ECE2|9718	157.3355	ECE2|9718	72.5321
lowly_expressed	lowly_expressed	ECEL1|9427	85.0076
ECH1|1891	2018.3899	ECH1|1891	1809.8208
ECHDC1|55862	915.4066	ECHDC1|55862	935.9542
ECHDC2|55268	630.568	ECHDC2|55268	1452.6728
ECHDC3|79746	259.9101	ECHDC3|79746	399.7969
ECHS1|1892	2680.425	ECHS1|1892	1726.8441
ECM1|1893	12455.2513	ECM1|1893	306.6657
ECM2|1842	1025.7458	ECM2|1842	878.2186
ECSCR|641700	161.0135	ECSCR|641700	174.3672
ECSIT|51295	447.4867	ECSIT|51295	622.3254
ECT2L|345930	15.1206	ECT2L|345930	19.1485
ECT2|1894	1158.9702	ECT2|1894	517.589
EDA2R|60401	88.2714	EDA2R|60401	257.3439
EDARADD|128178	292.6032	EDARADD|128178	651.0481
lowly_expressed	lowly_expressed	EDAR|10913	44.9699
EDA|1896	64.1602	EDA|1896	134.9097
EDC3|80153	859.0110000000001	EDC3|80153	805.1063
EDC4|23644	1284.5076	EDC4|23644	1105.0671
EDEM1|9695	1248.0588	EDEM1|9695	1930.2241
EDEM2|55741	753.5758	EDEM2|55741	554.1452
EDEM3|80267	1166.7348	EDEM3|80267	1807.7899
EDF1|8721	4985.2881	EDF1|8721	2474.7951
EDIL3|10085	638.3327	EDIL3|10085	329.0056
EDN1|1906	183.8987	EDN1|1906	477.8414
EDN2|1907	60.8909	EDN2|1907	13.3459
EDN3|1908	11.4426	EDN3|1908	606.0782
EDNRA|1909	1555.3739	EDNRA|1909	641.4739
EDNRB|1910	389.8651	EDNRB|1910	884.8916
EEA1|8411	793.6248	EEA1|8411	1092.9136
EED|8726	468.3286	EED|8726	375.7163
EEF1A1P9|441032	4644.4626	EEF1A1P9|441032	8727.3519
EEF1A1|1915	55286.4732	EEF1A1|1915	163382.4675
EEF1A2|1917	2252.9628	EEF1A2|1917	148.5457
EEF1B2|1933	2740.9072	EEF1B2|1933	4577.3555
lowly_expressed	lowly_expressed	EEF1DP3|196549	6.582999999999999
EEF1D|1936	7990.6007	EEF1D|1936	6296.3661
EEF1E1|9521	334.6955	EEF1E1|9521	226.5903
EEF1G|1937	12576.6244	EEF1G|1937	25981.5768
EEF2K|29904	1090.3147	EEF2K|29904	1836.2225
EEF2|1938	35802.2068	EEF2|1938	69054.3265
EEFSEC|60678	360.9195	EEFSEC|60678	336.3052
EEPD1|80820	262.3621	EEPD1|80820	319.7215
lowly_expressed	lowly_expressed	EFCAB1|79645	79.4952
EFCAB2|84288	365.3453	EFCAB2|84288	156.3792
EFCAB4A|283229	865.9583	EFCAB4A|283229	1457.0247
EFCAB4B|84766	62.9342	EFCAB4B|84766	290.4185
EFCAB6|64800	19.6159	EFCAB6|64800	134.6196
EFCAB7|84455	87.8627	EFCAB7|84455	159.5706
EFEMP1|2202	1470.3719	EFEMP1|2202	4026.4017
EFEMP2|30008	1777.6870000000001	EFEMP2|30008	1040.9806
EFHA1|221154	1114.0172	EFHA1|221154	1088.2716
EFHA2|286097	27.7891	EFHA2|286097	115.181
EFHC1|114327	463.8333	EFHC1|114327	620.8747
lowly_expressed	lowly_expressed	EFHC2|80258	27.8523
EFHD1|80303	7100.9399	EFHD1|80303	10953.2168
EFHD2|79180	1190.0286	EFHD2|79180	597.0842
EFNA1|1942	2069.8815	EFNA1|1942	1721.6218
EFNA3|1944	327.3396	EFNA3|1944	171.75599999999997
EFNA4|1945	576.6244	EFNA4|1945	370.7841
EFNA5|1946	196.9759	EFNA5|1946	411.9823
EFNB1|1947	840.2125	EFNB1|1947	733.7347
EFNB2|1948	1028.6065	EFNB2|1948	1008.4863
EFNB3|1949	132.8157	EFNB3|1949	508.8852
EFR3A|23167	2574.5811	EFR3A|23167	2393.8493
EFR3B|22979	246.8329	EFR3B|22979	103.866
EFS|10278	588.067	EFS|10278	1240.8791
EFTUD1|79631	543.9313	EFTUD1|79631	669.3262
EFTUD2|9343	1968.0915	EFTUD2|9343	1704.5042
EGFL6|25975	172.4561	EGFL6|25975	272.4306
EGFL7|51162	328.5656	EGFL7|51162	385.2905
EGFL8|80864	163.8333	EGFL8|80864	98.6175
EGFLAM|133584	404.577	EGFLAM|133584	828.6067
EGFR|1956	206.3752	EGFR|1956	1707.3997
EGF|1950	13.8946	EGF|1950	681.2214
EGLN1|54583	1061.7082	EGLN1|54583	1368.2454
EGLN2|112398	1137.1884	EGLN2|112398	915.6452
EGLN3|112399	450.3474	EGLN3|112399	196.4169
lowly_expressed	lowly_expressed	EGOT|100126791	26.4017
EGR1|1958	3152.8402	EGR1|1958	5130.9204
EGR2|1959	282.3866	EGR2|1959	714.8763
EGR3|1960	1045.7703	EGR3|1960	648.1468
EHBP1L1|254102	1092.7667	EHBP1L1|254102	920.5774
EHBP1|23301	889.2521	EHBP1|23301	940.5817
EHD1|10938	1917.0413	EHD1|10938	1040.6905
EHD2|30846	4436.8615	EHD2|30846	2677.5948
EHD3|30845	297.9158	EHD3|30845	720.6789
EHD4|30844	1752.3498	EHD4|30844	1315.7322
EHF|26298	673.0691	EHF|26298	7919.6344
EHHADH|1962	419.6976	EHHADH|1962	321.4622
EHMT1|79813	2157.3355	EHMT1|79813	1537.3903
EHMT2|10919	2590.1103	EHMT2|10919	1324.4361
EI24|9538	2017.1639	EI24|9538	2689.2
EID1|23741	4756.8451	EID1|23741	3940.8138
EID2B|126272	50.6743	EID2B|126272	39.7476
EID2|163126	216.5917	EID2|163126	244.2881
EID3|493861	83.3674	EID3|493861	43.8094
EIF1AD|84285	697.5889	EIF1AD|84285	470.5882
EIF1AX|1964	2298.7331	EIF1AX|1964	2677.3047
EIF1B|10289	689.8243	EIF1B|10289	760.7166
EIF1|10209	10003.678	EIF1|10209	8352.2159
EIF2AK1|27102	3531.7981	EIF2AK1|27102	3937.8052
EIF2AK2|5610	533.7148	EIF2AK2|5610	454.6312
EIF2AK3|9451	747.4459	EIF2AK3|9451	1277.4353
EIF2AK4|440275	1083.3674	EIF2AK4|440275	1533.6186
EIF2A|83939	1819.3707	EIF2A|83939	2504.6783
EIF2B1|1967	1114.8345	EIF2B1|1967	989.3378
EIF2B2|8892	677.9730000000001	EIF2B2|8892	503.95300000000003
EIF2B3|8891	517.3682	EIF2B3|8891	438.9642
EIF2B4|8890	937.4745	EIF2B4|8890	848.6255
EIF2B5|8893	1313.0364	EIF2B5|8893	1281.2069
EIF2C1|26523	1032.2844	EIF2C1|26523	1443.6788
EIF2C2|27161	138.537	EIF2C2|27161	209.1826
EIF2C3|192669	128.7291	EIF2C3|192669	184.2315
EIF2C4|192670	220.6784	EIF2C4|192670	605.2078
EIF2S1|1965	1387.8218	EIF2S1|1965	1462.8273
EIF2S2|8894	1656.3139	EIF2S2|8894	1109.7411
EIF2S3|1968	3413.9763	EIF2S3|1968	5315.7322
EIF3A|8661	6111.1565	EIF3A|8661	7597.0117
EIF3B|8662	2829.5872	EIF3B|8662	3324.5811
EIF3CL|728689	8889.293	EIF3CL|728689	12638.2998
EIF3C|8663	484.6342	EIF3C|8663	240.2089
EIF3D|8664	3060.8909	EIF3D|8664	5630.5215
EIF3E|3646	4362.8933	EIF3E|3646	8272.1404
EIF3F|8665	2364.1193	EIF3F|8665	3221.2954
EIF3G|8666	2023.6085	EIF3G|8666	2475.5204
EIF3H|8667	3386.1872	EIF3H|8667	6142.5981
EIF3I|8668	3675.9624	EIF3I|8668	3194.0234
EIF3J|8669	1410.707	EIF3J|8669	1492.7105
EIF3K|27335	2505.1083	EIF3K|27335	2452.7453
EIF3L|51386	4196.9759	EIF3L|51386	13111.771999999999
EIF3M|10480	1960.2820000000002	EIF3M|10480	2450.7115
EIF4A1|1973	11727.6257	EIF4A1|1973	8736.1253
EIF4A2|1974	5753.1671	EIF4A2|1974	9635.7438
EIF4A3|9775	2579.8937	EIF4A3|9775	1527.2358
EIF4B|1975	8243.6535	EIF4B|1975	15283.4032
EIF4E2|9470	1703.7188	EIF4E2|9470	1247.552
EIF4E3|317649	710.6661	EIF4E3|317649	1159.6431
EIF4EBP1|1978	384.1438	EIF4EBP1|1978	258.7945
EIF4EBP2|1979	4360.4414	EIF4EBP2|1979	5452.6728
EIF4EBP3|8637	210.2002	EIF4EBP3|8637	333.8681
EIF4ENIF1|56478	520.6375	EIF4ENIF1|56478	844.8538
EIF4E|1977	666.1218	EIF4E|1977	575.6147
EIF4G1|1981	8919.4933	EIF4G1|1981	7167.0414
EIF4G2|1982	19987.7401	EIF4G2|1982	19338.2172
EIF4G3|8672	1665.7131	EIF4G3|8672	1718.1403
EIF4H|7458	4231.3036	EIF4H|7458	5046.2029
EIF5A2|56648	241.5202	EIF5A2|56648	104.7363
EIF5AL1|143244	1371.0666	EIF5AL1|143244	905.2006
EIF5A|1984	5042.9097	EIF5A|1984	3232.0302
EIF5B|9669	4667.3478	EIF5B|9669	2891.7096
EIF5|1983	3523.4982	EIF5|1983	5595.416
EIF6|3692	2862.6890000000003	EIF6|3692	1325.0163
ELAC1|55520	66.6122	ELAC1|55520	130.6564
ELAC2|60528	1605.6396	ELAC2|60528	1528.6864
lowly_expressed	lowly_expressed	ELANE|1991	5.8026
ELAVL1|1994	2061.2996	ELAVL1|1994	1689.1274
ELAVL2|1993	68.6555	ELAVL2|1993	11.6051
ELF1|1997	2362.4847	ELF1|1997	2897.8023
ELF2|1998	937.8831	ELF2|1998	1255.0954
ELF3|1999	2526.7675	ELF3|1999	2571.4078
ELF4|2000	899.0601	ELF4|2000	373.1051
ELF5|2001	33.5104	ELF5|2001	992.5292
ELFN1|392617	75.1941	ELFN1|392617	29.303
lowly_expressed	lowly_expressed	ELFN2|114794	5.8026
ELK1|2002	888.4348	ELK1|2002	662.073
ELK3|2004	731.9166	ELK3|2004	590.1211
ELK4|2005	150.7969	ELK4|2005	184.8118
ELL2|22936	743.3592	ELL2|22936	1483.7165
ELL3|80237	214.5975	ELL3|80237	183.8573
ELL|8178	530.8541	ELL|8178	505.1135
ELMO1|9844	487.5358	ELMO1|9844	387.0313
ELMO2|63916	1415.2023	ELMO2|63916	1235.9469
ELMO3|79767	1020.8418	ELMO3|79767	463.6252
ELMOD1|55531	5.7213	lowly_expressed	lowly_expressed
ELMOD2|255520	206.3752	ELMOD2|255520	270.1095
ELMOD3|84173	485.9011	ELMOD3|84173	423.5874
ELN|2006	3036.3711	ELN|2006	2706.6077
ELOF1|84337	989.7834	ELOF1|84337	524.8422
ELOVL1|64834	2076.0114	ELOVL1|64834	1176.4706
ELOVL2|54898	2206.7838	ELOVL2|54898	1344.1648
ELOVL3|83401	38.823	lowly_expressed	lowly_expressed
ELOVL4|6785	53.9436	ELOVL4|6785	48.7416
ELOVL5|60481	7763.3837	ELOVL5|60481	14937.5499
ELOVL6|79071	185.1246	ELOVL6|79071	161.0213
ELOVL7|79993	118.9211	ELOVL7|79993	180.75
ELP2P|100131454	13.0772	ELP2P|100131454	9.8644
ELP2|55250	640.376	ELP2|55250	3813.7376
ELP3|55140	900.6947	ELP3|55140	882.8607
ELP4|26610	228.8517	ELP4|26610	214.695
ELTD1|64123	1297.9158	ELTD1|64123	883.4409
EMB|133418	410.707	EMB|133418	633.9305
EMCN|51705	678.7904	EMCN|51705	873.8667
EMD|2010	1785.8602	EMD|2010	817.2917
EME1|146956	51.8308	EME1|146956	14.2685
EME2|197342	18.7985	EME2|197342	15.0867
EMG1|10436	320.801	EMG1|10436	409.6613
EMID1|129080	105.4352	EMID1|129080	206.2813
lowly_expressed	lowly_expressed	EMID2|136227	34.5253
EMILIN1|11117	3000.8173	EMILIN1|11117	1641.5464
EMILIN2|84034	278.3	EMILIN2|84034	720.9689999999999
EMILIN3|90187	8.1038	EMILIN3|90187	150.4751
EML1|2009	378.8312	EML1|2009	351.9257
EML2|24139	635.0633	EML2|24139	720.3859
EML3|256364	719.6567	EML3|256364	808.0075
EML4|27436	845.1165	EML4|27436	1508.6676
EML5|161436	41.6837	EML5|161436	141.5827
EML6|400954	26.1545	EML6|400954	31.3339
EMP1|2012	4497.7523	EMP1|2012	3050.6999
EMP2|2013	10627.7074	EMP2|2013	6799.7389
EMP3|2014	692.2763	EMP3|2014	272.1404
EMR1|2015	13.8946	EMR1|2015	6.672999999999999
EMR2|30817	79.2808	EMR2|30817	112.5698
EMX2OS|196047	116.0605	EMX2OS|196047	37.7167
EMX2|2018	63.7515	EMX2|2018	15.0867
EN1|2019	67.0208	EN1|2019	51.933
ENAH|55740	5110.3392	ENAH|55740	3462.9724
ENC1|8507	1966.4405	ENC1|8507	1100.6542
ENDOD1|23052	1293.8292	ENDOD1|23052	1976.3545
ENDOG|2021	196.4773	ENDOG|2021	134.2917
ENDOU|8909	5.7213	ENDOU|8909	7.8335
ENGASE|64772	191.2546	ENGASE|64772	351.9257
ENG|2022	3527.9935	ENG|2022	1877.1306
ENHO|375704	14.7119	ENHO|375704	98.9338
ENO1|2023	10923.9886	ENO1|2023	12651.6283
ENO2|2026	408.6637	ENO2|2026	224.2692
ENO3|2027	30.2411	ENO3|2027	26.9819
ENOPH1|58478	965.2636	ENOPH1|58478	817.2917
ENOSF1|55556	369.1173	ENOSF1|55556	522.2949
ENOX1|55068	55.1696	ENOX1|55068	26.1116
ENOX2|10495	425.8275	ENOX2|10495	359.7592
ENPEP|2028	406.2117	ENPEP|2028	374.2656
ENPP1|5167	1641.602	ENPP1|5167	2615.7975
ENPP2|5168	1219.8611	ENPP2|5168	2332.3421
ENPP3|5169	5.3126	ENPP3|5169	18.8583
ENPP4|22875	977.1148	ENPP4|22875	656.5605
ENPP5|59084	2153.2489	ENPP5|59084	1234.7864
ENPP6|133121	12.2599	ENPP6|133121	28.7227
ENSA|2029	4666.5304	ENSA|2029	3308.3339
ENTHD1|150350	15.5292	lowly_expressed	lowly_expressed
ENTPD1|953	2770.7397	ENTPD1|953	1472.9818
ENTPD2|954	147.1189	ENTPD2|954	238.4855
ENTPD3|956	31.4671	ENTPD3|956	251.8314
ENTPD4|9583	467.5112	ENTPD4|9583	573.2937
ENTPD5|957	384.483	ENTPD5|957	661.513
ENTPD6|955	1531.6714	ENTPD6|955	1139.9144
ENTPD7|57089	825.8929	ENTPD7|57089	427.8494
ENTPD8|377841	460.1553	ENTPD8|377841	10.4446
ENY2|56943	659.1745	ENY2|56943	389.6424
EOMES|8320	11.8512	EOMES|8320	20.309
EP300|2033	1774.009	EP300|2033	3700.0073
