gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
ETFA|2108	1014.6296	ETFA|2108	1207.0552
ETFB|2109	500.9676	ETFB|2109	571.5746
ETFDH|2110	376.8094	ETFDH|2110	477.5051
ETHE1|23474	278.0401	ETHE1|23474	620.6544
ETNK1|55500	1981.2679	ETNK1|55500	1063.9059
ETNK2|55224	863.5343	ETNK2|55224	366.0532
ETS1|2113	3820.7292	ETS1|2113	3756.135
ETS2|2114	2844.183	ETS2|2114	4304.7035
ETV1|2115	942.1782	ETV1|2115	521.4724
lowly_expressed	lowly_expressed	ETV2|2116	7.1575
ETV3L|440695	6.1924	ETV3L|440695	10.7362
ETV3|2117	401.2694	ETV3|2117	218.3027
ETV4|2118	70.5937	ETV4|2118	133.4356
ETV5|2119	687.6693	ETV5|2119	655.4192
ETV6|2120	1758.3404	ETV6|2120	1890.0818
ETV7|51513	39.0123	ETV7|51513	36.2986
EVC2|132884	211.1619	EVC2|132884	228.0164
EVC|2121	1823.265	EVC|2121	690.3528
EVI2A|2123	342.751	EVI2A|2123	429.4479
EVI2B|2124	367.2111	EVI2B|2124	523.0061
EVI5L|115704	391.0519	EVI5L|115704	226.9939
EVI5|7813	732.5644	EVI5|7813	700.9202
EVL|51466	3022.2153	EVL|51466	1361.4519
EVPL|2125	271.538	EVPL|2125	252.045
EWSR1|2130	3384.4725	EWSR1|2130	2833.3333
EXD2|55218	706.5562	EXD2|55218	607.8732
EXD3|54932	127.2544	EXD3|54932	193.2515
EXO1|9156	31.891	EXO1|9156	31.1861
EXOC1|55763	986.1444	EXOC1|55763	975.4601
EXOC2|55770	1380.9118	EXOC2|55770	770.9611
EXOC3L2|90332	57.5896	EXOC3L2|90332	61.3497
EXOC3L|283849	63.6675	EXOC3L|283849	44.9898
EXOC3|11336	1043.1148	EXOC3|11336	1253.0675
EXOC4|60412	1438.5014	EXOC4|60412	1508.6912
EXOC5|10640	1674.433	EXOC5|10640	1342.0245
EXOC6B|23233	299.404	EXOC6B|23233	149.7955
EXOC6|54536	459.7879	EXOC6|54536	441.2065
EXOC7|23265	2701.0666	EXOC7|23265	2573.1084
EXOC8|149371	524.4988	EXOC8|149371	511.7587
EXOG|9941	119.8235	EXOG|9941	118.0982
EXOSC10|5394	1248.7035	EXOSC10|5394	1440.184
EXOSC1|51013	231.5969	EXOSC1|51013	305.2147
EXOSC2|23404	334.0816	EXOSC2|23404	425.3579
EXOSC3|51010	170.6014	EXOSC3|51010	152.3517
EXOSC4|54512	142.4259	EXOSC4|54512	212.1677
EXOSC5|56915	196.9193	EXOSC5|56915	286.2986
EXOSC6|118460	279.5882	EXOSC6|118460	385.9918
EXOSC7|23016	351.73	EXOSC7|23016	473.9264
EXOSC8|11340	179.7136	EXOSC8|11340	423.9417
EXOSC9|5393	374.4934	EXOSC9|5393	577.3006
EXPH5|23086	260.082	EXPH5|23086	409.5092
EXT1|2131	918.9566	EXT1|2131	1137.0143
EXT2|2132	2082.2045	EXT2|2132	1921.2679
EXTL1|2134	56.9704	EXTL1|2134	46.5235
EXTL2|2135	484.24800000000005	EXTL2|2135	394.1718
EXTL3|2137	1317.1298	EXTL3|2137	1124.7444
EYA1|2138	37.1546	EYA1|2138	21.9836
EYA2|2139	513.3524	EYA2|2139	712.6789
EYA3|2140	216.1158	EYA3|2140	92.0245
EYA4|2070	7.1213	EYA4|2070	10.7362
EYS|346007	12.0752	EYS|346007	20.4499
EZH1|2145	930.4126	EZH1|2145	1308.2822
EZH2|2146	117.9658	EZH2|2146	85.8896
EZR|7430	6184.6892	EZR|7430	3955.0102
F10|2159	82.9786	F10|2159	214.2127
F11R|50848	2699.2801	F11R|50848	3773.0061
F12|2161	22.912	F12|2161	42.9448
F13A1|2162	3869.9590000000003	F13A1|2162	5816.9734
F2RL1|2150	195.6808	F2RL1|2150	229.0389
F2RL2|2151	3423.1752	F2RL2|2151	96.1145
F2RL3|9002	26.6274	F2RL3|9002	29.1411
F2R|2149	4005.8828	F2R|2149	1062.3722
F3|2152	603.7619	F3|2152	2267.8937
F5|2153	26.6274	F5|2153	28.1186
F7|2155	28.1756	F7|2155	9.2025
F8A1|8263	75.5476	F8A1|8263	98.6708
F8|2157	1363.5729999999999	F8|2157	1077.7096
FA2H|79152	93.5057	FA2H|79152	43.9673
FAAH2|158584	174.3169	FAAH2|158584	156.4417
FAAH|2166	587.352	FAAH|2166	203.4765
FABP3|2170	43.6566	FABP3|2170	126.2781
FABP4|2167	644.0127	FABP4|2167	10909.5092
FABP5|2171	46.7528	FABP5|2171	156.4417
FABP7|2173	42.4181	FABP7|2173	532.7198
FADD|8772	440.901	FADD|8772	339.4683
FADS1|3992	291.6634	FADS1|3992	230.0613
FADS2|9415	370.6169	FADS2|9415	332.8221
FADS3|3995	168.1245	FADS3|3995	699.3865
FAF1|11124	870.0364	FAF1|11124	982.1063
FAF2|23197	1888.6911	FAF2|23197	1438.6503
FAHD1|81889	403.4182	FAHD1|81889	301.63599999999997
FAHD2A|51011	251.7223	FAHD2A|51011	416.1554
FAHD2B|151313	256.6762	FAHD2B|151313	232.6176
FAH|2184	754.5476	FAH|2184	1074.1309
FAIM2|23017	196.9193	FAIM2|23017	36.2986
FAIM3|9214	104.6366	FAIM3|9214	156.4213
FAIM|55179	213.9484	FAIM|55179	284.7648
FAM100A|124402	258.5339	FAM100A|124402	297.0348
FAM100B|283991	289.1865	FAM100B|283991	488.7526
FAM101A|144347	185.7729	FAM101A|144347	69.0184
FAM101B|359845	379.5959	FAM101B|359845	1004.6012
FAM102A|399665	4393.5289	FAM102A|399665	2144.1718
FAM102B|284611	1288.9543	FAM102B|284611	1138.0368
FAM103A1|83640	522.6101	FAM103A1|83640	334.3558
FAM104A|84923	1004.3161	FAM104A|84923	800.8793
FAM104B|90736	182.3671	FAM104B|90736	221.3701
FAM105A|54491	399.7213	FAM105A|54491	462.1677
FAM105B|90268	540.2895	FAM105B|90268	400.3067
FAM106A|80039	5.2636	lowly_expressed	lowly_expressed
FAM106C|100129396	12.6945	lowly_expressed	lowly_expressed
FAM107A|11170	571.8709	FAM107A|11170	2251.0225
FAM107B|83641	1571.6387	FAM107B|83641	3256.6462
FAM108A1|81926	333.772	FAM108A1|81926	472.3926
FAM108B1|51104	553.6032	FAM108B1|51104	344.5808
FAM108C1|58489	786.7482	FAM108C1|58489	177.9141
FAM109A|144717	258.8436	FAM109A|144717	203.4765
FAM109B|150368	539.9799	FAM109B|150368	316.9734
FAM10A4|145165	328.5084	FAM10A4|145165	323.1084
FAM110A|83541	443.9972	FAM110A|83541	201.9427
FAM110B|90362	473.4113	FAM110B|90362	271.9836
FAM110C|642273	18.2677	FAM110C|642273	5.1125
FAM111A|63901	757.0245	FAM111A|63901	678.4254
FAM111B|374393	80.5016	FAM111B|374393	81.2883
FAM113A|64773	716.4641	FAM113A|64773	427.9141
FAM113B|91523	136.8558	FAM113B|91523	158.4867
FAM114A1|92689	2071.0581	FAM114A1|92689	717.2802
FAM114A2|10827	624.5065	FAM114A2|10827	470.3476
FAM115A|9747	824.2124	FAM115A|9747	485.6851
FAM115C|285966	582.4568	FAM115C|285966	481.0685
FAM116A|201627	947.1321	FAM116A|201627	1193.2515
FAM116B|414918	157.907	FAM116B|414918	146.72799999999998
FAM117A|81558	510.5658	FAM117A|81558	812.8834
FAM117B|150864	426.968	FAM117B|150864	308.7935
FAM118A|55007	371.5458	FAM118A|55007	353.7832
FAM118B|79607	326.9603	FAM118B|79607	237.7301
FAM119A|151194	119.5139	FAM119A|151194	164.6217
FAM119B|25895	334.3912	FAM119B|25895	354.2945
FAM120AOS|158293	1217.4472	FAM120AOS|158293	1146.319
FAM120A|23196	5059.1996	FAM120A|23196	3661.9632
FAM120B|84498	1292.3601	FAM120B|84498	771.4724
FAM120C|54954	388.2653	FAM120C|54954	311.8609
FAM122A|116224	802.2293	FAM122A|116224	756.135
FAM122B|159090	734.4222	FAM122B|159090	641.1043
FAM122C|159091	38.3931	FAM122C|159091	29.6524
FAM123B|139285	208.0656	FAM123B|139285	152.3517
FAM124A|220108	42.4181	FAM124A|220108	67.4847
FAM124B|79843	93.1961	FAM124B|79843	62.8834
FAM125A|93343	387.0269	FAM125A|93343	542.4335
FAM125B|89853	478.0556	FAM125B|89853	535.7873
FAM126A|84668	1216.8124	FAM126A|84668	1600.2045
FAM126B|285172	602.8330000000001	FAM126B|285172	442.22900000000004
FAM127A|8933	1456.4595	FAM127A|8933	1880.8793
FAM127B|26071	726.9913	FAM127B|26071	870.6544
FAM127C|441518	460.7168	FAM127C|441518	521.9836
FAM128A|653784	245.2202	FAM128A|653784	195.2965
FAM128B|80097	529.7624	FAM128B|80097	518.9162
FAM129A|116496	7961.2973	FAM129A|116496	3940.184
FAM129B|64855	4493.227	FAM129B|64855	2973.9264
FAM129C|199786	5.5732	lowly_expressed	lowly_expressed
FAM131A|131408	305.906	FAM131A|131408	310.3272
FAM131B|9715	277.1112	FAM131B|9715	66.9734
FAM131C|348487	7.1213	FAM131C|348487	9.2025
FAM132A|388581	6.1924	lowly_expressed	lowly_expressed
FAM133A|286499	14.2426	FAM133A|286499	6.135
FAM133B|257415	142.7355	FAM133B|257415	138.0368
FAM134A|79137	2893.7224	FAM134A|79137	2598.1595
FAM134B|54463	1317.1298	FAM134B|54463	622.6994
FAM134C|162427	1731.713	FAM134C|162427	1358.8957
FAM135A|57579	459.1687	FAM135A|57579	357.36199999999997
FAM135B|51059	7.4309	FAM135B|51059	21.4724
FAM136A|84908	513.0428	FAM136A|84908	533.2311
FAM13AOS|285512	31.9158	FAM13AOS|285512	45.271
FAM13A|10144	804.9911	FAM13A|10144	1429.6779
FAM13B|51306	1548.6617	FAM13B|51306	1540.8998
FAM13C|220965	491.55199999999996	FAM13C|220965	292.9601
FAM149A|25854	114.8696	FAM149A|25854	317.4847
FAM149B1|317662	454.5243	FAM149B1|317662	500.5112
FAM150B|285016	21.3639	FAM150B|285016	23.5174
FAM151B|167555	31.891	FAM151B|167555	16.8712
FAM154B|283726	47.3721	FAM154B|283726	32.2086
FAM155A|728215	43.9663	FAM155A|728215	31.1861
FAM155B|27112	45.2047	FAM155B|27112	13.8037
FAM156A|29057	449.5704	FAM156A|29057	442.7403
FAM157A|728262	14.2426	lowly_expressed	lowly_expressed
FAM158A|51016	81.7401	FAM158A|51016	85.3783
FAM160A1|729830	201.8732	FAM160A1|729830	87.4233
FAM160A2|84067	669.092	FAM160A2|84067	769.4274
FAM160B1|57700	1034.1358	FAM160B1|57700	769.4274
FAM160B2|64760	985.5252	FAM160B2|64760	1140.593
FAM161A|84140	96.6019	FAM161A|84140	81.2883
FAM161B|145483	213.5831	FAM161B|145483	119.4939
FAM162A|26355	1001.6255	FAM162A|26355	688.1391
FAM162B|221303	51.7068	FAM162B|221303	54.1922
FAM164A|51101	401.2694	FAM164A|51101	456.54400000000004
FAM164C|79696	43.9663	FAM164C|79696	47.54600000000001
FAM165B|54065	303.4291	FAM165B|54065	425.3579
lowly_expressed	lowly_expressed	FAM166B|730112	24.0286
FAM167A|83648	61.3051	FAM167A|83648	112.9857
FAM167B|84734	60.3762	FAM167B|84734	50.1022
FAM168A|23201	630.0797	FAM168A|23201	255.6237
FAM168B|130074	2979.7972	FAM168B|130074	3556.2372
FAM169A|26049	202.8021	FAM169A|26049	100.7157
FAM171A1|221061	864.7728	FAM171A1|221061	1077.1984
FAM171A2|284069	62.8532	FAM171A2|284069	27.0961
FAM171B|165215	1063.5498	FAM171B|165215	374.7444
FAM172A|83989	700.3638	FAM172A|83989	852.7607
FAM173A|65990	42.7278	FAM173A|65990	57.2597
FAM173B|134145	205.5887	FAM173B|134145	247.4438
FAM174A|345757	254.1992	FAM174A|345757	353.7832
FAM174B|400451	2219.3668	FAM174B|400451	528.6299
FAM175A|84142	367.6322	FAM175A|84142	422.4744
FAM175B|23172	454.834	FAM175B|23172	435.5828
FAM176A|84141	172.1495	FAM176A|84141	127.3006
FAM176B|55194	335.7009	FAM176B|55194	182.408
FAM177A1|283635	1207.2142	FAM177A1|283635	951.4315
FAM177B|400823	6.8117	lowly_expressed	lowly_expressed
FAM178A|55719	825.7605	FAM178A|55719	588.4458
FAM178B|51252	11.456	FAM178B|51252	15.3374
FAM179B|23116	764.4555	FAM179B|23116	528.1186
FAM180A|389558	106.8194	FAM180A|389558	166.6667
FAM180B|399888	7.4309	FAM180B|399888	46.5235
lowly_expressed	lowly_expressed	FAM181A|90050	6.6462
FAM181B|220382	17.0292	FAM181B|220382	11.7587
FAM182B|728882	20.435	FAM182B|728882	14.3149
FAM184A|79632	120.1331	FAM184A|79632	157.4642
FAM184B|27146	32.6031	FAM184B|27146	13.3793
FAM185A|222234	87.9325	FAM185A|222234	96.6258
FAM186B|84070	12.6945	FAM186B|84070	10.7362
FAM188A|80013	534.0971	FAM188A|80013	526.5849
FAM188B|84182	243.1334	FAM188B|84182	266.3037
FAM189A1|23359	50.1587	FAM189A1|23359	8.6912
FAM189A2|9413	509.63699999999994	FAM189A2|9413	1154.9080000000001
FAM189B|10712	425.4199	FAM189B|10712	574.1309
FAM18A|780776	10.7717	FAM18A|780776	23.8088
FAM18B2|201158	182.2711	FAM18B2|201158	289.3661
FAM18B|51030	657.3264	FAM18B|51030	838.9571
FAM190A|401145	144.2836	FAM190A|401145	110.4294
FAM190B|54462	1738.8343	FAM190B|54462	1579.7546
FAM192A|80011	1150.5534	FAM192A|80011	1154.3967
FAM193A|8603	983.0482	FAM193A|8603	726.9939
FAM193B|54540	475.8882	FAM193B|54540	598.6708
FAM195A|84331	186.7018	FAM195A|84331	107.8732
FAM195B|348262	758.8823	FAM195B|348262	1259.7137
FAM196A|642938	97.5308	lowly_expressed	lowly_expressed
FAM196B|100131897	376.8094	FAM196B|100131897	123.7219
FAM198A|729085	527.2854	FAM198A|729085	214.7239
FAM198B|51313	8795.108	FAM198B|51313	4151.3292
FAM199X|139231	712.1294	FAM199X|139231	309.816
FAM19A2|338811	21.0543	FAM19A2|338811	31.6973
FAM19A3|284467	7.7405	FAM19A3|284467	9.2025
FAM19A5|25817	96.6019	FAM19A5|25817	89.4683
FAM200A|221786	208.6849	FAM200A|221786	113.4969
FAM200B|285550	462.5745	FAM200B|285550	505.1125
FAM20A|54757	541.528	FAM20A|54757	496.9325
FAM20B|9917	2208.2205	FAM20B|9917	2188.6503
FAM20C|56975	783.3424	FAM20C|56975	1394.1718
FAM21A|387680	374.3324	FAM21A|387680	239.7751
FAM21B|55747	572.1805	FAM21B|55747	925.3579
FAM21C|253725	1658.6423	FAM21C|253725	1918.7117
FAM22A|728118	34.0584	FAM22A|728118	36.2986
FAM22D|728130	133.4469	FAM22D|728130	93.5583
FAM23A|653567	11.1464	FAM23A|653567	27.0961
FAM24B|196792	8.4991	FAM24B|196792	12.6636
FAM26E|254228	368.7592	FAM26E|254228	299.591
FAM26F|441168	49.2298	FAM26F|441168	89.9796
lowly_expressed	lowly_expressed	FAM27A|548321	8.6912
FAM27C|100132948	5.2636	FAM27C|100132948	12.2699
FAM32A|26017	1409.3970000000002	FAM32A|26017	1544.4785
FAM35A|54537	731.326	FAM35A|54537	705.5215
FAM35B2|439965	68.1167	FAM35B2|439965	57.2597
FAM35B|414241	219.21200000000002	FAM35B|414241	238.7526
FAM36A|116228	782.8903	FAM36A|116228	989.182
FAM38A|9780	1605.0437	FAM38A|9780	2378.8292
FAM38B|63895	1137.2397	FAM38B|63895	299.0798
FAM3A|60343	430.3739	FAM3A|60343	501.0225
FAM3B|54097	214.2581	FAM3B|54097	219.8364
FAM3C|10447	1355.8325	FAM3C|10447	1450.9202
FAM3D|131177	25.6986	FAM3D|131177	157.4642
FAM40A|85369	703.1504	FAM40A|85369	628.3231
FAM40B|57464	17.958	FAM40B|57464	5.1125
FAM41C|284593	18.5773	FAM41C|284593	22.4949
FAM43A|131583	297.2366	FAM43A|131583	463.1902
FAM43B|163933	25.0793	FAM43B|163933	23.5174
FAM45A|404636	332.2239	FAM45A|404636	393.6605
FAM45B|55855	163.7898	FAM45B|55855	172.2904
FAM46A|55603	1347.7823	FAM46A|55603	923.3129
FAM46B|115572	327.2699	FAM46B|115572	747.955
FAM46C|54855	863.2247	FAM46C|54855	378.3231
FAM47E|100129583	156.1019	FAM47E|100129583	167.592
FAM48A|55578	838.9411	FAM48A|55578	808.1646
FAM49A|81553	207.75599999999997	FAM49A|81553	228.0164
FAM49B|51571	652.9917	FAM49B|51571	1023.0061
FAM50A|9130	827.9279	FAM50A|9130	544.4785
FAM50B|26240	159.1454	FAM50B|26240	145.7055
FAM53A|152877	17.3388	FAM53A|152877	10.7362
FAM53B|9679	874.0336	FAM53B|9679	740.2556
FAM53C|51307	1263.5653	FAM53C|51307	1793.4560000000001
FAM54A|113115	10.5271	FAM54A|113115	17.3824
FAM54B|56181	887.4154	FAM54B|56181	1182.8476
FAM55C|91775	957.04	FAM55C|91775	887.5409
FAM57A|79850	358.5417	FAM57A|79850	288.3436
FAM57B|83723	7.1213	lowly_expressed	lowly_expressed
FAM58A|92002	195.3712	FAM58A|92002	244.8875
FAM59A|64762	182.9863	FAM59A|64762	160.0204
FAM5B|57795	97.8404	FAM5B|57795	12.7812
FAM60A|58516	1325.7992	FAM60A|58516	1684.5603
FAM63A|55793	817.4007	FAM63A|55793	663.0879
FAM63B|54629	695.1002	FAM63B|54629	196.31900000000002
FAM64A|54478	13.6233	FAM64A|54478	47.0348
FAM65A|79567	1435.0956	FAM65A|79567	1792.9448
FAM65B|9750	188.5595	FAM65B|9750	226.4826
FAM65C|140876	91.0287	FAM65C|140876	154.3967
FAM66A|100133172	9.2886	FAM66A|100133172	5.6237
FAM66C|440078	59.4473	FAM66C|440078	46.5235
FAM66D|100132923	17.3388	FAM66D|100132923	11.2474
FAM66E|100132103	5.5732	lowly_expressed	lowly_expressed
FAM69A|388650	359.4705	FAM69A|388650	490.7975
FAM69B|138311	137.4379	FAM69B|138311	255.4652
FAM69C|125704	19.1965	FAM69C|125704	21.4724
FAM70A|55026	121.3716	FAM70A|55026	413.0879
FAM70B|348013	39.6316	FAM70B|348013	51.636
FAM71D|161142	12.0752	FAM71D|161142	19.9387
FAM71E1|112703	27.9124	FAM71E1|112703	35.9305
lowly_expressed	lowly_expressed	FAM71F2|346653	5.6237
FAM72A|729533	5.5732	FAM72A|729533	7.1575
FAM72B|653820	31.891	FAM72B|653820	30.6748
FAM72D|728833	17.958	FAM72D|728833	17.3824
FAM73A|374986	1599.5046	FAM73A|374986	670.2454
FAM73B|84895	312.4081	FAM73B|84895	232.6176
FAM76A|199870	344.6087	FAM76A|199870	375.2556
FAM76B|143684	355.1358	FAM76B|143684	364.5194
FAM78A|286336	121.3716	FAM78A|286336	111.9632
FAM78B|149297	29.1044	FAM78B|149297	22.4949
FAM7A2|100288380	5.5732	lowly_expressed	lowly_expressed
FAM7A3|89837	10.8368	FAM7A3|89837	17.8937
FAM81A|145773	60.3762	FAM81A|145773	23.0061
FAM81B|153643	22.912	lowly_expressed	lowly_expressed
FAM82A1|151393	128.1833	FAM82A1|151393	167.1779
FAM82A2|55177	614.9083	FAM82A2|55177	777.6074
FAM82B|51115	700.0542	FAM82B|51115	1070.5521
FAM83A|84985	13.3137	FAM83A|84985	7.6687
FAM83B|222584	172.7688	FAM83B|222584	63.3947
FAM83D|81610	65.6398	FAM83D|81610	48.0573
FAM83E|54854	31.2718	FAM83E|54854	36.8098
FAM83F|113828	161.6224	FAM83F|113828	130.8793
FAM83G|644815	107.4387	FAM83G|644815	67.4847
FAM83H|286077	683.025	FAM83H|286077	845.092
FAM84A|151354	171.5303	FAM84A|151354	171.2679
FAM84B|157638	2468.6121	FAM84B|157638	1992.8425
FAM86A|196483	267.1136	FAM86A|196483	268.4663
FAM86B1|85002	138.4008	FAM86B1|85002	215.2352
FAM86B2|653333	17.958	FAM86B2|653333	23.5174
FAM86C|55199	147.3798	FAM86C|55199	138.0368
FAM86D|692099	116.4177	FAM86D|692099	162.0654
FAM89A|375061	114.2503	FAM89A|375061	313.3947
FAM89B|23625	701.9119	FAM89B|23625	842.0245
FAM8A1|51439	1594.8603	FAM8A1|51439	1738.7526
FAM90A1|55138	13.6233	lowly_expressed	lowly_expressed
FAM91A1|157769	2037.9286	FAM91A1|157769	1070.5521
FAM92A1|137392	130.041	FAM92A1|137392	166.1554
lowly_expressed	lowly_expressed	FAM95B1|100133036	6.135
FAM96A|84191	730.3971	FAM96A|84191	579.7546
FAM96B|51647	356.684	FAM96B|51647	581.7996
FAM98A|25940	1106.2776	FAM98A|25940	703.4765
FAM98B|283742	393.8385	FAM98B|283742	315.4397
FAM98C|147965	145.2125	FAM98C|147965	188.1391
FANCA|2175	45.9726	FANCA|2175	49.7342
FANCB|2187	21.0543	FANCB|2187	12.2699
FANCC|2176	296.927	FANCC|2176	216.2577
FANCD2|2177	126.0159	FANCD2|2177	161.5542
FANCE|2178	104.3424	FANCE|2178	127.8119
FANCF|2188	674.6652	FANCF|2188	233.1288
FANCG|2189	190.4172	FANCG|2189	232.1063
FANCI|55215	524.1861	FANCI|55215	323.7117
FANCL|55120	266.6244	FANCL|55120	203.4663
FANCM|57697	192.5846	FANCM|57697	239.7751
FANK1|92565	56.3511	FANK1|92565	61.8609
FAP|2191	3021.9057	FAP|2191	648.773
FAR1|84188	1622.4166	FAR1|84188	1443.2515
FAR2|55711	857.5091	FAR2|55711	122.0143
FARP1|10160	2315.0399	FARP1|10160	1742.3313
FARP2|9855	342.1317	FARP2|9855	296.0123
FARS2|10667	196.6096	FARS2|10667	265.3374
FARSA|2193	753.6187	FARSA|2193	660.0204
FARSB|10056	841.2416	FARSB|10056	836.9121
FASLG|356	9.5983	FASLG|356	13.8037
FASN|2194	3550.12	FASN|2194	5324.1309
FASTKD1|79675	282.3748	FASTKD1|79675	277.6074
FASTKD2|22868	850.5302	FASTKD2|22868	1050.1022
FASTKD3|79072	164.0994	FASTKD3|79072	133.4356
FASTKD5|60493	840.7926	FASTKD5|60493	548.0573
FASTK|10922	787.3674	FASTK|10922	787.3211
FAS|355	967.5671	FAS|355	683.0266
FAT1|2195	8140.2585	FAT1|2195	4798.5685
FAT2|2196	1492.0659	FAT2|2196	796.5235
FAT3|120114	267.513	FAT3|120114	34.7648
FAT4|79633	1453.0536	FAT4|79633	829.7546
FAU|2197	3421.0078	FAU|2197	6469.8364
FBF1|85302	126.5609	FBF1|85302	102.1115
FBLIM1|54751	1549.0363	FBLIM1|54751	1577.7096
FBLL1|345630	11.456	FBLL1|345630	10.7362
FBLN1|2192	14615.6823	FBLN1|2192	19412.5767
FBLN2|2199	6527.1306	FBLN2|2199	12013.2924
FBLN5|10516	2078.489	FBLN5|10516	3990.7975
FBLN7|129804	482.3903	FBLN7|129804	660.5317
FBL|2091	1949.6865	FBL|2091	2966.7689
FBN1|2200	17925.2264	FBN1|2200	10876.7894
FBN2|2201	323.5545	FBN2|2201	10.2249
FBN3|84467	24.7697	FBN3|84467	14.8262
FBP1|2203	623.8873	FBP1|2203	511.2474
FBRSL1|57666	371.2362	FBRSL1|57666	544.4785
FBRS|64319	1238.1763	FBRS|64319	1229.0389
FBXL12|54850	316.4332	FBXL12|54850	439.1616
FBXL13|222235	26.0082	FBXL13|222235	15.3374
FBXL14|144699	553.6032	FBXL14|144699	603.2719999999999
FBXL15|79176	90.4095	FBXL15|79176	140.593
FBXL16|146330	114.8696	FBXL16|146330	134.9693
FBXL17|64839	721.1084	FBXL17|64839	875.2556
FBXL18|80028	282.3748	FBXL18|80028	247.4438
FBXL19|54620	343.0606	FBXL19|54620	253.5787
FBXL20|84961	156.0492	FBXL20|84961	145.1943
FBXL22|283807	98.3234	FBXL22|283807	48.0573
FBXL2|25827	181.1286	FBXL2|25827	127.3006
FBXL3|26224	1582.1658	FBXL3|26224	1911.0429
FBXL4|26235	456.0725	FBXL4|26235	317.9959
FBXL5|26234	4209.3041	FBXL5|26234	3648.7729999999997
FBXL6|26233	101.7478	FBXL6|26233	205.6339
FBXL7|23194	933.8184	FBXL7|23194	672.2904
FBXL8|55336	38.9194	FBXL8|55336	46.8763
FBXO10|26267	377.1314	FBXO10|26267	170.2658
FBXO11|80204	1964.5483	FBXO11|80204	1644.1718
FBXO15|201456	15.4811	FBXO15|201456	10.2249
FBXO16|157574	23.4476	FBXO16|157574	20.4499
FBXO17|115290	277.1112	FBXO17|115290	365.0307
FBXO18|84893	1905.4106	FBXO18|84893	1666.6667
FBXO21|23014	1580.9273	FBXO21|23014	1209.6115
FBXO22OS|692224	45.3812	FBXO22OS|692224	22.9601
FBXO22|26263	558.3807	FBXO22|26263	333.8906
FBXO24|26261	6.05	FBXO24|26261	5.0256
FBXO25|26260	516.139	FBXO25|26260	597.6483
FBXO27|126433	78.3342	FBXO27|126433	147.7505
FBXO28|23219	1352.1170000000002	FBXO28|23219	1237.7301
FBXO2|26232	181.4382	FBXO2|26232	343.5583
FBXO30|84085	687.3597	FBXO30|84085	550.1022
FBXO31|79791	741.5435	FBXO31|79791	641.1043
FBXO32|114907	1732.9515	FBXO32|114907	1085.3783
FBXO33|254170	345.228	FBXO33|254170	462.6789
FBXO34|55030	708.414	FBXO34|55030	1033.2311
FBXO36|130888	161.0032	FBXO36|130888	187.6278
FBXO38|81545	841.2416	FBXO38|81545	580.2658
FBXO39|162517	17.0292	FBXO39|162517	10.2249
FBXO3|26273	847.7436	FBXO3|26273	961.1452
FBXO41|150726	195.3712	FBXO41|150726	188.1391
FBXO42|54455	558.2475	FBXO42|54455	501.5337
FBXO44|93611	263.4879	FBXO44|93611	281.6973
FBXO45|200933	457.0013	FBXO45|200933	346.6258
FBXO46|23403	317.0524	FBXO46|23403	265.3374
FBXO48|554251	41.4893	FBXO48|554251	23.0061
FBXO4|26272	207.1368	FBXO4|26272	269.9387
FBXO5|26271	166.5764	FBXO5|26271	161.5542
FBXO6|26270	262.2494	FBXO6|26270	191.7178
FBXO7|25793	2641.6905	FBXO7|25793	2577.7096
FBXO8|26269	572.9979	FBXO8|26269	494.6626
FBXO9|26268	955.4919	FBXO9|26268	1273.5174
FBXW11|23291	1704.7759	FBXW11|23291	1354.2945
FBXW2|26190	2265.81	FBXW2|26190	1757.6687
FBXW4|6468	952.3957	FBXW4|6468	1620.6544
FBXW5|54461	1055.19	FBXW5|54461	1456.5439999999999
FBXW7|55294	574.9671	FBXW7|55294	677.9141
FBXW8|26259	664.1381	FBXW8|26259	375.2556
FBXW9|84261	175.4594	FBXW9|84261	192.3569
lowly_expressed	lowly_expressed	FCAR|2204	15.3374
FCER1A|2205	215.8062	FCER1A|2205	266.8712
FCER1G|2207	348.0146	FCER1G|2207	722.3926
lowly_expressed	lowly_expressed	FCER2|2208	15.3374
FCF1|51077	727.9201	FCF1|51077	1025.5624
FCGBP|8857	1057.0478	FCGBP|8857	1538.8548
FCGR1A|2209	65.6305	FCGR1A|2209	49.0798
FCGR1B|2210	65.3301	FCGR1B|2210	56.7485
FCGR1C|100132417	26.3178	FCGR1C|100132417	20.4499
FCGR2A|2212	927.3164	FCGR2A|2212	1407.4642
FCGR2B|2213	168.4341	FCGR2B|2213	639.5706
FCGR2C|9103	63.4724	FCGR2C|9103	188.6503
FCGR3A|2214	1009.3661	FCGR3A|2214	1152.3517
FCGR3B|2215	23.5312	FCGR3B|2215	405.9305
FCGRT|2217	2372.9391	FCGRT|2217	5685.5828
FCHO1|23149	69.9745	FCHO1|23149	80.2658
FCHO2|115548	985.5252	FCHO2|115548	1047.546
FCHSD1|89848	291.5551	FCHSD1|89848	278.4254
FCHSD2|9873	823.7201	FCHSD2|9873	946.1043
FCN1|2219	43.347	FCN1|2219	200.9202
FCN3|8547	25.0793	FCN3|8547	26.5849
