gene_id	TCGA-BH-A0B8-01A-21R-A056-07	gene_id	TCGA-BH-A0B8-11A-41R-A089-07
CSDE1|7812	16205.4878	CSDE1|7812	38900.6322
CSE1L|1434	3644.8917	CSE1L|1434	1740.6656
CSF1R|1436	502.7912	CSF1R|1436	2241.6796
CSF1|1435	391.67199999999997	CSF1|1435	1469.6409
CSF2RA|1438	39.9478	CSF2RA|1438	729.5718
CSF2RB|1439	120.3025	CSF2RB|1439	319.6946
CSF3R|1441	296.1647	CSF3R|1441	57.7359
lowly_expressed	lowly_expressed	CSF3|1440	23.8578
CSGALNACT1|55790	129.4859	CSGALNACT1|55790	832.1603
CSGALNACT2|55454	734.2129	CSGALNACT2|55454	715.7342
CSK|1445	901.8099	CSK|1445	584.0391
lowly_expressed	lowly_expressed	CSMD1|64478	52.9643
CSMD2|114784	10.5609	CSMD2|114784	7.6345
lowly_expressed	lowly_expressed	CSN1S1|1446	44.3755
CSNK1A1|1452	8108.4835	CSNK1A1|1452	4448.5268
CSNK1D|1453	3681.1661	CSNK1D|1453	2600.0239
CSNK1E|1454	2066.7243	CSNK1E|1454	1504.9744
CSNK1G1|53944	623.0937	CSNK1G1|53944	505.3084
CSNK1G2|1455	788.8541	CSNK1G2|1455	697.1251
CSNK1G3|1456	1145.6292	CSNK1G3|1456	770.13
CSNK2A1P|283106	704.826	CSNK2A1P|283106	540.6179
CSNK2A1|1457	1787.5489	CSNK2A1|1457	1236.3116
CSNK2A2|1459	404.0696	CSNK2A2|1459	1062.1496
CSNK2B|1460	3380.1526	CSNK2B|1460	1982.1066
CSPG4|1464	465.1392	CSPG4|1464	6581.8919
CSPG5|10675	11.9384	CSPG5|10675	26.7207
CSPP1|79848	774.4729	CSPP1|79848	202.7914
CSRNP1|64651	740.6413	CSRNP1|64651	2691.6378
CSRNP2|81566	1525.8220000000001	CSRNP2|81566	835.9776
lowly_expressed	lowly_expressed	CSRNP3|80034	10.9746
CSRP1|1465	2582.8314	CSRP1|1465	8773.9473
CSRP2BP|57325	1128.6399	CSRP2BP|57325	712.3941
CSRP2|1466	85.8648	CSRP2|1466	360.73
CST1|1469	258.0536	lowly_expressed	lowly_expressed
CST2|1470	106.5274	lowly_expressed	lowly_expressed
CST3|1471	6398.5343	CST3|1471	7351.5448
CST4|1472	25.7135	lowly_expressed	lowly_expressed
CST5|1473	181.3722	lowly_expressed	lowly_expressed
CST7|8530	32.6011	CST7|8530	42.9441
CST9L|128821	7.8059	lowly_expressed	lowly_expressed
CST9|128822	681.8675	lowly_expressed	lowly_expressed
CSTA|1475	258.5127	CSTA|1475	365.5016
CSTB|1476	2158.0991	CSTB|1476	3431.7070000000003
CSTF1|1477	667.174	CSTF1|1477	396.5168
CSTF2T|23283	1540.0563	CSTF2T|23283	1102.7079
CSTF2|1478	660.7457	CSTF2|1478	214.7203
CSTF3|1479	789.6714	CSTF3|1479	389.8366
CS|1431	8284.3456	CS|1431	15151.1392
CT62|196993	20.2035	lowly_expressed	lowly_expressed
CTAGE1|64693	5.0509	lowly_expressed	lowly_expressed
CTAGE4|100128553	26.6319	CTAGE4|100128553	20.0406
CTAGE5|4253	1120.7009	CTAGE5|4253	547.3649
CTAGE9|643854	90.4565	CTAGE9|643854	43.4212
CTBP1|1487	1151.3092	CTBP1|1487	1994.6368
CTBP2|1488	1077.6721	CTBP2|1488	820.7086
CTBS|1486	355.8568	CTBS|1486	542.4597
CTCFL|140690	21.9116	CTCFL|140690	8.4791
CTCF|10664	1644.747	CTCF|10664	1191.9361
CTDP1|9150	402.6921	CTDP1|9150	354.0499
CTDSP1|58190	1571.739	CTDSP1|58190	4036.741
CTDSP2|10106	5489.8368	CTDSP2|10106	9847.0715
CTDSPL2|51496	649.2664	CTDSPL2|51496	577.3589
CTDSPL|10217	803.5475	CTDSPL|10217	1299.2962
CTF1|1489	23.8768	CTF1|1489	222.3548
CTGF|1490	3320.2585	CTGF|1490	5230.1086
CTHRC1|115908	1040.4793	CTHRC1|115908	262.4359
CTH|1491	94.1299	CTH|1491	219.96900000000002
CTLA4|1493	10.1017	CTLA4|1493	9.066
CTNNA1|1495	11997.6536	CTNNA1|1495	11575.8082
lowly_expressed	lowly_expressed	CTNNA3|29119	10.0203
CTNNAL1|8727	435.7524	CTNNAL1|8727	1640.94
CTNNB1|1499	6576.6602	CTNNB1|1499	7331.6856
CTNNBIP1|56998	394.4271	CTNNBIP1|56998	1114.1596
CTNNBL1|56259	1416.5395	CTNNBL1|56259	877.013
CTNND1|1500	14849.0995	CTNND1|1500	7283.7886
CTNND2|1501	637.7872	CTNND2|1501	16.7005
CTNS|1497	395.3178	CTNS|1497	534.7584
CTPS2|56474	1372.0	CTPS2|56474	458.0699
CTPS|1503	422.4364	CTPS|1503	224.7405
CTR9|9646	2333.5021	CTR9|9646	1507.3363
lowly_expressed	lowly_expressed	CTRL|1506	6.202999999999999
CTSA|5476	1614.7954	CTSA|5476	2798.7928
CTSB|1508	12249.2788	CTSB|1508	18535.1306
CTSC|1075	722.2745	CTSC|1075	1944.8885
CTSD|1509	7960.6308	CTSD|1509	10192.0554
CTSE|1510	29.3869	lowly_expressed	lowly_expressed
CTSF|8722	1832.5476	CTSF|8722	2643.4451
CTSG|1511	11.9384	CTSG|1511	70.6191
CTSH|1512	1228.739	CTSH|1512	840.2719999999999
CTSK|1513	2639.3093	CTSK|1513	2351.9027
CTSL1|1514	1220.4739	CTSL1|1514	3155.9108
CTSL2|1515	103.3133	CTSL2|1515	13.3604
CTSO|1519	566.6158	CTSO|1519	1082.6673
CTSS|1520	925.2276	CTSS|1520	1009.6624
CTSW|1521	32.1419	CTSW|1521	35.7867
CTSZ|1522	5641.363	CTSZ|1522	5147.5605
CTTNBP2NL|55917	655.6948	CTTNBP2NL|55917	870.81
CTTNBP2|83992	25.2544	CTTNBP2|83992	283.9079
CTTN|2017	3774.3776	CTTN|2017	3189.3117
CTU1|90353	128.5676	CTU1|90353	42.9441
CTU2|348180	130.3905	CTU2|348180	115.0376
CTXN1|404217	57.3963	CTXN1|404217	11.4517
CUBN|8029	16.9893	CUBN|8029	154.1214
CUEDC1|404093	408.6613	CUEDC1|404093	305.8571
CUEDC2|79004	1027.1634	CUEDC2|79004	769.6529
CUL1|8454	1042.7751	CUL1|8454	1655.2547
CUL2|8453	2000.1446	CUL2|8453	985.8046
CUL3|8452	2442.3254	CUL3|8452	1762.1377
CUL4A|8451	1688.3682	CUL4A|8451	2070.3805
CUL4B|8450	2731.6025	CUL4B|8450	1949.1829
CUL5|8065	824.2102	CUL5|8065	1142.789
CUL7|9820	1103.3534	CUL7|9820	809.1041
CUL9|23113	806.7617	CUL9|23113	529.6433
CUTA|51596	3358.3696	CUTA|51596	1209.5908
CUTC|51076	272.4439	CUTC|51076	535.7843
CUX1|1523	1005.5824	CUX1|1523	1420.4939
CUZD1|50624	8.9446	CUZD1|50624	6.202999999999999
CWC15|51503	488.0977	CWC15|51503	879.8759
CWC22|57703	458.7109	CWC22|57703	542.5265
CWC25|54883	408.2022	CWC25|54883	557.3184
CWC27|10283	556.0549	CWC27|10283	401.7655
CWF19L1|55280	720.4378	CWF19L1|55280	360.2529
CWF19L2|143884	287.4404	CWF19L2|143884	602.1711
CX3CL1|6376	250.2477	CX3CL1|6376	1713.9449
CX3CR1|1524	319.5823	CX3CR1|1524	173.2077
CXADRP3|440224	27.090999999999998	lowly_expressed	lowly_expressed
CXADR|1525	40.407	CXADR|1525	20.5177
CXCL10|3627	184.1272	CXCL10|3627	16.7005
CXCL11|6373	46.3762	lowly_expressed	lowly_expressed
CXCL12|6387	993.1848	CXCL12|6387	10023.6192
CXCL13|10563	10.1017	lowly_expressed	lowly_expressed
CXCL14|9547	174328.4925	CXCL14|9547	2845.2821
CXCL16|58191	1196.5971	CXCL16|58191	639.3892
CXCL17|284340	27.5502	CXCL17|284340	16.2233
CXCL1|2919	30.3052	CXCL1|2919	11.9289
CXCL2|2920	6.4284	CXCL2|2920	322.0804
lowly_expressed	lowly_expressed	CXCL3|2921	14.7918
CXCL9|4283	475.7001	CXCL9|4283	56.7816
CXCR1|3577	28.0094	CXCR1|3577	8.5888
CXCR2P1|3580	11.9384	lowly_expressed	lowly_expressed
CXCR2|3579	10.1017	CXCR2|3579	30.538
CXCR3|2833	25.7135	CXCR3|2833	12.8832
CXCR4|7852	476.1593	CXCR4|7852	204.7
CXCR6|10663	22.0402	CXCR6|10663	9.5431
CXCR7|57007	638.2463	CXCR7|57007	3864.9648
CXXC1|30827	656.154	CXXC1|30827	410.3543
CXXC5|51523	1368.3267	CXXC5|51523	505.3084
CXorf21|80231	37.1928	CXorf21|80231	50.5786
CXorf23|256643	303.0522	CXorf23|256643	261.4816
CXorf26|51260	478.9143	CXorf26|51260	333.5321
CXorf36|79742	338.8675	CXorf36|79742	3064.7739
CXorf38|159013	225.9117	CXorf38|159013	185.6137
CXorf40A|91966	582.2276	CXorf40A|91966	327.3291
CXorf40B|541578	513.8113	CXorf40B|541578	387.9279
CXorf42|158801	32.6011	CXorf42|158801	29.5837
CXorf50B|653687	5.51	lowly_expressed	lowly_expressed
CXorf56|63932	324.6332	CXorf56|63932	258.1415
CXorf57|55086	12.8568	CXorf57|55086	13.3604
CYB561D1|284613	263.1044	CYB561D1|284613	435.1664
CYB561D2|11068	472.8441	CYB561D2|11068	229.2449
CYB561|1534	3434.5918	CYB561|1534	543.9580000000001
CYB5A|1528	1525.8220000000001	CYB5A|1528	5238.2202
CYB5B|80777	1242.0549	CYB5B|80777	2104.7358
CYB5D1|124637	1377.9693	CYB5D1|124637	646.8567
CYB5D2|124936	978.4913	CYB5D2|124936	587.8564
CYB5R1|51706	2421.2036	CYB5R1|51706	1387.5701
CYB5R2|51700	89.9973	CYB5R2|51700	108.3144
CYB5R3|1727	4071.9198	CYB5R3|1727	15348.6819
CYB5R4|51167	192.8514	CYB5R4|51167	257.6643
CYB5RL|606495	71.6305	CYB5RL|606495	129.3093
CYBASC3|220002	909.1567	CYBASC3|220002	1424.3111
CYBA|1535	346.6734	CYBA|1535	478.1105
CYBB|1536	695.1834	CYBB|1536	1299.7734
CYBRD1|79901	5050.4111	CYBRD1|79901	17208.6365
CYC1|1537	1840.8126	CYC1|1537	2264.5831
CYCS|54205	1819.2316	CYCS|54205	1935.3453
CYFIP1|23191	2095.652	CYFIP1|23191	3782.8940000000002
CYFIP2|26999	4302.4232	CYFIP2|26999	219.4918
CYGB|114757	197.9023	CYGB|114757	919.0027
CYHR1|50626	752.1205	CYHR1|50626	563.9986
CYLD|1540	1176.8528	CYLD|1540	1284.0272
CYP11A1|1583	61.0696	CYP11A1|1583	57.7359
CYP19A1|1588	5.0509	CYP19A1|1588	9.066
lowly_expressed	lowly_expressed	CYP1A2|1544	16.2233
CYP1B1|1545	628.6038	CYP1B1|1545	2224.0248
CYP20A1|57404	575.34	CYP20A1|57404	607.8969
CYP21A2|1589	30.2272	CYP21A2|1589	83.2208
CYP24A1|1591	6.8876	lowly_expressed	lowly_expressed
CYP26A1|1592	21.581	lowly_expressed	lowly_expressed
CYP26B1|56603	42.2436	CYP26B1|56603	1179.53
CYP27A1|1593	929.8193	CYP27A1|1593	430.87199999999996
CYP27B1|1594	22.9585	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CYP27C1|339761	15.269
CYP2A6|1548	137.751	CYP2A6|1548	54.3958
CYP2A7|1549	268.6145	lowly_expressed	lowly_expressed
CYP2B6|1555	14.6934	lowly_expressed	lowly_expressed
CYP2B7P1|1556	3572.802	CYP2B7P1|1556	62.5075
CYP2C18|1562	12.8568	CYP2C18|1562	6.6802
lowly_expressed	lowly_expressed	CYP2C8|1558	6.202999999999999
CYP2E1|1571	16.5301	CYP2E1|1571	19.1721
CYP2F1|1572	9.6426	lowly_expressed	lowly_expressed
CYP2J2|1573	188.7189	CYP2J2|1573	9.066
CYP2R1|120227	294.7872	CYP2R1|120227	142.6697
CYP2S1|29785	213.5141	CYP2S1|29785	48.6699
CYP2U1|113612	179.9947	CYP2U1|113612	780.6227
CYP39A1|51302	9.6426	CYP39A1|51302	63.9389
lowly_expressed	lowly_expressed	CYP3A4|1576	16.2233
lowly_expressed	lowly_expressed	CYP3A5|1577	10.0203
CYP46A1|10858	22.0402	CYP46A1|10858	93.9998
CYP4B1|1580	348.9692	CYP4B1|1580	1243.4689
CYP4F11|57834	533.5556	CYP4F11|57834	63.9389
lowly_expressed	lowly_expressed	CYP4F12|66002	83.5023
CYP4F22|126410	193.7698	CYP4F22|126410	8.5888
CYP4F3|4051	163.0054	CYP4F3|4051	18.6091
CYP4F8|11283	7.3467	lowly_expressed	lowly_expressed
CYP4V2|285440	371.4686	CYP4V2|285440	391.7452
CYP4X1|260293	9.1834	CYP4X1|260293	231.4207
CYP4Z1|199974	56.0187	CYP4Z1|199974	11.4517
lowly_expressed	lowly_expressed	CYP4Z2P|163720	7.6345
CYP51A1|1595	1738.2937	CYP51A1|1595	731.4804
CYP7B1|9420	55.5596	CYP7B1|9420	152.69
lowly_expressed	lowly_expressed	CYP8B1|1582	23.3807
CYR61|3491	1732.9077	CYR61|3491	14153.4057
CYS1|192668	94.589	CYS1|192668	191.3396
CYSLTR1|10800	21.581	CYSLTR1|10800	77.2993
CYSLTR2|57105	19.2851	CYSLTR2|57105	114.5175
CYTH1|9267	925.6868	CYTH1|9267	836.4547
CYTH2|9266	1979.9412	CYTH2|9266	822.14
CYTH3|9265	498.1995	CYTH3|9265	1953.4773
CYTH4|27128	138.6693	CYTH4|27128	381.7249
CYTIP|9595	48.672	CYTIP|9595	53.9186
CYTL1|54360	5.9692	CYTL1|54360	17.1776
CYTSA|23384	4138.0403	CYTSA|23384	1814.1477
CYTSB|92521	278.7162	CYTSB|92521	583.0848
CYYR1|116159	248.8702	CYYR1|116159	1562.2092
D2HGDH|728294	196.9839	D2HGDH|728294	238.1009
D4S234E|27065	10.1017	D4S234E|27065	39.604
DAAM1|23002	565.2383	DAAM1|23002	1963.9747
DAAM2|23500	2685.0059	DAAM2|23500	3597.347
lowly_expressed	lowly_expressed	DAB1|1600	6.6802
DAB2IP|153090	462.8434	DAB2IP|153090	1754.5032
DAB2|1601	1072.6212	DAB2|1601	4325.8977
DACH1|1602	836.1486	DACH1|1602	213.766
DACT1|51339	178.158	DACT1|51339	234.2837
DACT2|168002	5.0509	DACT2|168002	61.5531
DACT3|147906	78.9772	DACT3|147906	165.09599999999998
DAD1|1603	2691.1955	DAD1|1603	2162.4717
DAG1|1605	3928.1996	DAG1|1605	3162.1138
DAGLA|747	315.909	DAGLA|747	60.1217
DAGLB|221955	398.1004	DAGLB|221955	295.3597
DAK|26007	1000.9907	DAK|26007	400.334
DALRD3|55152	824.628	DALRD3|55152	444.1322
DAND5|199699	16.5301	lowly_expressed	lowly_expressed
DAP3|7818	3008.482	DAP3|7818	1845.1628
DAPK1|1612	201.5756	DAPK1|1612	758.2011
DAPK2|23604	176.3213	DAPK2|23604	1258.7379
DAPK3|1613	746.6105	DAPK3|1613	578.3133
DAPL1|92196	100.5582	DAPL1|92196	10.9746
DAPP1|27071	47.2945	DAPP1|27071	48.1928
DAP|1611	2269.6774	DAP|1611	1667.1836
DARC|2532	244.7376	DARC|2532	1711.5591
DARS2|55157	795.2825	DARS2|55157	642.7293
DARS|1615	1606.1768	DARS|1615	2182.5122
DAXX|1616	2845.0175	DAXX|1616	1040.6776
DAZAP1|26528	1348.5824	DAZAP1|26528	1188.596
DAZAP2|9802	9600.3269	DAZAP2|9802	5013.0025
DBC1|1620	288.3588	DBC1|1620	18.6091
DBF4B|80174	185.0455	DBF4B|80174	70.142
DBF4|10926	152.9036	DBF4|10926	57.2587
DBI|1622	2419.826	DBI|1622	4253.8471
DBN1|1627	1746.6828	DBN1|1627	1615.6507
DBNDD1|79007	272.747	DBNDD1|79007	58.2131
DBNDD2|55861	4414.9979	DBNDD2|55861	566.2317
DBNL|28988	2349.573	DBNL|28988	2133.8423
DBP|1628	679.8701	DBP|1628	617.8218
DBR1|51163	554.2182	DBR1|51163	278.182
DBT|1629	497.2811	DBT|1629	1191.4589
lowly_expressed	lowly_expressed	DBX2|440097	39.1268
DCAF10|79269	1045.0710000000001	DCAF10|79269	1211.4995
DCAF11|80344	2878.8032	DCAF11|80344	1359.4179
DCAF12|25853	1481.2825	DCAF12|25853	1117.4997
DCAF13|25879	1309.0249	DCAF13|25879	392.8999
DCAF15|90379	360.4485	DCAF15|90379	249.5527
DCAF16|54876	703.4485	DCAF16|54876	443.2781
DCAF17|80067	716.7644	DCAF17|80067	346.4154
lowly_expressed	lowly_expressed	DCAF4L1|285429	7.6345
DCAF4|26094	419.2222	DCAF4|26094	169.3904
DCAF5|8816	2329.3695	DCAF5|8816	2468.8059
DCAF6|55827	2651.7069	DCAF6|55827	2295.5982
DCAF7|10238	4533.3857	DCAF7|10238	1706.7875
DCAF8|50717	2763.9418	DCAF8|50717	3427.7085
DCAKD|79877	1331.1339	DCAKD|79877	893.7135
DCBLD1|285761	274.5837	DCBLD1|285761	273.4105
DCBLD2|131566	480.751	DCBLD2|131566	1897.1728
lowly_expressed	lowly_expressed	DCDC2|51473	13.8375
DCHS1|8642	536.7698	DCHS1|8642	1851.8429999999998
DCHS2|54798	9.1834	DCHS2|54798	17.6548
DCI|1632	964.2571	DCI|1632	758.6783
DCK|1633	514.2704	DCK|1633	475.7247
DCLK1|9201	10558.1556	DCLK1|9201	890.3734
DCLK2|166614	44.0803	DCLK2|166614	116.4261
DCLK3|85443	37.6519	DCLK3|85443	34.8324
DCLRE1A|9937	655.2356	DCLRE1A|9937	197.5426
DCLRE1B|64858	560.1874	DCLRE1B|64858	260.0501
DCLRE1C|64421	357.6935	DCLRE1C|64421	206.1315
DCN|1634	8783.4635	DCN|1634	36717.1657
DCP1A|55802	617.5837	DCP1A|55802	1157.5808
DCP1B|196513	585.901	DCP1B|196513	300.1312
DCP2|167227	934.4110000000001	DCP2|167227	755.8153
DCPS|28960	369.1727	DCPS|28960	147.4413
DCTD|1635	1294.8595	DCTD|1635	1406.1792
DCTN1|1639	4772.1541	DCTN1|1639	4647.7586
DCTN2|10540	2604.4124	DCTN2|10540	2729.3332
DCTN3|11258	582.2276	DCTN3|11258	688.0592
DCTN4|51164	3399.6949	DCTN4|51164	2175.3549
DCTN5|84516	1755.8662	DCTN5|84516	1193.8447
DCTN6|10671	443.0991	DCTN6|10671	876.5358
DCTPP1|79077	1321.9505	DCTPP1|79077	341.639
lowly_expressed	lowly_expressed	DCT|1638	13.8375
DCUN1D1|54165	533.5556	DCUN1D1|54165	578.3133
DCUN1D2|55208	165.7604	DCUN1D2|55208	269.1161
DCUN1D3|123879	126.2718	DCUN1D3|123879	1001.0736
DCUN1D4|23142	308.5623	DCUN1D4|23142	1180.9615
DCUN1D5|84259	249.7885	DCUN1D5|84259	358.8214
DCXR|51181	1203.4846	DCXR|51181	1529.7626
DCX|1641	5.51	DCX|1641	6.6802
DDA1|79016	615.747	DDA1|79016	495.7652
DDAH1|23576	840.7403	DDAH1|23576	742.9321
DDAH2|23564	2221.4646	DDAH2|23564	2489.8008
DDB1|1642	8971.264000000001	DDB1|1642	7213.6467
DDB2|1643	933.0335	DDB2|1643	351.1869
DDHD1|80821	724.5703	DDHD1|80821	753.4296
DDHD2|23259	1256.7484	DDHD2|23259	3122.5098
DDI2|84301	152.4169	DDI2|84301	191.3301
DDIT3|1649	270.8323	DDIT3|1649	379.7352
DDIT4L|115265	13.7751	DDIT4L|115265	154.5986
DDIT4|54541	911.9117	DDIT4|54541	785.8762
DDN|23109	5.51	lowly_expressed	lowly_expressed
DDOST|1650	3250.0055	DDOST|1650	2439.6994
DDO|8528	8.7242	DDO|8528	52.01
DDR1|780	6900.8663	DDR1|780	1067.3983
DDR2|4921	170.3521	DDR2|4921	4203.2685
DDRGK1|65992	1849.5369	DDRGK1|65992	863.6526
DDTL|100037417	386.6258	DDTL|100037417	213.1791
DDT|1652	721.4663	DDT|1652	1020.0787
DDX10|1662	508.7604	DDX10|1662	421.3289
DDX11L2|84771	5.9692	DDX11L2|84771	5.7259
DDX11|1663	258.9719	DDX11|1663	31.9695
DDX12|440081	61.5288	DDX12|440081	24.335
DDX17|10521	10382.7527	DDX17|10521	7503.2804
DDX18|8886	1950.0951	DDX18|8886	1719.1936
DDX19A|55308	689.6734	DDX19A|55308	1189.0731
DDX19B|11269	583.6005	DDX19B|11269	798.7403
DDX1|1653	3167.8140000000003	DDX1|1653	3447.4532
DDX20|11218	1034.0509	DDX20|11218	351.1869
DDX21|9188	3596.2197	DDX21|9188	1485.8642
DDX23|9416	2523.1393	DDX23|9416	1993.0812
DDX24|57062	4065.4914	DDX24|57062	4719.5515
DDX26B|203522	23.4177	DDX26B|203522	124.5378
DDX27|55661	1235.6265	DDX27|55661	634.1405
DDX28|55794	202.9532	DDX28|55794	207.5629
DDX31|64794	330.1432	DDX31|64794	135.5123
DDX39|10212	1459.2423	DDX39|10212	348.324
DDX3X|1654	5674.4232	DDX3X|1654	10970.7742
DDX3Y|8653	11.0201	lowly_expressed	lowly_expressed
DDX41|51428	1055.6319	DDX41|51428	655.1354
DDX42|11325	3760.1434	DDX42|11325	4299.6541
lowly_expressed	lowly_expressed	DDX43|55510	27.0357
DDX46|9879	2361.0523	DDX46|9879	1172.3727
DDX47|51202	1219.5556	DDX47|51202	863.1755
DDX49|54555	875.1781	DDX49|54555	469.9988
DDX50|79009	985.3789	DDX50|79009	992.4848
DDX51|317781	429.324	DDX51|317781	342.5981
DDX52|11056	730.5395	DDX52|11056	417.5116
DDX54|79039	1849.771	DDX54|79039	905.9525
DDX55|57696	426.1098	DDX55|57696	307.2886
DDX56|54606	1433.5288	DDX56|54606	901.3480000000001
DDX58|23586	858.1888	DDX58|23586	507.217
DDX59|83479	490.3936	DDX59|83479	404.1513
DDX5|1655	10964.5211	DDX5|1655	9434.3314
DDX60L|91351	646.9706	DDX60L|91351	383.1564
DDX60|55601	1177.3119	DDX60|55601	503.3997
DDX6|1656	4200.9466	DDX6|1656	5008.2309
DEAF1|10522	437.1299	DEAF1|10522	264.8217
DECR1|1666	1297.1553	DECR1|1666	2951.6879
DECR2|26063	363.2035	DECR2|26063	356.9128
DEDD2|162989	690.5917	lowly_expressed	lowly_expressed
DEDD|9191	758.2596	DEDD|9191	1188.9252
DEF6|50619	547.3307	DEF6|50619	52.4872
DEF8|54849	396.2637	DEF8|54849	687.1049
DEFB132|400830	55.1004	DEFB132|400830	5288.3216
DEFB1|1672	40.407	DEFB1|1672	111.1774
DEGS1|8560	2522.6801	DEGS1|8560	2364.3087
DEGS2|123099	2125.0389	DEGS2|123099	12.8832
DEK|7913	2260.9532	DEK|7913	1911.9647
DEM1|64789	129.4859	DEM1|64789	92.5683
DENND1A|57706	447.6908	DENND1A|57706	567.3387
DENND1B|163486	319.5823	DENND1B|163486	52.4872
DENND1C|79958	233.7175	DENND1C|79958	34.3552
DENND2A|27147	35.8153	DENND2A|27147	856.4953
DENND2C|163259	14.1195	DENND2C|163259	79.8187
DENND2D|79961	721.8153	DENND2D|79961	575.9275
DENND3|22898	340.7042	DENND3|22898	664.2014
DENND4A|10260	737.4271	DENND4A|10260	631.2776
DENND4B|9909	660.2819	DENND4B|9909	886.079
DENND4C|55667	1065.7336	DENND4C|55667	2213.5274
DENND5A|23258	1072.6212	DENND5A|23258	3668.8536
DENND5B|160518	256.676	DENND5B|160518	753.4296
DENR|8562	2249.0148	DENR|8562	1308.3622
DEPDC1B|55789	85.8648	lowly_expressed	lowly_expressed
DEPDC1|55635	93.6707	DEPDC1|55635	6.6802
DEPDC4|120863	14.2343	lowly_expressed	lowly_expressed
DEPDC5|9681	400.3963	DEPDC5|9681	177.0249
DEPDC6|64798	1346.7457	DEPDC6|64798	296.314
DEPDC7|91614	14.6934	DEPDC7|91614	10.0203
DERA|51071	558.3508	DERA|51071	429.4405
DERL1|79139	2417.071	DERL1|79139	2847.1907
DERL2|51009	862.3213	DERL2|51009	613.6228
DERL3|91319	102.3949	lowly_expressed	lowly_expressed
DES|1674	275.9612	DES|1674	3657.8790000000004
DET1|55070	140.0469	DET1|55070	186.5681
DEXI|28955	534.9331	DEXI|28955	707.1454
DFFA|1676	319.1232	DFFA|1676	393.6538
DFFB|1677	67.0388	DFFB|1677	70.6191
DFNA5|1687	88.6198	DFNA5|1687	205.1771
DFNB31|25861	51.427	DFNB31|25861	75.8678
DFNB59|494513	16.5301	DFNB59|494513	53.9186
DGAT1|8694	922.7251	DGAT1|8694	3313.5154
DGAT2|84649	432.5382	DGAT2|84649	36687.582
DGCR11|25786	23.4177	DGCR11|25786	49.6242
DGCR14|8220	386.162	DGCR14|8220	285.3394
DGCR2|9993	3715.1447	DGCR2|9993	1931.0509
DGCR5|26220	141.8835	lowly_expressed	lowly_expressed
DGCR6L|85359	797.5783	DGCR6L|85359	372.1818
DGCR6|8214	544.1165	DGCR6|8214	324.4662
DGCR8|54487	725.0295	DGCR8|54487	536.3235
DGCR9|25787	14.6934	lowly_expressed	lowly_expressed
DGKA|1606	293.8688	DGKA|1606	170.8219
DGKB|1607	5.9692	lowly_expressed	lowly_expressed
DGKD|8527	577.1767	DGKD|8527	535.3692
DGKE|8526	58.7738	DGKE|8526	239.0552
DGKG|1608	26.1727	DGKG|1608	65.8475
DGKH|160851	17.4485	DGKH|160851	52.9643
lowly_expressed	lowly_expressed	DGKI|9162	39.1268
DGKQ|1609	208.9224	DGKQ|1609	201.3599
DGKZ|8525	836.6078	DGKZ|8525	632.2319
DGUOK|1716	607.9411	DGUOK|1716	420.3746
DHCR24|1718	17633.0474	DHCR24|1718	2889.1805
DHCR7|1717	1566.229	DHCR7|1717	586.4249
DHDDS|79947	620.7979	DHDDS|79947	3691.7571
DHDH|27294	6.8876	lowly_expressed	lowly_expressed
DHDPSL|112817	76.9431	DHDPSL|112817	145.8953
DHFRL1|200895	256.676	DHFRL1|200895	192.2939
DHFR|1719	511.3685	DHFR|1719	606.7565
DHH|50846	8.7242	DHH|50846	36.2639
DHODH|1723	99.6399	DHODH|1723	233.3294
DHPS|1725	1120.8339999999998	DHPS|1725	636.3736
DHRS11|79154	245.1968	DHRS11|79154	463.7958
DHRS12|79758	239.6868	DHRS12|79758	525.8261
DHRS13|147015	372.3088	DHRS13|147015	28.0377
DHRS1|115817	245.1968	DHRS1|115817	249.0755
DHRS2|10202	499.1178	lowly_expressed	lowly_expressed
DHRS3|9249	1031.2959	DHRS3|9249	4826.4345
DHRS4L1|728635	14.2343	DHRS4L1|728635	16.2233
DHRS4L2|317749	447.57599999999996	DHRS4L2|317749	360.167
DHRS4|10901	1056.5548	DHRS4|10901	765.9835
DHRS7B|25979	494.5261	DHRS7B|25979	777.7645
DHRS7|51635	3530.0992	DHRS7|51635	1049.2664
DHRS9|10170	16.9893	DHRS9|10170	61.076
DHRSX|207063	482.1285	DHRSX|207063	505.3084
DHTKD1|55526	930.7376	DHTKD1|55526	1029.703
DHX15|1665	1959.2785	DHX15|1665	1737.8027
DHX16|8449	908.2383	DHX16|8449	850.7694
DHX29|54505	1462.4565	DHX29|54505	1093.1647
DHX30|22907	1503.7818	DHX30|22907	1225.337
DHX32|55760	270.9654	lowly_expressed	lowly_expressed
DHX33|56919	601.5127	DHX33|56919	242.3953
DHX34|9704	489.9344	DHX34|9704	156.5072
DHX35|60625	209.3815	DHX35|60625	220.9233
DHX36|170506	825.1285	DHX36|170506	794.465
DHX37|57647	648.3481	DHX37|57647	271.97900000000004
DHX38|9785	716.3052	DHX38|9785	1354.1692
DHX40|79665	1663.5729999999999	DHX40|79665	1415.7223
DHX57|90957	330.1432	DHX57|90957	647.5009
DHX58|79132	476.1593	DHX58|79132	239.0552
DHX8|1659	1348.5824	DHX8|1659	1007.2766
